job_id,industry_key,year,title_clean,bert_exposure_score,bert_replace_score,description_excerpt,label_exposure,label_automatable,labeler,notes
7082edb64865,insurance,2026,Casualty Risk Control Consultant - Construction and Infrastructure,0.08,0.015,"As part of an industry-leading team, you will help empower results for our clients by delivering innovative and effective solutions supporting our clients throughout North America as well as in California with Risk Consultant work. Aon is in the business of better decisions At Aon, we shape decisions for the better to protect and enrich the lives of people around the world. As an organization, we are united through trust as one inclusive team, and we are passionate about helping our colleagues and clients succeed. Bachelor of Science/Art in Safety, Occupational Health, Engineering or related technical major. Five or more years in Safety Management, Safety Consulting or risk management working primarily within the Construction vertical. Specific job title to be commensurate with experience level, technical expertise and/or specialization. The salary range for this position (intended for U.S. applicants) is $115,000 to $170,000 annually. The actual salary will vary based on applicant’s education, experience, skills, and abilities, as well as internal equity and alignment with market data. The salary may also be adjusted based on applicant’s geographic location. This position is eligi",0,0,claude-draft,risk-control consultant; field/advisory
eebf295833f6,insurance,2026,Asset Protection Associate,0.255,0.005,"Hourly Wage: $18 - $31 per/hour The actual hourly rate will equal or exceed the required minimum wage applicable to the job location. Additional Compensation Includes Annual Or Quarterly Performance Incentives. Additional compensation in the form of premiums may be paid in amounts ranging from $0.35 per hour to $3.00 per hour in specific circumstances. Premiums may be based on schedule, facility, season, or specific work performed. Multiple premiums may apply if applicable criteria are met. Employment Type:Available shifts:Location 15885 SW 88TH ST, KENDALL, FL, 33196, US This role focuses on the safety and security of our associates, customers and merchandise. Working in this role will involve investigating, thinking critically and working to solve complex problems. Benefits & perks At Walmart, we offer competitive pay as well as performance-based incentive awards and other great benefits for a happier mind, body, and wallet. Health benefits include medical, vision and dental coverage. Financial benefits include 401(k), stock purchase and company-paid life insurance. Paid time off benefits include parental leave, family care leave, bereavement, jury duty, and voting. Other benefit",0,0,claude-draft,asset protection; physical/security presence
6bb7bb0b6df7,insurance,2026,Senior Financial Analyst,0.125,0.172,"Fast Growing Home Builder This Jobot Job is hosted by: Milan Kacar Are you a fit? now by clicking the ""Apply"" button and sending us your resume. Salary: $100,000 - $175,000 per year A bit about us: Fast Growing Home-Builder … more Set alert for Financial Analyst, Pismo Beach, California, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the company TalentAlly 60,561 followers Follow Technology, Information and Media • 11-50 employees • 75 on LinkedIn Take charge of the way you apply for your next job with TalentAlly, the job board for diverse professionals. We partner with major companies in the nation across every industry dedicated to a more inclusive work culture. Join us at one of our many job fairs, explore endless opportunities, and discover your future with TalentAlly. Interested in working with us in the future? Privately share your profile with our recruiters – you’ll be noted as expressing interest for up to a year and be notified about jobs and updates. Learn more",0,0,claude-draft,senior financial analyst; analytical judgment
2c2a88a53486,insurance,2026,Occupational Therapist (OT) - Inpatient,0.129,0.234,"Major Responsibilities: Interprets physician referrals and evaluates the patient's physical, perceptual, cognitive, social, and vocational abilities and their impact on the patient's activities of daily living. Establishes a plan of care and implements individual treatment based on evaluation results, functional goals and by utilizing appropriate techniques. Provides and/or fabricates assistive devices and/or splints to enhance patient's functional independence. Monitors and evaluates outcomes and appropriately adjusts individualized treatment plan based on patient's response and provides status updates to physicians and other teammates. Identifies factors affecting patient's physical and psychosocial comfort and attends to these needs. Plans for and completes patient discharge including providing written home programs, patient/family teaching, referral for community services, transition planning within the continuum of care and ordering equipment as indicated/appropriate. Communicates and collaborates with appropriate stakeholders to assist in achieving optimum care for the patient. Completes all required documentation following department policy and accreditation standards with a",0,0,claude-draft,occupational therapist; clinical hands-on
ff5ee1036c35,insurance,2026,Leasing Professional - Embark,0.127,0.046,"Associate, Asset Management R0188689 City Office Tampa Tampa, Florida Today, we are the largest rental housing operator and developer in the US and one of the largest global investment management companies, delivering industry-leading services to investors, clients, and residents. We offer unrivaled professional development and career growth opportunities to our team members and look forward to welcoming you to Greystar, where our people are what make us the Global Leader in Rental Housing. Back to navigation (Overview) Job Responsibilities Greystar is a leading, fully integrated global real estate platform offering expertise in property management, investment management, development, and construction services in institutional-quality rental housing. Headquartered in Charleston, South Carolina, Greystar manages and operates over $300 billion of real estate in more than 265 markets globally with offices throughout North America, Europe, South America, and the Asia-Pacific region. Greystar is the largest operator of apartments in the United States, managing over one million units/beds globally. Across its platforms, Greystar has nearly $79 billion of assets under management, includin",0,0,claude-draft,leasing professional; interpersonal
9b0b18d50910,insurance,2026,REMOTE - Claims Management Analyst III - R10152,0.256,0.017,"Job Summary The Claims Management Analyst III is responsible for leading eBusiness initiatives and coordination of activities across multiple functional areas. Essential Functions $72,200.00 - $115,500.00 CareSource takes into consideration a combination of a candidate’s education, training, and experience as well as the position’s scope and complexity, the discretion and latitude required for the role, and other external and internal data when establishing a salary level. In addition to base compensation, you may qualify for a bonus tied to company and individual performance. We are highly invested in every employee’s total well-being and offer a substantial and comprehensive total rewards package. Salary This job description is not all inclusive. CareSource reserves the right to amend this job description at any time. CareSource is an We are dedicated to fostering an environment of belonging that welcomes and supports individuals of all backgrounds. … more Set alert for Management Analyst, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Ca",0,1,claude-draft,claims-mgmt analyst; coordination/claims process
de28f0b8dcc4,insurance,2026,Large Accounts Underwriter,0.603,0.238,"At EMC, we’re all about working together to make an impact. As part of our team, you’ll have the opportunity to grow, contribute, and gain experience that matters. We strive to be caring leaders, close partners, and responsive experts—always supporting each other to do our best work. Join us, and let’s improve lives together. Location Requirement: Ideal candidate will be located in the Charlotte, NC area. $100,085 - $138,285 or $110,624 - $152,122 … more Set alert for Underwriter, North Carolina, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the company EMC Insurance Companies 33,381 followers Follow Insurance • 1001-5000 employees • 2,073 on LinkedIn EMC Insurance is a top insurer based on net written premium, and we have more than 2,200 employees. The company was organized in 1911 to write workers’ compensation protection in Iowa. Today, EMC provides property and casualty insurance products and services throughout the United States. Operating under the trade name EMC I",0,0,claude-draft,large-accounts underwriter; complex underwriting judgment
3067fd54cadf,insurance,2026,Revenue & Pricing Analyst,0.222,0.262,"Title: Revenue & Pricing Analyst Location: White Plains, NY (3 days Onsite) Duration: 12 months About Cogent Infotech At Cogent Infotech, we believe in creating opportunities that empower individuals and transform organizations. With over 23 years of excellence in consulting and talent solutions, we pride ourselves on building inclusive workplaces and driving innovation in everything we do. Our diverse teams bring unique perspectives to help deliver cutting-edge solutions to global clients across both public and private sectors. … more Requirements added by the job poster • Bachelor's Degree • 1+ years of work experience with NYISO • Accept a background check • Authorized to work in the United States • 2+ years of work experience with Microsoft Excel • No need for visa sponsorship • Working in a hybrid setting • 2+ years of work experience with Microsoft Power BI Set alert for Pricing Analyst, White Plains, New York, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the comp",0,0,claude-draft,revenue/pricing analyst; analytical judgment
64494a1e89bc,insurance,2026,Financial Risk Manager,0.952,0.003,"Financial Services Manager - Financial Risk Our Deloitte Regulatory, Risk & Forensic team helps client leaders translate multifaceted risk and an evolving regulatory environment into defensible actions that strengthen, protect, and transform their organizations. Join our team and use advanced data, AI, and emerging technologies with industry insights to help clients bring clarity from complexity and accelerate their path to value creation. Recruiting for this role ends on 5/31/2026 As a Manager, you will have opportunities to: Our Regulatory & Financial Risk offering supports clients' regulatory and compliance needs, balancing risk and regulatory requirements with enhancing business value and optimizing outcomes. We deliver enhanced value through strategic transformation, end-to-end implementation, and a focus on business-as-usual sustainability across processes, controls, and data & analytic infrastructures. Candidates will have exceptional records of professional achievement, experience working in a relevant financial services industry sector, and a demonstrated capacity and enthusiasm for self-paced development. Candidates will be expected to motivate others, build constructive ",1,0,claude-draft,"Deloitte risk mgr; explicit 'advanced data, AI'; advisory judgment"
3900066913,legal_services,2024,Associate Attorney,0.033,0.0,"Reference # CHA/ES_NYC_AAG_3677 Application Deadline is May 10, 2024 Apply online at www.ag.ny.gov/job-postings/attorneys The Office of the New York State Attorney General (OAG) is seeking an experienced litigator for its New York City office to serve as an Assistant Attorney General in the Enforcement Section of the Charities Bureau. The selected candidate will join a team of attorneys who are responsible for conducting complex investigations and litigation into frauds, breaches of duty, and other violations of New York's law governing the charitable sector. The Enforcement Section of the Charities Bureau works to protect the mission and resources of New York’s charities by holding charitable organizations, their officers, directors, employees, and various third parties accountable. New York is the national and international center for funding and innovation in nonprofit organizations, and the Charities Bureau is a national leader in effective regulation of charitable not-for-profit entities. Recent actions to enforce New York charities laws by the OAG’s Charities Bureau include litigation that led to the dissolution of the Trump Foundation; a trial against the National Rifle Asso",0,0,claude-draft,AG litigator; legal judgment
3895210680,legal_services,2024,Legal Administrator,0.181,0.205,"A full-service regional law firm based in Roseland, NJ, is looking to hire a Practice Group Administrator (PGA). The PGA is an exempt position that reports directly to the Director of Legal Support Service and works closely with the Practice Group Leader(s) (PGL) on the initiatives and goals specific to the practice group while maintaining compliance with Firm standards. ResponsibilitiesDevelop relationships with attorneys, paralegals and non-legal personnel to foster trust and confidence in the function and roleSurvey associates and counsel weekly for their capacity to handle new assignmentsPrepare reports on a weekly/monthly basis to review billable time and to ensure that hours are being entered timelyAnalyze of data in Iridium to associate/counsel capacity responses to ensure equitable distribution of assignmentsTrack associate/counsel matter assignments to ensure associates/counsel gain experience working on different matter types and working with various membersObtain and review monthly status reports from associates/counselsCoordinate logistics for practice group meetings including scheduling, room reservations, technology and catering requirementsOrganize group events such ",0,0,claude-draft,practice-group administrator; management/relationships
3884436762,legal_services,2024,Associate,0.027,0.01,"Company Description Amundsen Davis, LLC is a full-service law firm headquartered in Chicago, with over 230 attorneys. We are one of the fastest growing law firms in the Midwest, known for our entrepreneurial thinking and pragmatic approach to serving our clients' business needs. We have extensive experience in handling transactional, labor and employment, and litigation matters for companies across the U.S. With offices in multiple locations, including Cleveland, OH, we are well-positioned to provide comprehensive legal services. Role Description This is a full-time hybrid role as an Associate at Amundsen Davis, LLC. As an Associate, you will be responsible for various day-to-day tasks related to legal matters, including conducting legal research, drafting legal documents, participating in client meetings, and assisting with case management. While this role is primarily based in our Cleveland office, we offer flexibility for some remote work as well. Qualifications Strong legal research and writing skillsExcellent analytical and problem-solving abilitiesAttention to detail and organizational skillsAbility to work effectively in a team environmentExperience with transactional and/or",0,0,claude-draft,law-firm associate; legal judgment
3889709873,legal_services,2024,Legal Assistant,0.061,0.046,"Boutique law firm in West Palm Beach looking for a full-time legal assistant/paralegal. Our firm focuses on first-party property and some personal injury law. We handle a high volume of cases and are seeking a candidate who is willing to hit the ground running and assist attorneys and paralegals in handling all aspects of a client's case. The ideal candidate will have some law firm experience, ideally in the areas of law we practice, but this is not a requirement. Academic credentials can serve as a substitute for experience. If you are interested in the position, please submit your resume along with a cover letter outlining your experience or interest. We offer paid holidays, vacation and sick time, health and dental coverage, and opportunity for bonuses. : $45,000.00 - $55,000.00 per year Benefits:Dental insuranceHealth insurancePaid time off Schedule:8 hour shiftMonday to Friday Pay: $45,000.00 - $55,000.00 per year Benefits:Dental insuranceHealth insurancePaid time offVision insurance Schedule:Monday to Friday Education:Bachelor's (Preferred) Experience:Microsoft Office: 2 years (Preferred) Work Location: In person",0,1,claude-draft,legal assistant/paralegal; document/case support
3901352958,legal_services,2024,iManage End User Architect,0.17,0.208,"Position: End User Computing/iManage ArchitectLocations: REMOTE - must sit in one of these locations and open to going in office once a month Chicago, IL (CHI) (Primary), Houston, TX (HOU), Oakland, CA (OAK), Sacramento, CA (SMF), San Diego, CA (SAN), Boston, MA (BOS), Washington, DC (WAS), Phoenix, AZ (PHX), Orange County, CA (SNA), Kansas City, KA (MKC), Atlanta, GA (ATL), Silicon Valley, CA (PAO), New Orleans, LA (MSY), Short Hills, NJ (SHO), Los Angeles (LAX), St. Louis, MO (STL), Dallas, TX (DFW)Type: Full TimeOpenings: 1 Overview:End User Computing Architect with expertise in Microsoft Office Suite and iManage DMS Client-side implementations. Must Haves: 10+ years in applications support and implementation used in the legal industry such as document management, document production and analysis, practice group applications.5+ years of experience with deployment of Microsoft operating systems and applications5+ years of experience working with legal Document Management systems (iManage)5+ years of experience leading projects and/or peopleExperience overseeing deployment and operation efforts for Microsoft Office Suite, iManage Worksite, BigHand Products, iManage DMS Client-side",0,0,claude-draft,iManage architect; doc-mgmt IT not AI; technical
3898164442,legal_services,2024,E-Filing Specialist,0.046,0.514,"Orrick currently has an excellent opportunity for an E-Filing Specialist based in Boston, New York, Washington DC or any of our California offices (Los Angeles; Menlo Park; Orange County; Sacramento; San Francisco; or Santa Monica). Under the supervision of the Director of the West Coast Calendar Department, the E-filing Specialist will primarily be responsible for electronically filing and serving papers in various state and federal courts. As time permits, the E-Filing Specialist will also enter litigation deadlines in Compulaw, the firm’s calendaring software, and assist the Court Services Department with other related tasks. Responsibilities:Electronically files court documents in an accurate and timely manner.Researches e-filing procedures, local court rules, state and federal civil procedure, and case histories as needed.Reviews court filings for compliance with the applicable rules of procedure, including for correct format, signatures, required filing fees, chambers copies and certificates.Answers questions from attorneys regarding electronic filing and court procedures.Acts a liaison between the attorneys and the courts.Retrieves docket sheets and court records.Prepares co",0,1,claude-draft,"e-filing specialist; filing/deadline entry, clerical"
3901378560,legal_services,2024,Litigation Attorney,0.017,0.009,"Robert Half is partnering with an industry leading law firm to source an Attorney to support their busy litigation practice. This is a well-known legal team and a fantastic opportunity for those who want to grow their ligation experience! BONUS: this is a fully remote position! Requirements:6+ years of experience in litigationPersonal injury or mass tort experience is a PLUS!Strong legal writing skills required This is a fully remote and long-term contract position looking to start immediately. We will be placing candidates for this role by end of week. The salary range for this position is $50-70/hr. Benefits available to contract/temporary professionals, include medical, vision, dental, and life and disability insurance. Hired contract/temporary professionals are also eligible to enroll in our company 401(k) plan. Visit roberthalf.gobenefits.net for more information. If you qualify, To apply confidentially, email your resume to Gus(period)Burke(at)RobertHalf(period)com!",0,0,claude-draft,litigation attorney; legal judgment
3900956928,legal_services,2024,Executive Compensation Attorney,0.047,0.002,"Attorney | Executive Compensation/BenefitsKoley Jessen is seeking to hire an experienced attorney to join the Executive Compensation/Benefits Practice Area in the Firm’s Employment, Labor and Benefits Department. In this role, you will have the opportunity to work with a diverse and sophisticated group of clients and colleagues on executive compensation, tax and employee benefit matters for business clients and individuals located throughout the United States. Working alongside a team of expert attorneys, you will be involved in the design and implementation of various executive and employee incentive arrangements to meet the specific requirements of our many clients, including those involved in complex mergers and acquisitions. Who we want:Exceptional communicators with excellent writing skills who enjoy working with internal and external clients;Intellectual curiosity and strong desire to problem solve on a wide array of employee benefits and employment-related matters, including ERISA compliance, nonqualified deferred compensation arrangements, and employee benefit programs generally;Unmatched work ethic, and action-oriented interest in taking on increased levels of responsibili",0,0,claude-draft,exec-comp attorney; legal judgment
3901941349,legal_services,2024,Personal Injury Case Manager,0.015,0.034,"(HIRING) PARALEGALS & CASE MANAGERS (GREAT PAY) We are seeking a to hire Paralegals & Case Managers for major law firms in Los Angeles, CA! You will provide overall support to attorneys' business needs.Responsibilities:Conduct research to support legal proceedingsAssist with the drafting and reviewing of legal documentsInvestigate facts to help in the negotiation of legal disputesMonitor and ensure compliance with state and federal regulationsRecord and store client informationQualifications:Previous experience as a paralegal/case manager or other legal fieldFamiliarity with legal researchAbility to prioritize and multitaskExcellent written and verbal communication skillsDeadline and detail-oriented Email Resumes to: Admin@viperstaffing.com Apply on our Website: Careers (viperstaffing.com)",0,1,claude-draft,PI case manager/paralegal; docs/records/research support
3905282953,legal_services,2024,Benefits and Wellness Program Coordinator,0.046,0.208,"Description Williams & Connolly LLP has a position available for the Benefits and Wellness Program Coordinator. Under the direction of the Benefits Manager, the Benefits and Wellness Program Coordinator is responsible for assisting with the day-to-day tasks in administering the Firm""s group benefits and wellness program. Responsibilities Include, But Are Not Limited To Assisting with the creation, organization, and distribution of materials for various benefit programs including benefit orientations, open enrollment, benefits fair, on-site flu shots, summary plan descriptions, and the wellness program; Processing and maintaining employee data in multiple databases, such as new hires, terminations, group benefits, home addresses, and beneficiary changes; Assisting with various functions including payroll administration, maintaining employee time and attendance records, and the transportation flexible spending program; Conducting benefit orientations and coordinating benefit processing; Developing, organizing, and growing all wellness program initiatives; working with the Wellness Committee to create and encourage innovative ideas relating to the wellness program; creating and distri",0,1,claude-draft,"benefits coordinator; benefits admin/materials, clerical"
fb5c7c7e1764,legal_services,2026,Contract Analyst,0.099,0.015,"Join Our Analytics Dream Team: Contract Analyst at True Rx Health Strategists At True Rx Health Strategists, we believe contracts are more than just documents — they’re the foundation of strong relationships and smart business. We’re looking for a highly organized, detail-driven Contract Analyst to join our Analytics Team and help drive our contracting and RFP processes forward. As a, you’ll work closely with our Contract Manager and General Counsel to provide critical support in drafting, negotiating, and tracking a wide variety of agreements. You’ll also play an essential role in maintaining the efficiency of our legal operations and supporting the RFP/Bid process. 100% remote with in-office requirements as needed for training and meetings. You’re proactive, precise, and comfortable working independently or as part of a team. You thrive in a fast-paced environment, can manage multiple priorities, and have a strong understanding of contracts and legal processes. We’ve been pharmacy innovators since the Wright Brothers took flight. For more than 120 years, we have been innovating pharmacy solutions and taking care of patients. True Rx Health Strategists is led by a fourth generatio",0,1,claude-draft,contract analyst; drafting/tracking/RFP support
8d111a9d4ad3,legal_services,2026,"ENERGY STORAGE ENGINEERING, PROJECT MANAGEMENT, LEGAL & COMMERCIAL ROLES — SUNGROW (REMOTE, US)",0.146,0.172,"Various positions | Sungrow | Remote, US Click The Link To Learn More And Apply ESS Application Engineering Internship Edit and refine customer-faced technical documents to ensure clarity, accuracy, and compliance with industry standards. As part of the Project Management group, this role plays a critical role in ensuring the successful execution of projects. Senior Project Manager is responsible for directly managing the execution of Sungrow’s ESS projects within the Utility portfolio. Senior Project Manager will ensure end-to-end project ownership and customer point of contact responsibilities from project launch to successful commissioning while working with the Service group to ensure safety, delivery, cost and schedule KPI targets are met. We’re looking for a Service Contract Management Specialist to join our team to contribute to our rapid expansion. As a direct report to the Manager of Service BD, this pivotal role stands as a cornerstone within our services team. The role encompasses spearheading contract development and management across the North America markets and serves as the primary interface with our clients. Sungrow USA is seeking a highly capable Corporate Paraleg",0,0,claude-draft,multi-role eng/PM/legal posting; engineering/PM judgment
677bda209fd1,legal_services,2026,Legal Assistant – Trial,0.182,0.002,"Legal Assistant – Trial | Salt Lake City Starting at $60K/year+ DOE | Exceptional Benefits + 401(k) Step into a high-impact litigation role where your work directly supports active trial teams. We’re seeking a seasoned Legal Assistant with true trial experience—someone who thrives in fast-paced environments, anticipates needs, and plays a critical role in getting cases across the finish line. … more Benefits found in job post 401(k), Disability insurance Requirements added by the job poster • Commute to this job’s location • Authorized to work in the United States Set alert for Legal Assistant, Salt Lake City, Utah, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the company PrincePerelson and Associates 77,372 followers Follow Staffing and Recruiting • 11-50 employees • 61 on LinkedIn PrincePerelson was founded on the belief that discovering the right talent means going beyond a position description and words on a resume. We make an active effort to understand the unique ",0,1,claude-draft,trial legal assistant; case support
a2663ced045e,legal_services,2026,Claims Adjuster,0.042,0.05,"We’re hiring PIP Adjusters at Loyalty Insurance. If you know Florida PIP claims, move fast, stay organized, and communicate clearly, we want to talk to you. What you’ll do: Handle PIP claims from intake through resolution … more Set alert for Claims Adjuster, Miami, Florida, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the company Loyalty Insurance 112 followers Follow Insurance • 51-200 employees • 18 on LinkedIn Loyalty Insurance is a family-owned, independent auto-insurance agency based in Miami, proudly protecting Florida drivers for over ten years. Our promise is simple: deliver extraordinary service wherever your journey takes you through affordable, innovative coverages tailored to real-world driving needs. Interested in working with us in the future? Privately share your profile with our recruiters – you’ll be noted as expressing interest for up to a year and be notified about jobs and updates. Learn more I’m interested More jobs General Liability Adjuster Big Y",0,1,claude-draft,PIP claims adjuster; routine claims processing
42f5b13de03d,legal_services,2026,Insurance Defense Attorney,0.085,0.016,"Insurance Defense Attorney (1+ Years Exp.) – Boutique Litigation Firm Location: Ridgeland, MS (Jackson Metro Area) Work Arrangement: On-Site About the Opportunity We are representing a premier, mid-sized Mississippi defense firm that has built a reputation for excellence over decades. This is a rare opening created by a long-term associate’s departure for a partnership elsewhere - proof that this firm is a launchpad for serious career growth. … more Benefits found in job post Medical insurance, Vision insurance, Dental insurance, 401(k), Paid maternity leave, Paid paternity leave Set alert for Attorney, Ridgeland, Mississippi, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the company Law Firms 11,601 followers Follow Movies, Videos, and Sound • 1 employee • 800 on LinkedIn Expert Witness for Entertainment Industry disputes Interested in working with us in the future? Privately share your profile with our recruiters – you’ll be noted as expressing interest for up to a yea",0,0,claude-draft,insurance-defense attorney; legal judgment
0cda90c0d09a,legal_services,2026,General Counsel,0.088,0.07,"Job Summary This position is located in the D.C. Commission on the Arts and Humanities. The D.C. Commission on the Arts and Humanities (CAH) is the official arts agency of the District of Columbia. The mission of CAH is to provide grants, programs and educational activities that encourage diverse artistic expressions and learning opportunities, so that all District of Columbia residents and visitors can experience the rich culture of our city. The incumbent serves as General Counsel for CAH, reporting to the CAH's Executive Director and functioning as the CAH 's chief legal officer. The General Counsel provides legal and compliance advice to CAH, represents the Office in various legal proceedings, consults and collaborates with other agency counsel as appropriate, drafts and approves legal instruments, and acts as the principal attorney in the development of new and amended legislation and regulations. Serves as senior legal advisor to CAH’s Executive Director in planning and policy decision-making; and implementing, coordinating and directing the legal affairs for CAH as an independent agency, designed to facilitate and improve legal service delivery to the District’s arts and hum",0,0,claude-draft,general counsel; senior legal leadership
9bbbe3ce12f1,legal_services,2026,Family Law Advocate/Experienced Attorney (Dallas),0.128,0.007,"Department: Legal Employment Type: Location: Dallas Kimberly Washington $70,000 - $130,000 / year Are you an experienced Family Law Attorney looking for a new opportunity in the world of family law? The Attorneys at the Law Office of Bryan Fagan are an integral part of our firm, expertly assisting clients throughout the litigation process. We are seeking passionate, motivated legal professionals to join our expanding team across the state of Texas. The Law Office Of Bryan Fagan Is a Premier Firm That Excels In Family Law, Estate Planning & Probate, And Criminal Law Matters. We Have Established a Significant Footprint With (11) Offices Throughout Texas, Including We offer an environment where you feel supported and appreciated at every corner. We value our attorneys and strive to give you the best work-life balance in a team-based environment. At the Law Office of Bryan Fagan, we recruit top talent and invest in our people to make this a destination career and provide a workplace you can call home. We offer industry-leading programs, including performance bonuses that can reach up to $30,000 annually. Key Responsibilities Skills, Knowledge and Expertise We recognize that diverse exp",0,0,claude-draft,family-law attorney; legal judgment
33f12ee2e640,legal_services,2026,Behavioral Health Program Manager,0.049,0.003,"Up to $195,000 / Annual Salary, depending on experience At CoreCivic, our mental health teams make lasting changes in the lives of offenders, as we set the standards of care in the industry. This is your opportunity to make a satisfying career even more rewarding. CoreCivic is currently seeking a Behavioral Health Program Manager (Licensed Psychologist) has a passion for providing the highest quality care in an in-patient, institutional setting. CoreCivic employ over 100 psychologists and other mental health professionals who provide clinical services, assessment, consultation, program evaluation and staff development in the fast-paced environment of partnership corrections. The Licensed Psychologist plans and implements all professional psychological service programs of a non-medical nature in the facility. Coordinates and directs the activities of personnel engaged in providing psychological services to inmates/residents. The successful candidate should be able to perform ALL of the following functions at a pace and level of performance consistent with the actual job performance requirements. Headquartered In Nashville, Tennessee With Over 70 Facilities Nationwide, CoreCivic Is T",0,0,claude-draft,behavioral-health mgr (psychologist); clinical
e9447938e48c,legal_services,2026,Legal Counsel - Procurement,0.783,0.034,"Bring more to life. At Danaher, our work saves lives. And each of us plays a part. Fueled by our culture of continuous improvement, we turn ideas into impact – innovating at the speed of life. Our 63,000+ associates work across the globe at more than 15 unique businesses within life sciences, diagnostics, and biotechnology. Are you ready to accelerate your potential and make a real difference? At Danaher, you can build an incredible career at a leading science and technology company, where we’re committed to hiring and developing from within. You’ll thrive in a culture of belonging where you and your unique viewpoint matter. Learn about thewhich makes everything possible. Theis responsible for providing strategic and practical legal support to Danaher’s Corporate Procurement department. This role is responsible for drafting, reviewing, and negotiating a wide range of commercial contracts; developing and maintaining contract templates (including Master Service Agreements, SOWs, and Terms & Conditions) and related processes; ensuring compliance with relevant laws and internal policies; helping ensure the function is effectively leveraging artificial intelligence (AI) in its processes",0,0,claude-draft,procurement counsel; legal judgment
7be65e6756fe,legal_services,2026,Associate Attorney - Insurance Defense,0.894,0.057,"Want to learn more about this role and Jobot? Click our Jobot logo and follow our LinkedIn page! Job details: This Jobot Job is hosted by: Karyn Spies Are you a fit? now by clicking the "" "" button and sending us your resume. Salary: $125,000 - $175,000 per year Law firm based in Phoenix, AZ specializing in legal malpractice defense, professional liability, healthcare defense, insurance litigation, and general commercial and business litigation for clients in healthcare, insurance, and other industries. Responsibilities: Qualifications Interested in hearing more? now by clicking the "" "" button. Click our Jobot logo and follow our LinkedIn page! … more Set alert for Associate Attorney, Phoenix, Arizona, United States Off Job search faster with Premium Access company insights like strategic priorities, headcount trends, and more Millions of members use Premium 1-month free with 24/7 support. Cancel anytime. We’ll remind you 7 days before your trial ends. About the company Jobot 3,448,835 followers Follow Staffing and Recruiting • 501-1000 employees • 1,659 on LinkedIn Jobot connects good people with good jobs. Our AI, Jax and Jeni, and our Jobot Pros work together with one purpose. He",0,0,claude-draft,insurance-defense associate; legal judgment
3905255318,patent_ip,2024,Patent Attorney,0.009,0.009,"Title: Patent Attorney (Chemistry)Location: United States (100% Remote)Salary: $175k-$225k Haraka Headhunters LLC is an attorney search firm specializing in corporate attorney placements. We are currently working with a top-tier boutique law firm with a strong reputation in the food and beverage, nutritional supplements, medical devices, and cosmetics industries that is experiencing exponential growth and is looking to add a few more entrepreneurial-minded patent attorneys to its team. What We Are Looking For...Experience in due diligence is a plusRegistered and in good standing with the USPTOA portable book of business to leverage upon hire is a plusAt least 3+ years of patent preparation and prosecution experience Education Requirements:Degree in chemistry or biological field, for example, Chemistry, Biochemistry, Molecular Biology, Chemical engineering, or similar biological or chemical science What We Are Offering...Specialized support staffFlexibility to work 100% remotelyOffices in Chicago, Washington D.C., and LALifestyle practice that promotes work/life balance (Billing requirement is 1200 to 1500)The firm has clients in the nutraceutical/cosmetic pharmaceutical spaceA lot ",0,0,claude-draft,patent attorney; legal/technical judgment
3901636016,patent_ip,2024,Senior IP Litigation Paralegal,0.023,0.019,"Our client, a prestigious national law firm, is seeking a Senior IP Litigation Paralegal to join the team. The position is hybrid and based 3 out of 5 days per week at their beautiful office in Midtown Manhattan. There is a travel component to this role. The firm offers excellent benefits, including 100% covered health insurance and 401(k) with matching!*Job DetailsAssist with all phases of litigation, from investigation to trialPrepare legal documents and deposition materialsCreate case chronologies, including evidence and exhibitsTravel with legal team to provide support at trialManage confidential client information related to patents and intellectual propertyPerform extensive legal and factual researchOversee and execute post-trial proceduresSalary: $100-180k annually, based on experienceExcellent benefits package includes 100% covered health insurance, generous PTO and 401(k) with matching!*Skills and QualificationsBachelor’s degree required7+ years paralegal experienceMust have intellectual property and patents experienceMust have substantial litigation and trial experienceAble to travel as needed to provide trial supportKnowledgeable in navigating Westlaw, Lexis, and Pacer E",0,1,claude-draft,IP-litigation paralegal; document/chronology support
