job_id,gpt_exposure_score,gpt_replace_score,gpt_exposure,gpt_replace,rationale,model,prompt_version
17f4567a1409,0.03,0.18,0,0,"Business development/manufacturing sales role; no AI/ML work described, and tasks appear largely relationship-driven, not highly routine.",gpt-5.4-mini,v1
1dd4459c95b3,0.03,0.12,0,0,"Archivist role processing collections; some born-digital materials, but no AI/ML duties and most tasks are specialized manual archival work.",gpt-5.4-mini,v1
201c35533d2e,0.22,0.28,0,0,"Digitization and optimization focus, but no clear ML/model-building; strategy and cross-functional planning reduce automatable routine.",gpt-5.4-mini,v1
04e1764037ce,0.14,0.27,0,0,"Data governance and risk management, not AI/ML work; many monitoring and control tasks are structured but still judgment-heavy.",gpt-5.4-mini,v1
58d71e07ba57,0.02,0.85,0,1,"Posting is for a school monitor role; no AI/ML work described, and core duties appear routine supervision.",gpt-5.4-mini,v1
99d7eba2d7f8,0.02,0.72,0,1,"CNC machining role with no AI/ML mention; tasks appear highly routine and machine-controlled, though not fully automatable.",gpt-5.4-mini,v1
023cb7062c47,0.02,0.08,0,0,"Training and mentoring role; no AI or data-science work described, and core tasks are hands-on human instruction.",gpt-5.4-mini,v1
975f256256f4,0.08,0.22,0,0,"Product management, market research, and roadmap planning; no explicit AI, ML, or data-science work, though some analytical tasks are partially automatable.",gpt-5.4-mini,v1
7c3347f518a8,0.08,0.22,0,0,"Field sampling and catch summaries, not AI/ML work; some data entry could be automated, but core sampling is hands-on.",gpt-5.4-mini,v1
7279e7c56e39,0.01,0.12,0,0,"Pure delivery-driving and unloading role; no AI or data work mentioned. Some route tasks are routine, but manual delivery and customer interaction limit automation.",gpt-5.4-mini,v1
9dee54b7bb19,0.01,0.12,0,0,"Traditional environmental law associate role; no AI/ML mention. Some research-heavy work, but largely judgment-based and non-routine.",gpt-5.4-mini,v1
0cbe2677d6dc,0.02,0.12,0,0,"Municipal wastewater engineering; no AI/ML tasks mentioned. Work is specialized and project-based, not routine clerical automation.",gpt-5.4-mini,v1
9a79c8250906,0.02,0.25,0,0,"Animal care role; no AI/ML duties mentioned. Some tasks are routine, but hands-on care and training limit automation.",gpt-5.4-mini,v1
bd32092d307f,0.01,0.91,0,1,"Prep cook role is manual food preparation; no AI/ML work mentioned, and tasks appear highly routine and repetitive.",gpt-5.4-mini,v1
58c506840ea8,0.03,0.72,0,1,"Security apprentice role; no AI/ML work described. Tasks sound routine, hands-on, and potentially standardized.",gpt-5.4-mini,v1
7921d9960587,0.02,0.12,0,0,"Ranch management, herd care, and facility upkeep are mostly hands-on; no explicit AI, ML, or data-science work.",gpt-5.4-mini,v1
d21ab1bc173b,0.12,0.18,0,0,Strategy/engagement role about AI agents; mentions AI but not building models. Core work seems relationship and narrative driven.,gpt-5.4-mini,v1
8e2059082e81,0.02,0.93,0,1,"Entrepreneurship/founder role; no AI/ML work mentioned. Core tasks are broad, generic startup-building activities, largely automatable only in small parts.",gpt-5.4-mini,v1
90673cb42f97,0.01,0.35,0,0,"Law enforcement border officer role; no AI/ML work described, but some routine screening and checking tasks could be partially automated.",gpt-5.4-mini,v1
617e0b195c02,0.02,0.18,0,0,"Sales-focused insurance producer; no AI/ML work mentioned. Core tasks are relationship selling, but some routine brokerage tasks are automatable.",gpt-5.4-mini,v1
e621f608f89d,0.01,0.12,0,0,"Hands-on wildlife exclusion and repair work; no AI/data-science duties described, and tasks are physical and situational.",gpt-5.4-mini,v1
291dc189c7af,0.01,0.08,0,0,"Sous chef posting is kitchen operations; no AI/ML work mentioned, and core cooking duties are only mildly automatable.",gpt-5.4-mini,v1
06049f81bcce,0.01,0.76,0,1,Pure warehouse/manual cleaning work; no AI or data-science duties. Tasks are mostly routine and repetitive.,gpt-5.4-mini,v1
a7d4712ea928,0.03,0.22,0,0,"Energy infrastructure coordination role; little direct AI/ML work, but some monitoring and process tasks are moderately automatable.",gpt-5.4-mini,v1
669042225d1e,0.01,0.18,0,0,"Litigation attorney work; no AI, ML, or data-science duties mentioned. Most tasks are legal analysis, though some routine record review exists.",gpt-5.4-mini,v1
bb818f7f2887,0.05,0.18,0,0,"Clinical consulting and workflow/change management; no explicit AI/ML work, moderate routine-advisory tasks only.",gpt-5.4-mini,v1
111ea4aee4b3,0.16,0.63,0,1,"Posting is for agricultural management; no explicit AI/ML work, but remote, likely routine coordination and monitoring.",gpt-5.4-mini,v1
f77a6edbebd2,0.01,0.12,0,0,"Facilities cleaning and minor repairs; no AI/data work mentioned, and tasks are mostly physical but only partly automatable.",gpt-5.4-mini,v1
d5fac0be3584,0.02,0.45,0,0,Pure business development sales role; no AI/ML mention. Core prospecting and conversion tasks are partly routine and tool-automatable.,gpt-5.4-mini,v1
c650036268a8,0.02,0.48,0,0,"Pure business development/sales posting; no AI, data, or technical work mentioned. Core outreach and relationship tasks are partly routine.",gpt-5.4-mini,v1
a0893b808952,0.02,0.87,0,1,"Warehouse pallet sorter role; no AI/ML work mentioned, mostly routine physical sorting and inspection tasks.",gpt-5.4-mini,v1
2cb3d305fa5f,0.05,0.35,0,0,"No AI/ML work described; mainly coordination, marketing, inventory, trend analysis, and product lifecycle management.",gpt-5.4-mini,v1
1531e70a6b51,0.08,0.28,0,0,"Technical integration role; no explicit AI/ML work. Some troubleshooting is routine, but hands-on hardware/software integration limits automation.",gpt-5.4-mini,v1
d3378081b6f5,0.01,0.85,0,1,"No AI/ML work described; duties are routine food handling, cleanliness, organization, and distribution.",gpt-5.4-mini,v1
5c45db9dc9cb,0.01,0.88,0,1,"Pure food-service aide work; no AI/ML mentioned. Mostly routine tray-line, prep, cleaning, and scheduling tasks.",gpt-5.4-mini,v1
7589dcf3df4e,0.14,0.68,0,1,"Sales role; mentions using AI tools broadly, but core work is prospecting, relationship-building, and account closing.",gpt-5.4-mini,v1
98e73be84635,0.02,0.52,0,1,Pure face-to-face sales with no AI/ML mention; repetitive outreach and scripted pitching are moderately automatable.,gpt-5.4-mini,v1
75bc80184a21,0.02,0.25,0,0,"Posting describes water resources engineering; no AI/ML/data-science work mentioned. Core engineering tasks seem partly standardized, but not mostly routine.",gpt-5.4-mini,v1
5f7c3c177a99,0.01,0.55,0,1,"Construction project management/estimating, no AI or data-science work mentioned; tasks appear coordination and estimation-heavy, partly routine.",gpt-5.4-mini,v1
34b0343f1486,0.02,0.08,0,0,"Veterinary clinic role; no AI/ML mention. Work appears hands-on, clinical, and low-routine, limiting automation.",gpt-5.4-mini,v1
da76ff67e2df,0.01,0.86,0,1,"No AI/ML work described; cashiering and payment processing are routine, highly automatable tasks.",gpt-5.4-mini,v1
460145b4106c,0.03,0.18,0,0,"Environmental consulting and field work; mentions data analysis, but no AI/ML. Core tasks are partly routine, though not fully automatable.",gpt-5.4-mini,v1
a5fc7f783fdb,0.01,0.78,0,1,"Retail seasonal associate; no AI/ML work mentioned. Customer service, merchandising, and register tasks are largely routine.",gpt-5.4-mini,v1
337e6b4f181d,0.04,0.08,0,0,"Environmental consulting and project management; no mention of AI/ML or data science, and tasks are specialized human judgment work.",gpt-5.4-mini,v1
d03e2b263a95,0.08,0.66,0,1,"Posting centers on Braze lifecycle/CRM operations; no explicit AI/ML work, but many workflow and messaging tasks seem automatable.",gpt-5.4-mini,v1
5fe11b0883cc,0.18,0.12,0,0,"Engineering design role mentions data centers for AI, but posting emphasizes building systems, not AI/ML work; tasks appear complex and non-routine.",gpt-5.4-mini,v1
ea0025f65f51,0.01,0.12,0,0,"Manual outdoor groundskeeping role; no AI, data, or machine-learning duties mentioned.",gpt-5.4-mini,v1
f1a93971ac82,0.03,0.34,0,0,"Sales/account management role; posting emphasizes relationship-building and prospecting, with no AI, ML, or data work.",gpt-5.4-mini,v1
0f2602510d61,0.02,0.78,0,1,"Pure field sales role; no AI/ML work mentioned. Core selling tasks appear routine, repetitive, and CRM-driven.",gpt-5.4-mini,v1
3fbfa60d63d5,0.02,0.78,0,1,"Truck driving role; no AI/ML work described. Core driving tasks are routine, though human judgment still matters.",gpt-5.4-mini,v1
975edacdcdd2,0.03,0.22,0,0,"Safety training and risk-management coordination; no AI, ML, or data-science work described, but some procedures are routine.",gpt-5.4-mini,v1
5e9b745cd241,0.02,0.18,0,0,"Manual pipefitting work; no AI, data, or ML duties mentioned. Some tasks are routine, but hands-on physical installation limits automation.",gpt-5.4-mini,v1
d4f7bbd690b7,0.02,0.78,0,1,"Pure field labor and basic maintenance; no AI, ML, or data work mentioned, and tasks seem routine and repetitive.",gpt-5.4-mini,v1
b3b92d1f13ec,0.08,0.41,0,0,"Sales/partner-management role in industrial automation; little evidence of AI/ML work, but some repetitive sales tasks are automatable.",gpt-5.4-mini,v1
1ae20c85f456,0.05,0.18,0,0,"Environmental consulting with field and desktop support; no explicit AI, ML, or data-science work mentioned.",gpt-5.4-mini,v1
63034d930fcc,0.02,0.23,0,0,"Sales relationship role; no AI/ML mentioned. Some routine territory sales work, but substantial human interaction and field-based judgment.",gpt-5.4-mini,v1
234c929797d3,0.02,0.68,0,1,"Agronomy equipment and operations work; no AI/ML duties mentioned, but tasks seem fairly routine and mechanizable.",gpt-5.4-mini,v1
b48001165f12,0.01,0.78,0,1,"Retail grocery clerk duties are physical and customer-facing, with no AI or data-science work described; tasks appear routine and repetitive.",gpt-5.4-mini,v1
94979dcacf31,0.02,0.82,0,1,Administrative coordinator role; no AI/ML duties mentioned. Routine office coordination and administrative tasks appear highly automatable.,gpt-5.4-mini,v1
1494f7ce2bd7,0.03,0.22,0,0,Pure sales leadership role; little AI/ML work. Some pipeline and deal coaching is partially routine and systematizable.,gpt-5.4-mini,v1
697fd89ff1dd,0.02,0.22,0,0,"No AI/ML or data-science work listed; supervisory manufacturing tasks include some routine coordination, but many require human judgment.",gpt-5.4-mini,v1
b76a241f79fe,0.03,0.18,0,0,"Field ecology and permitting work, mostly manual judgment and plant identification; little evidence of AI/ML use or easy automation.",gpt-5.4-mini,v1
27a683c5a34f,0.97,0.16,1,0,"Posting heavily emphasizes AI-powered recruitment tools; role appears to build/use AI, not routine enough to be mostly automated.",gpt-5.4-mini,v1
6a3f8ad2b610,0.02,0.7,0,1,"Insurance underwriting coordination and relationship work; no AI/ML or data-science duties mentioned, tasks appear fairly routine.",gpt-5.4-mini,v1
487e32d1679a,0.03,0.41,0,0,"Administrative sales support with some analytics, but no AI/ML mention; many tasks appear routine and process-driven.",gpt-5.4-mini,v1
39713a7b7ca4,0.02,0.72,0,1,"No AI or data work mentioned; tasks are routine equipment handling, inspection, and documentation.",gpt-5.4-mini,v1
aa999a0be787,0.02,0.35,0,0,"No AI or data-science duties listed; mostly management, supervision, and kitchen operations, with some routine tasks potentially automatable.",gpt-5.4-mini,v1
dfba979f1359,0.01,0.12,0,0,"Field surveying, inspection, and technical conservation work; no AI, ML, or data-science duties described.",gpt-5.4-mini,v1
e0d4bebe9a21,0.02,0.55,0,1,"Agriculture specialist posting shows customer-facing, operational work; no AI/ML or data-science duties mentioned.",gpt-5.4-mini,v1
c78547593f14,0.01,0.18,0,0,"Manual meat-cutting and prep; no AI, ML, or data work mentioned, though some routine tasks may be automatable.",gpt-5.4-mini,v1
2362924c11dd,0.02,0.86,0,1,Cleaning/sanitation role with no AI or data-science duties; tasks are highly routine and repetitive.,gpt-5.4-mini,v1
6000a51f3ef0,0.01,0.78,0,1,"Manual meat cutting; no AI, data, or technology work mentioned. Tasks appear routine, precise, and potentially machine-assisted.",gpt-5.4-mini,v1
80117fdb506b,0.03,0.72,0,1,"Field sampling and data recording; no AI/ML work described. Tasks are standardized, routine, and highly procedural.",gpt-5.4-mini,v1
17a4e966e456,0.03,0.28,0,0,"Role centers on building commissioning and assessments; little evidence of AI/ML work, moderate routine inspection/document review tasks.",gpt-5.4-mini,v1
e9e4d595772b,0.02,0.9,0,1,"Pure driving role; no AI/ML work mentioned. Tasks are routine transport and compliance, highly automatable.",gpt-5.4-mini,v1
a402dfc55d47,0.04,0.18,0,0,"Posting describes water/infrastructure work; no AI, ML, or data-science duties. Mostly human technical judgment, only partly routine.",gpt-5.4-mini,v1
41558a863ed0,0.03,0.25,0,0,Sales-focused posting shows no AI/ML work; some routine remote sales coordination may be partially automatable.,gpt-5.4-mini,v1
b853a2cead8f,0.02,0.18,0,0,"Sales/account management role; no AI, ML, or data-science work mentioned. Core tasks are relationship-based, though some routine sales work is partially automatable.",gpt-5.4-mini,v1
f66365ad5dce,0.03,0.12,0,0,"Customer relationship and operations management role; no AI/ML work mentioned, but some routine coordination is automatable.",gpt-5.4-mini,v1
63985d70c979,0.94,0.18,1,0,"Explicit AI training/evaluation role; tasks rely on clinical judgment, not routine machine-executable work.",gpt-5.4-mini,v1
85586bdfac92,0.02,0.68,0,1,"Pure sales/operations role; no AI or data methods mentioned. Lead conversion, inspections, and closing are repetitive and partially automatable.",gpt-5.4-mini,v1
bc5c66635522,0.2,0.45,0,0,"Data-driven operations intern; uses analytics and automation, but not AI/ML development. Some routine workflow tasks are moderately automatable.",gpt-5.4-mini,v1
21184d1e7113,0.05,0.62,0,1,Sales role uses technology systems but no AI/ML work; core tasks appear repetitive lead-driven insurance sales.,gpt-5.4-mini,v1
52440e9428d7,0.02,0.78,0,1,Pure sales/recruiting language; no AI/ML work mentioned. Tasks sound repetitive persuasion and lead conversion.,gpt-5.4-mini,v1
e198ca64c600,0.01,0.31,0,0,"Field labor management; no AI/ML or data work mentioned. Some scheduling/material coordination is partially routine, but people management limits automation.",gpt-5.4-mini,v1
62bde1b9f004,0.05,0.15,0,0,"Salesforce development role; no AI/ML or data-science work mentioned, and tasks are specialized rather than routine.",gpt-5.4-mini,v1
101807b6df77,0.04,0.15,0,0,"Posting describes auditing and compliance; mentions digital solutions, but no AI/ML or data-science work.",gpt-5.4-mini,v1
6d8a38586477,0.01,0.72,0,1,"Hands-on lawn treatment role; no AI/ML mentioned. Work appears routine and repeatable, though some human judgment remains.",gpt-5.4-mini,v1
1efd45992ddf,0.02,0.22,0,0,"Field maintenance trainee role; no AI/ML work mentioned. Tasks seem physical and procedural, though some routines may be automatable.",gpt-5.4-mini,v1
37c4d8e59931,0.04,0.22,0,0,"Agronomy/sales role with precision farming mention, but posting emphasizes customer relations, pricing, scouting, and operational coordination.",gpt-5.4-mini,v1
7d8bbd5f8f5c,0.02,0.58,0,1,Pure sales/business development role; no AI or data work mentioned. Outreach and lead management are moderately automatable.,gpt-5.4-mini,v1
eaf5caddc73e,0.01,0.14,0,0,"Engineering/compliance leadership role with fluids management; little AI/ML work, and only some procedural tasks are partially automatable.",gpt-5.4-mini,v1
ed20c9bf719e,0.01,0.35,0,0,"Line cook role; no AI or data work mentioned, though some repetitive food-prep tasks are partially automatable.",gpt-5.4-mini,v1
8f6885644098,0.02,0.35,0,0,"Housekeeping supervision and scheduling, with no AI/ML or data-science duties; some routine coordination is partly automatable.",gpt-5.4-mini,v1
2d861c19aef8,0.02,0.32,0,0,"Leadership-heavy audit partner role; no AI/ML work mentioned, though some audit coordination tasks may be partially automatable.",gpt-5.4-mini,v1
22f297fc4dfe,0.03,0.41,0,0,Quality assurance field inspections and QA/QC planning; no AI/ML duties. Some routine inspection work may be partially automatable.,gpt-5.4-mini,v1
67ab0e9c5c20,0.02,0.18,0,0,"Sales/relationship-driven insurance role; no AI, ML, or data-science tasks mentioned, and core work is partially routine but largely interpersonal.",gpt-5.4-mini,v1
574e0c54ed2d,0.01,0.22,0,0,"No AI/ML or data work described; mostly manual farm labor and driving, with some routine vehicle and equipment tasks.",gpt-5.4-mini,v1
c51c028d0ba7,0.02,0.79,0,1,"Physical retail/supply-chain role with lifting and standing; no AI, ML, or data-science work mentioned.",gpt-5.4-mini,v1
73e3c6b61208,0.03,0.18,0,0,"Sales role with customer visits and order-taking; no AI/ML work mentioned, though some routine selling tasks are somewhat automatable.",gpt-5.4-mini,v1
1cb7dae9b358,0.12,0.18,0,0,Safety/compliance internship with monitoring and audits; little sign of AI/ML or highly routine machine-replaceable work.,gpt-5.4-mini,v1
2cab171c662c,0.03,0.22,0,0,"Retail management role; mentions technology but no AI/ML. Mostly human leadership, customer service, budgeting, and store operations.",gpt-5.4-mini,v1
eea3867f79cf,0.02,0.78,0,1,"Client-facing teller/assistance role; no AI work mentioned, and transactions plus self-service guidance are highly routine.",gpt-5.4-mini,v1
462f332e888a,0.01,0.55,0,1,Customer-service deli work shows no AI/ML use; routine food service tasks are moderately automatable.,gpt-5.4-mini,v1
7fa2be8ab078,0.01,0.86,0,1,"Custodian role; posting shows no AI/ML work, and duties are likely routine, physical, and repetitive.",gpt-5.4-mini,v1
1353208275c3,0.02,0.12,0,0,"Managerial banking role emphasizes leadership and oversight, with no AI/ML or data-science duties mentioned; some routine operations are partially automatable.",gpt-5.4-mini,v1
ac1165e0cf33,0.02,0.25,0,0,"Sales role for industrial vacuum equipment; posting mentions innovation but no AI, ML, or data-science work.",gpt-5.4-mini,v1
f5399a271726,0.02,0.12,0,0,"No AI/ML/data-science duties mentioned; survey/engineering support work appears mostly human judgment, not highly routine.",gpt-5.4-mini,v1
7bc310b57e2f,0.03,0.28,0,0,"Incident management and resilience coordination are operational, not AI-focused; some routine tracking is automatable, but leadership and judgment dominate.",gpt-5.4-mini,v1
cace6f475e22,0.01,0.25,0,0,"Culinary arts teaching role; no AI/ML mentioned. Some instruction and feedback are automatable, but hands-on teaching reduces it.",gpt-5.4-mini,v1
667c0d5d7919,0.18,0.34,0,0,"Uses ag tech, GIS, and system workflows; more support/training than AI/ML, with some routine tool assistance.",gpt-5.4-mini,v1
c2db1bc16c74,0.03,0.32,0,0,"Sales/customer-service role with basic computer use; no AI/ML work, but some routine process steps could be automated.",gpt-5.4-mini,v1
f8d69c49d74d,0.03,0.18,0,0,"Design-focused role creating visuals and sales materials; no evidence of AI/ML work, moderate routine content-production automation risk.",gpt-5.4-mini,v1
1a31dac237e3,0.01,0.68,0,1,"Pure client-service coordination; no AI/ML work mentioned. Tasks appear routine, scheduling and communication-heavy, hence moderately automatable.",gpt-5.4-mini,v1
7996fb094129,0.02,0.08,0,0,"Geotechnical engineering and client-facing project work; no AI/ML or data-science tasks described, and work appears judgment-based.",gpt-5.4-mini,v1
1ee7354c1980,0.02,0.72,0,1,"No AI/ML work mentioned; routine testing, observations, and site assessments suggest high automation potential.",gpt-5.4-mini,v1
2745a5846816,0.02,0.8,0,1,"No AI/ML work mentioned; grain operations tasks appear operational, routine, and potentially automatable.",gpt-5.4-mini,v1
6ce379838f92,0.01,0.32,0,0,"No AI/data work mentioned; duties sound hands-on animal care and guest support, only partly routine.",gpt-5.4-mini,v1
a6b7361bf45a,0.01,0.83,0,1,"Groundskeeping, facility maintenance, cleanup, and custodial work; no AI or data-science duties mentioned.",gpt-5.4-mini,v1
3926e68bddf1,0.05,0.15,0,0,"Environmental compliance role; no AI/ML work described. Some routine reporting is automatable, but judgment-heavy permitting reduces vulnerability.",gpt-5.4-mini,v1
2d48337a47ce,0.01,0.22,0,0,Hands-on maintenance role with no AI/data work; some routine tasks are standardized but heavily physical and safety-dependent.,gpt-5.4-mini,v1
01ee897b9541,0.01,0.64,0,1,"Pure inside sales role with customer service and parts processing; no AI/ML work mentioned, tasks appear somewhat routine.",gpt-5.4-mini,v1
8d2fb78810ab,0.01,0.17,0,0,"Care-focused DSP role; no AI/ML mentioned. Some routine support tasks are automatable, but many require human judgment and empathy.",gpt-5.4-mini,v1
f3a5816e90e8,0.03,0.18,0,0,"Ecology and forestry writing role; no AI/ML work mentioned. Some documentation tasks are somewhat automatable, but core field and judgment work is not.",gpt-5.4-mini,v1
dc7a887bb2ed,0.03,0.22,0,0,"Engineering design role; no AI/ML mention. Some routine infrastructure planning, but substantial human judgment and client collaboration.",gpt-5.4-mini,v1
63b7572240c9,0.02,0.74,0,1,"Pure sales role; no AI/ML mention. Core work is relationship-building and sales growth, which is somewhat routine and CRM-driven.",gpt-5.4-mini,v1
95ba24f251ad,0.03,0.2,0,0,"Environmental compliance role; no AI/ML mention. Some repetitive regulatory oversight, but substantial human judgment and coordination.",gpt-5.4-mini,v1
98000d3dcf79,0.56,0.18,1,0,"Uses computer-based models and power-system studies, but no AI/ML methods; work is specialized engineering, not routine clerical automation.",gpt-5.4-mini,v1
4658096d7b54,0.18,0.42,0,0,"Platform migration and technical coordination, not AI/ML work; some process-oriented coordination is moderately automatable.",gpt-5.4-mini,v1
7d08121723e7,0.03,0.18,0,0,"Field-focused environmental engineering; mentions data analysis but no AI/ML work. Most tasks involve physical sampling and documentation, limiting automation.",gpt-5.4-mini,v1
0226131766eb,0.07,0.41,0,0,"Mostly dialer operations and workforce planning; uses SQL and data analysis, but little real AI/ML work. Many tasks are process-driven and repeatable.",gpt-5.4-mini,v1
e1498dd5a4c6,0.02,0.1,0,0,"Sales role in industrial equipment; no AI/ML or data-science work mentioned, and tasks are mostly human relationship-based.",gpt-5.4-mini,v1
24fed781762a,0.03,0.48,0,0,Media promotions and coordination role; no AI/ML duties mentioned. Some routine production and scheduling tasks may be partially automatable.,gpt-5.4-mini,v1
050e9190f247,0.02,0.12,0,0,"Environmental project management and field assessment role; no AI/ML work mentioned, tasks are professional and judgment-heavy.",gpt-5.4-mini,v1
819497c809a6,0.02,0.12,0,0,"Patient-facing ultrasound work; no AI/ML or data science mentioned, and tasks require hands-on clinical judgment.",gpt-5.4-mini,v1
0c51105d601d,0.02,0.42,0,0,"No AI/data-science duties mentioned; largely hands-on, routine lawn treatment work with some customer interaction.",gpt-5.4-mini,v1
0e51cc33c9c3,0.01,0.12,0,0,"Stagehand work is physical set/prop handling, with no AI or data-science duties; some tasks are routine but require onsite labor.",gpt-5.4-mini,v1
293b2e8c566e,0.02,0.32,0,0,Engineering drafting role; no AI/ML mentioned. Some sketch/detail preparation is software-assisted and partly routine.,gpt-5.4-mini,v1
04edd78465e6,0.01,0.72,0,1,Culinary cook role shows no AI/data work; core food prep tasks are fairly routine and repeatable.,gpt-5.4-mini,v1
55c940c0ed26,0.02,0.58,0,1,"Program coordination and marketing support; no AI/ML work mentioned, but coordination tasks are fairly routine and repeatable.",gpt-5.4-mini,v1
130dc93462e1,0.05,0.4,0,0,"EHS internship; no AI or data science mentioned. Work is compliance and hazard support, partly routine but not fully automatable.",gpt-5.4-mini,v1
1ca436570c0e,0.12,0.18,0,0,"Lab and field work with conventional data analysis; no explicit AI/ML methods, and tasks are hands-on, not highly routine.",gpt-5.4-mini,v1
f4b79fec2734,0.02,0.05,0,0,"Environmental health and safety specialist in food manufacturing; posting shows no AI/ML work and tasks appear largely non-routine, compliance-focused.",gpt-5.4-mini,v1
7185dfc6f511,0.01,0.08,0,0,"EHS management role; no AI/ML work mentioned. Mostly judgment, leadership, and safety oversight, not routine computerizable tasks.",gpt-5.4-mini,v1
ce260f845db1,0.08,0.22,0,0,"Sales/team lead role using geospatial tech; little evidence of AI/ML work, though some advisory tasks are partially automatable.",gpt-5.4-mini,v1
4cd67c19a519,0.08,0.18,0,0,"Interconnection/project-management role; no AI or data-science work mentioned, though some coordination tasks are partially routine.",gpt-5.4-mini,v1
d870d911a170,0.02,0.12,0,0,"Architecture/lab planning role; no AI/ML work mentioned, and tasks are specialized but partly document-based.",gpt-5.4-mini,v1
67767efb8187,0.05,0.15,0,0,"Extension educator role emphasizes outreach and disseminating research, not building or using AI; some admin tasks are automatable.",gpt-5.4-mini,v1
e1488b807165,0.05,0.35,0,0,"Posting shows marketing/media duties, content, and reporting; no AI/ML work mentioned, though some routine content tasks are automatable.",gpt-5.4-mini,v1
be236baa13bb,0.01,0.97,0,1,Groundskeeping is manual maintenance work with no AI/ML duties; tasks are highly routine and repetitive.,gpt-5.4-mini,v1
c82daaccb700,0.01,0.12,0,0,"Safety field role; no AI/ML work mentioned. Some routine compliance tasks, but inspections and training limit automation.",gpt-5.4-mini,v1
c3f53576a846,0.99,0.08,1,0,"Core work is frontier AI/reward-model research; highly AI-exposed, but far from routine or easily automated.",gpt-5.4-mini,v1
f3b931a1d5f1,0.03,0.55,0,1,"Permitting, inspections, and routine correspondence are central; no mention of AI, ML, or data-science work.",gpt-5.4-mini,v1
5729ad7b6aec,0.01,0.85,0,1,"No AI/ML work described; posting is generic administrative/recruitment text, suggesting routine, highly automatable tasks.",gpt-5.4-mini,v1
d764907c33f5,0.03,0.16,0,0,"Compliance, sanitation, and HACCP oversight dominate; no AI/ML or data-science work is described.",gpt-5.4-mini,v1
d0068ac897f0,0.01,0.88,0,1,"Bakery clerk work is customer service and environment maintenance; no AI/ML tasks, and duties are mostly routine.",gpt-5.4-mini,v1
117602521e64,0.05,0.34,0,0,"Safety/compliance intern role includes data analysis, but no AI/ML work; many duties are structured, though audits need human judgment.",gpt-5.4-mini,v1
fe02c1f94c8b,0.02,0.21,0,0,"Airport planning, policy, research, and coordination role; no AI/ML work mentioned. Some research tasks are partially automatable, but judgment-heavy.",gpt-5.4-mini,v1
5bcd4f7b303e,0.14,0.36,0,0,"No AI/ML work described; mostly routine greenhouse support, though some observation and data collection may be automatable.",gpt-5.4-mini,v1
422110afaafb,0.03,0.72,0,1,"Retail operations and member service; no AI/ML work mentioned. Many tasks are routine physical and clerical, though some require human interaction.",gpt-5.4-mini,v1
9b54ec04c1e1,0.02,0.35,0,0,"Conservation internship; no AI or data-science duties listed. Work sounds field- and coordination-focused, with some routine admin tasks.",gpt-5.4-mini,v1
7f75daee0a6d,0.97,0.12,1,0,"Role centers on scaling AI-enabled programs and producing AI playbooks; strategic, cross-sector work is not routine enough to automate.",gpt-5.4-mini,v1
4cdc009a9a2c,0.05,0.12,0,0,"Hands-on data-center maintenance and troubleshooting; little AI/ML work and substantial physical, site-specific responsibility.",gpt-5.4-mini,v1
e893ed85422e,0.01,0.02,0,0,"Clinical veterinarian role; no AI/data work mentioned, and core tasks are hands-on, judgment-based, and non-routine.",gpt-5.4-mini,v1
31da9c67baa0,0.62,0.12,1,0,"ADAS/autonomous-driving safety engineering suggests AI-adjacent work, but core tasks are specialized, judgment-heavy, and not routine.",gpt-5.4-mini,v1
28747c371840,0.01,0.93,0,1,Dishwashing is manual restaurant work with no AI/ML duties; core tasks are highly routine and repetitive.,gpt-5.4-mini,v1
351a84addf7f,0.01,0.71,0,1,"Cooking role with menus/recipes; no AI work mentioned, but tasks are routine and recipe-driven.",gpt-5.4-mini,v1
93797e914910,0.03,0.72,0,1,"Marketing representative for window sales; no AI/ML work mentioned, and tasks appear largely routine outreach and promotion.",gpt-5.4-mini,v1
3904422371,0.18,0.42,0,0,"Mostly data engineering/governance work; mentions Databricks and pipelines, but no explicit AI/ML modeling. Some ETL tasks are partly automatable.",gpt-5.4-mini,v1
3905306934,0.03,0.08,0,0,"Structural field investigations and report writing; no AI, ML, or data-science work described, and tasks are judgment-based.",gpt-5.4-mini,v1
3903838887,0.08,0.22,0,0,"HR M&A analysis, forecasting, and due diligence; no explicit AI/ML work, but some routine analytical tasks are partially automatable.",gpt-5.4-mini,v1
3906256510,0.03,0.78,0,1,"Administrative underwriting support; no AI/ML work described, but much of the processing appears routine and rules-based.",gpt-5.4-mini,v1
3905840110,0.02,0.72,0,1,Generic clerical office work with no AI/ML mention; many routine administrative tasks are software-automatable.,gpt-5.4-mini,v1
3904389822,0.01,0.12,0,0,"Sales relationship management; no AI/ML work mentioned. Some recurring monitoring and planning, but core role is relationship-driven.",gpt-5.4-mini,v1
3894288131,0.06,0.55,0,1,"Claims adjusting uses procedures and inspections, with some software recommendations, but no AI/ML work; many tasks are rule-based and documentable.",gpt-5.4-mini,v1
3903185836,0.02,0.78,0,1,"Sales/benefits consulting role uses CRM and office tools, but no AI/ML work; core outreach and enrollment tasks are fairly routine.",gpt-5.4-mini,v1
3901348449,0.01,0.55,0,1,Sales/benefits advisor role shows no AI work; some outreach and enrollment tasks are partly routine and computer-assisted.,gpt-5.4-mini,v1
