job_id,industry_key,industry_label,year,title_clean,source_platform,bert_exposure_score,bert_replace_score,bert_exposure,bert_replace,gpt_exposure_score,gpt_replace_score,gpt_exposure,gpt_replace,period
3902758392,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Radiology Technologist Registered,linkedin_2024,0.0600633770227432,0.0003643844393081,0,0,0.02,0.15,0,0,2024
3902828430,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Employee Benefits Specialist,linkedin_2024,0.1237305924296379,0.0165870059281587,0,0,0.02,0.12,0,0,2024
3902828503,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Sr Marketing Manager-AMS/Sepsis,linkedin_2024,0.1474156081676483,0.0012310859747231,0,0,0.03,0.08,0,0,2024
3902831604,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Pharmaceutical Sales Representative,linkedin_2024,0.0011248771334066,0.0154646169394254,0,0,0.01,0.2,0,0,2024
3902840907,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Customer Account Partner,linkedin_2024,0.1586060374975204,0.0045871492475271,0,0,0.02,0.72,0,1,2024
3902860729,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,General Manager,linkedin_2024,0.2684155106544494,0.0045974240638315,0,0,0.05,0.12,0,0,2024
3902864777,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Manufacturing Process Improvement Engineer,linkedin_2024,0.1483690440654754,0.0084945941343903,0,0,0.05,0.08,0,0,2024
3902864849,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Director, Human Resources Business Partner, Uro-Oncology",linkedin_2024,0.2089635729789734,0.0044144806452095,0,0,0.02,0.08,0,0,2024
3902867520,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Quality Assurance Supervisor,linkedin_2024,0.1082584261894226,0.0774381682276725,0,0,0.02,0.23,0,0,2024
3902870041,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Molecular Biologist - Account Manager (Sponsorship; Mandarin Fluency),linkedin_2024,0.0131628382951021,0.0045488784089684,0,0,0.06,0.23,0,0,2024
3902872004,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,BI Analyst,linkedin_2024,0.3445918560028076,0.091937631368637,0,0,0.86,0.34,1,0,2024
3902913831,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Quality Auditor,linkedin_2024,0.091259479522705,0.0458598993718624,0,0,0.02,0.12,0,0,2024
3902930481,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Supply Chain Coordinator (Customer Service),linkedin_2024,0.0544922426342964,0.0399647615849971,0,0,0.03,0.72,0,1,2024
3902936974,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Field Research Assistant,linkedin_2024,0.0059188469313085,0.0120329009369015,0,0,0.01,0.32,0,0,2024
3902940825,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,CSV Engineer,linkedin_2024,0.0449968613684177,0.6062970161437988,0,1,0.14,0.37,0,0,2024
3902953437,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Associate Researcher,linkedin_2024,0.1981224864721298,0.0519320517778396,0,0,0.1,0.15,0,0,2024
3903441659,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Logistics Analyst (Dallas, TX) - Recent Grads Encouraged to Apply!!",linkedin_2024,0.1341186761856079,0.1056466549634933,0,0,0.04,0.58,0,1,2024
3903450083,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Sr. Accounts Receivable Analyst,linkedin_2024,0.4585581719875335,0.0850212797522544,0,0,0.03,0.02,0,0,2024
3903464773,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Process Development Scientist (Formulation & Drug Product Development),linkedin_2024,0.0570346750319004,0.0041762497276067,0,0,0.1,0.05,0,0,2024
3903466546,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Corporate Affairs Director, Research",linkedin_2024,0.1630291789770126,0.0029992132913321,0,0,0.08,0.18,0,0,2024
3903471527,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Sr. Manager, Warehouse & Logistics",linkedin_2024,0.1823198199272155,0.0456430353224277,0,0,0.02,0.35,0,0,2024
3903472500,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Chemistry Fall Co-op,linkedin_2024,0.0919928029179573,0.005605018697679,0,0,0.03,0.18,0,0,2024
3903474818,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Yard Dog Driver - Nights,linkedin_2024,0.0459256507456302,0.0172122381627559,0,0,0.01,0.91,0,1,2024
3903485270,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Pest Control Technician,linkedin_2024,0.0196781363338232,0.1572472006082534,0,0,0.06,0.18,0,0,2024
3903486248,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Project Engineer,linkedin_2024,0.0106535637751221,0.0424253083765506,0,0,0.01,0.12,0,0,2024
3903495070,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Sr Territory Mgr - West Texas PT,linkedin_2024,0.0540019646286964,0.0938630253076553,0,0,0.03,0.72,0,1,2024
3903499738,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Process Safety Engineer,linkedin_2024,0.0681109204888343,0.0143548315390944,0,0,0.03,0.18,0,0,2024
3903812340,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Business Support Assistant,linkedin_2024,0.1323939859867096,0.1219455450773239,0,0,0.08,0.42,0,0,2024
3903812791,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Senior Software Engineer, Backend",linkedin_2024,0.8825803399085999,0.0056489040143787,1,0,0.72,0.18,1,0,2024
3903822971,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Senior Manager, Finance, US Cell Therapy",linkedin_2024,0.1587738096714019,0.0024260205682367,0,0,0.02,0.78,0,1,2024
3903823511,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Accounts Receivable Coordinator,linkedin_2024,0.1005900874733924,0.3101545572280884,0,0,0.08,0.88,0,1,2024
3903823974,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Manufacturing Specialist,linkedin_2024,0.1170790344476699,0.1800950318574905,0,0,0.03,0.22,0,0,2024
3903824206,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Field Service Engineer (Mid-Atlantic),linkedin_2024,0.1437318921089172,0.0557544417679309,0,0,0.02,0.12,0,0,2024
3903826338,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Driver II,linkedin_2024,0.0170935466885566,0.3275279104709625,0,0,0.01,0.78,0,1,2024
3903830858,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Associate Project Manager,linkedin_2024,0.259900152683258,0.1883798986673355,0,0,0.02,0.74,0,1,2024
3903833040,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,2024 Summer Internship - Quality (Document Control),linkedin_2024,0.0711542963981628,0.0830360278487205,0,0,0.01,0.85,0,1,2024
3903835760,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Clinical Research Intern,linkedin_2024,0.0366538278758525,0.0268967691808938,0,0,0.01,0.78,0,1,2024
3903839970,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Mechanical Maintenance Technician Trainee / Tech I,linkedin_2024,0.1094210222363472,0.5442343354225159,0,1,0.02,0.78,0,1,2024
3903840817,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Business Development Manager - Defense Segment,linkedin_2024,0.0817036628723144,0.0625376403331756,0,0,0.03,0.16,0,0,2024
3903843683,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Staff Controls Engineer,linkedin_2024,0.2409287989139557,0.0457183942198753,0,0,0.04,0.18,0,0,2024
3903844633,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Grant Payment Collector - 225738,linkedin_2024,0.0632126331329345,0.5190784335136414,0,1,0.02,0.72,0,1,2024
3903847393,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Product Support Lab Scientist I,linkedin_2024,0.0315576903522014,0.1361331939697265,0,0,0.08,0.34,0,0,2024
3903847439,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Workday / Application Manager,linkedin_2024,0.1251725256443023,0.025831313803792,0,0,0.05,0.12,0,0,2024
3903849115,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Supv Patient Financial Services,linkedin_2024,0.3788998425006866,0.0025362165179103,0,0,0.03,0.72,0,1,2024
3903887378,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Associate Director, gMG, US Patient Marketing",linkedin_2024,0.1340939849615097,0.0144757712259888,0,0,0.04,0.21,0,0,2024
3903887379,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Sr. Director, Project Management Organization, Cell Therapy",linkedin_2024,0.1296412795782089,0.0064674606546759,0,0,0.03,0.12,0,0,2024
3903896966,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Regulatory Affairs Associate,linkedin_2024,0.3199401199817657,0.5710417032241821,0,1,0.02,0.78,0,1,2024
3904069954,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Senior Scientist- Analytical Chemistry,linkedin_2024,0.1213096305727958,0.021782461553812,0,0,0.08,0.22,0,0,2024
3904076144,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Senior Cost Manager,linkedin_2024,0.2763597369194031,0.1772278994321823,0,0,0.03,0.72,0,1,2024
3904080202,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,RN - NICU,linkedin_2024,0.051090620458126,0.0009030412184074,0,0,0.01,0.12,0,0,2024
3904357953,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Associate Director, Uro-Oncology National Accounts",linkedin_2024,0.0710621923208236,0.001874832669273,0,0,0.02,0.15,0,0,2024
3904361977,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Clinical Operations Manager - Regulatory,linkedin_2024,0.1394133120775222,0.0046712923794984,0,0,0.02,0.28,0,0,2024
3904363893,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Senior Production Maintenance Mechanic,linkedin_2024,0.0676001757383346,0.1985827386379242,0,0,0.03,0.22,0,0,2024
3904366445,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,I&E Technician,linkedin_2024,0.0712130591273307,0.5275195837020874,0,1,0.05,0.18,0,0,2024
3904368255,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Information Technology Project Coordinator,linkedin_2024,0.1663502156734466,0.5860758423805237,0,1,0.08,0.72,0,1,2024
3904369445,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Associate Director, Engineering and Device Technology",linkedin_2024,0.0725635439157486,0.0028979973867535,0,0,0.02,0.12,0,0,2024
3904370319,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Scientist 2,linkedin_2024,0.1489490866661071,0.0032590406481176,0,0,0.08,0.12,0,0,2024
3904374225,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,PCT Engineer,linkedin_2024,0.501675546169281,0.0559483617544174,1,0,0.05,0.12,0,0,2024
3904377881,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Process Engineer,linkedin_2024,0.0153016643598675,0.0417788960039615,0,0,0.03,0.18,0,0,2024
3904381976,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Site Cost Estimator,linkedin_2024,0.0320569947361946,0.080583207309246,0,0,0.12,0.27,0,0,2024
3904388186,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Lead Innovation Specialist,linkedin_2024,0.1597491651773452,0.0010400189785286,0,0,0.08,0.22,0,0,2024
3904388188,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Senior Segment Marketing Manager,linkedin_2024,0.1004440039396286,0.0060068345628678,0,0,0.05,0.18,0,0,2024
3904388376,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Specialty Sales Professional,linkedin_2024,0.0811223834753036,0.0015377022791653,0,0,0.02,0.27,0,0,2024
3904390562,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Prin Engineer Robotics Modeling and Simulation,linkedin_2024,0.4369034171104431,0.0009865779429674,0,0,0.97,0.18,1,0,2024
3904392027,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Store Customer Service Specialist Zone,linkedin_2024,0.0326921418309211,0.0978754684329032,0,0,0.01,0.47,0,0,2024
3904393150,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"US_Specialist III, LMS",linkedin_2024,0.4082763791084289,0.0623295605182647,0,0,0.02,0.82,0,1,2024
3904393152,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Director, Global Regulatory Strategy Lead - Inflammation",linkedin_2024,0.5297920107841492,0.2157301604747772,1,0,0.01,0.08,0,0,2024
3904394093,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Technical Support Analyst - 2nd Shift,linkedin_2024,0.3649407029151916,0.0796819701790809,0,0,0.02,0.78,0,1,2024
3904396164,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Sr. Director, Surgical Strategic Accounts",linkedin_2024,0.1326690465211868,0.00137113512028,0,0,0.02,0.23,0,0,2024
3904396200,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"MSAT Engineer, Packaging",linkedin_2024,0.1660330593585968,0.10634146630764,0,0,0.03,0.18,0,0,2024
3904404712,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Business Engagement Coordinator,linkedin_2024,0.0863395929336547,0.4598478674888611,0,0,0.02,0.86,0,1,2024
3904418093,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Territory Manager - San Francisco, CA",linkedin_2024,0.1442363858222961,0.0255234874784946,0,0,0.01,0.33,0,0,2024
3904422845,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Senior Accountant,linkedin_2024,0.3060701191425323,0.1840725243091583,0,0,0.02,0.54,0,1,2024
3904504853,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Medical Monitor,linkedin_2024,0.0778562501072883,0.0022322959266602,0,0,0.02,0.08,0,0,2024
3904505790,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Bioprocess Associate,linkedin_2024,0.0328331589698791,0.0005905306898057,0,0,0.01,0.66,0,1,2024
3904509039,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Kit Production Technician,linkedin_2024,0.0629865899682045,0.3605431914329529,0,0,0.01,0.84,0,1,2024
3904575793,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Associate Scientist, Analytical Development (Elisa)",linkedin_2024,0.2858653366565704,0.0763148963451385,0,0,0.05,0.15,0,0,2024
3904577098,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Medical Reviewer/Safety Reviewer,linkedin_2024,0.0226014535874128,0.0511410385370254,0,0,0.02,0.18,0,0,2024
3904585322,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Cyber Security Specialist,linkedin_2024,0.1890619546175003,0.2417608052492141,0,0,0.12,0.28,0,0,2024
3904709960,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Senior Scientist Bioinformatics, Biologics Engineering, Oncology R&D",linkedin_2024,0.942635178565979,0.0007177016232162,1,0,0.97,0.18,1,0,2024
3904723563,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Recruiter - Contracts Division,linkedin_2024,0.0682746246457099,0.030410997569561,0,0,0.02,0.18,0,0,2024
3904728333,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,FULL TIME MEDICAL ASSISTANT Union,linkedin_2024,0.1653323471546173,0.0014165614265948,0,0,0.01,0.45,0,0,2024
3904729255,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Registered Nurse (RN) Med Surg,linkedin_2024,0.0422703437507152,0.0007549746660515,0,0,0.02,0.12,0,0,2024
3904924934,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Brick Mason,linkedin_2024,0.0309508573263883,0.1212765946984291,0,0,0.02,0.18,0,0,2024
3904927791,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Sample Coordinator,linkedin_2024,0.035139575600624,0.0629958435893058,0,0,0.03,0.74,0,1,2024
3904930984,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Chemist (HPLC/LCMS/GCMS),linkedin_2024,0.0496344901621341,0.2007452994585037,0,0,0.06,0.18,0,0,2024
3904940630,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Industrial Maintenance Technician (Polypropylene) (38531),linkedin_2024,0.0331564918160438,0.005087524652481,0,0,0.02,0.18,0,0,2024
3904952742,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Clinical Lab Specialist,linkedin_2024,0.0270532630383968,0.0138696040958166,0,0,0.14,0.2,0,0,2024
3904988719,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Product Application Specialist / Ultrasound Sonographer,linkedin_2024,0.0208692643791437,0.282236248254776,0,0,0.02,0.16,0,0,2024
3904988748,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Client Care Specialist 2,linkedin_2024,0.0649111866950988,0.0025147956330329,0,0,0.01,0.12,0,0,2024
3904991870,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Sales Representative, Residential Repaint",linkedin_2024,0.0147945210337638,0.046058353036642,0,0,0.02,0.78,0,1,2024
3904991872,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Retail Bilingual Store Customer Service Specialist,linkedin_2024,0.0153496516868472,0.0416286773979663,0,0,0.02,0.56,0,1,2024
3904995438,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Utilities Technician,linkedin_2024,0.0527599938213825,0.0088050691410899,0,0,0.11,0.22,0,0,2024
3904997242,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Foreign Exchange Advisor,linkedin_2024,0.2021352052688598,0.0068752402439713,0,0,0.03,0.22,0,0,2024
3904998177,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Beef Skilled Machine Operator,linkedin_2024,0.0092109581455588,0.2801759541034698,0,0,0.01,0.84,0,1,2024
3905202871,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Finance Systems Analyst - FiCoE Technology and Innovation Chapter,linkedin_2024,0.3440734446048736,0.0397932529449462,0,0,0.12,0.34,0,0,2024
3905205314,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Senior Statistical Programmer,linkedin_2024,0.4126930832862854,0.1718165576457977,0,0,0.12,0.28,0,0,2024
3905217144,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Sr. Medical Director/Medical Director, Neurology",linkedin_2024,0.2872197329998016,0.1489500850439071,0,0,0.05,0.12,0,0,2024
3905223851,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Project Data Manager,linkedin_2024,0.0779040530323982,0.0723367035388946,0,0,0.18,0.27,0,0,2024
3905233060,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,SR. Safety Coordinator,linkedin_2024,0.0342120938003063,0.090187944471836,0,0,0.03,0.29,0,0,2024
3905238341,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Bench Scientist,linkedin_2024,0.066565878689289,0.0046679698862135,0,0,0.02,0.18,0,0,2024
3905256262,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Supply Chain Assistant (Agriculture Chemicals),linkedin_2024,0.0531175546348094,0.1594723165035247,0,0,0.03,0.58,0,1,2024
3905257354,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Chemical Operator-Phoenix, AZ",linkedin_2024,0.0581464618444442,0.0651561990380287,0,0,0.01,0.63,0,1,2024
3905267092,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Customer Account Analyst,linkedin_2024,0.0420508198440074,0.0061978939920663,0,0,0.03,0.28,0,0,2024
3905267597,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Quality Assurance Specialist,linkedin_2024,0.0511807389557361,0.1284279227256775,0,0,0.01,0.68,0,1,2024
3905294876,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Maintenance Specialist,linkedin_2024,0.0229674242436885,0.1669173538684845,0,0,0.02,0.28,0,0,2024
3905294956,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Aseptic Technician,linkedin_2024,0.1797719746828079,0.5337115526199341,0,1,0.02,0.42,0,0,2024
3905296630,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Service Delivery Manager - Cloud Services,linkedin_2024,0.1170524209737777,0.2595297992229461,0,0,0.08,0.22,0,0,2024
3905300311,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Analyst I - Tax,linkedin_2024,0.0093194292858242,0.0073872916400432,0,0,0.05,0.74,0,1,2024
3905301113,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Sales Engineer,linkedin_2024,0.054029107093811,0.005161503329873,0,0,0.08,0.12,0,0,2024
3905302126,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,E/I Technician,linkedin_2024,0.0344889834523201,0.0488792471587657,0,0,0.02,0.12,0,0,2024
3905302673,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Temporary Laboratory Assistant (Specimen Processing, Days, 30 hrs)",linkedin_2024,0.0247311498969793,0.006339450366795,0,0,0.01,0.88,0,1,2024
3905304119,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Technical Line Lead 2nd shift,linkedin_2024,0.0822810158133506,0.0008869094308465,0,0,0.03,0.18,0,0,2024
3905307615,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Xray Technologist - Mobile,linkedin_2024,0.0333134271204471,0.0576248578727245,0,0,0.01,0.28,0,0,2024
3905307834,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Engineer II, System Owner, Small Scale",linkedin_2024,0.0797961726784706,0.0899716317653656,0,0,0.06,0.14,0,0,2024
3905325938,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Cashier,linkedin_2024,0.0688631907105445,0.0028097869362682,0,0,0.01,0.62,0,1,2024
3905330489,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Regulatory Affairs Specialist,linkedin_2024,0.1619356125593185,0.1668671667575836,0,0,0.03,0.62,0,1,2024
3905331854,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"US_Principal Specialist, Tech Support",linkedin_2024,0.1101008877158165,0.0261875446885824,0,0,0.03,0.18,0,0,2024
3905333191,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Regional Finance Associate-Bilingual,linkedin_2024,0.0135103538632392,0.0285811442881822,0,0,0.01,0.68,0,1,2024
3905333192,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Retail Store Associate,linkedin_2024,0.0437772646546363,0.0085681220516562,0,0,0.01,0.35,0,0,2024
3905335103,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Branch Coordinator - Floorcovering Installations,linkedin_2024,0.0889624580740928,0.3989842236042022,0,0,0.02,0.18,0,0,2024
3905336423,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Bench Scientist,linkedin_2024,0.2479882836341858,0.705924391746521,0,1,0.06,0.34,0,0,2024
3905336558,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Project coordinator,linkedin_2024,0.1211037188768386,0.0725631862878799,0,0,0.03,0.72,0,1,2024
3905337321,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Global Specialist III, LMS",linkedin_2024,0.4082763791084289,0.0623295605182647,0,0,0.03,0.41,0,0,2024
3905337929,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Warehouse Associate,linkedin_2024,0.0967200696468353,0.1282486617565155,0,0,0.01,0.85,0,1,2024
3905340192,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Seed Agronomist (Soybean) - Ohio - Field,linkedin_2024,0.0863001570105552,0.0018495004624128,0,0,0.18,0.22,0,0,2024
3905354102,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Temporary AR Specialist –Dispute and Collection,linkedin_2024,0.0610242821276187,0.0419846251606941,0,0,0.02,0.72,0,1,2024
3905373392,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Operations Engineer - Vespa Unit,linkedin_2024,0.3734876215457916,0.1236138865351677,0,0,0.05,0.2,0,0,2024
3905377281,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Tech, Calibration/Instrumentation (Days)",linkedin_2024,0.130911573767662,0.3871512711048126,0,0,0.05,0.33,0,0,2024
3905380273,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Production Operator I - Temporary,linkedin_2024,0.0453115701675415,0.1070942357182502,0,0,0.02,0.78,0,1,2024
3905392898,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Director, Market Access Health Innovation",linkedin_2024,0.1310751587152481,0.001812161062844,0,0,0.38,0.18,0,0,2024
3905689945,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Floor Assembly Technician,linkedin_2024,0.6292679905891418,0.1473037749528885,1,0,0.01,0.62,0,1,2024
3905692786,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,"Area Vice President, X-Ray and Women's Health -Midwest",linkedin_2024,0.4160631895065307,0.0328753031790256,0,0,0.15,0.12,0,0,2024
3905693560,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Time Specialist - HR Service Transition,linkedin_2024,0.1088279411196708,0.0407441109418869,0,0,0.03,0.72,0,1,2024
3905693729,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Global Trade Shared Services Analyst- Remote West Coast Hours,linkedin_2024,0.0730957239866256,0.0494505129754543,0,0,0.03,0.68,0,1,2024
3905829299,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Manufacturing Operator (With MDI experience),linkedin_2024,0.0238260701298713,0.0952779725193977,0,0,0.01,0.18,0,0,2024
3905830793,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Product Development Chemist,linkedin_2024,0.0098171215504407,0.0128934383392333,0,0,0.14,0.12,0,0,2024
3905833170,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Alastin Account Manager - New York North/Upper Manhattan,linkedin_2024,0.1368054449558258,0.0278211925178766,0,0,0.02,0.18,0,0,2024
3905842445,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Packaging Operator (MA),linkedin_2024,0.0572047792375087,0.0627465695142746,0,0,0.01,0.84,0,1,2024
3905844279,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Medical Laboratory Technologist,linkedin_2024,0.1302077770233154,0.6762858629226685,0,1,0.03,0.71,0,1,2024
3905848633,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Operations Supervisor - Returns 1st Shift,linkedin_2024,0.1474670022726059,0.0068877539597451,0,0,0.05,0.15,0,0,2024
3905855338,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Project Manager II QC Lab - FFEx,linkedin_2024,0.2910874187946319,0.0166361480951309,0,0,0.02,0.78,0,1,2024
3905859468,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Cost Accounting Manager,linkedin_2024,0.0308736320585012,0.0064611197449266,0,0,0.03,0.18,0,0,2024
3905860739,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Master Data Analyst,linkedin_2024,0.010213260538876,0.013406304642558,0,0,0.41,0.34,0,0,2024
3905883936,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Manufacturing Associate,linkedin_2024,0.0959131866693496,0.0604366660118103,0,0,0.03,0.72,0,1,2024
3906080933,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Project Manager,linkedin_2024,0.1101412624120712,0.0796498209238052,0,0,0.02,0.78,0,1,2024
3906088706,pharma_chem,Pharmaceutical / Chemical Manufacturing,2024,Lab Manager,linkedin_2024,0.0124027160927653,0.0075115370564162,0,0,0.02,0.1,0,0,2024
