job_id,industry_key,industry_label,year,title_clean,source_platform,final_exposure_score,exposure_rationale,exposure_raw_ok,exposure_model,exposure_provider,final_automatable_score,automatable_rationale,automatable_raw_ok,automatable_model,automatable_provider,final_exposure,final_automatable
3906261765,legal_services,Legal Services,2024.0,Municipal Attorney,linkedin_2024,0.03,"Municipal attorney role centers on legal counsel, research, writing, and judgment; no AI/data-science duties, low routine automability.",1,gpt-5.4,openai,0.18,"Legal counsel role with research and writing; no AI/ML work mentioned, but some routine legal analysis may be partially automatable.",1,gpt-5.4-mini,openai,0,0
3894613181,legal_services,Legal Services,2024.0,Client Service Specialist (Legal Secretary)(Real Estate),linkedin_2024,0.01,"Administrative legal-secretary duties; no AI/data-science work mentioned, many tasks are routine and software-automatable.",1,gpt-5.4,openai,0.72,"Administrative legal support role; no AI/ML work mentioned, while many tasks are routine clerical and billing-related.",1,gpt-5.4-mini,openai,0,1
3902355946,legal_services,Legal Services,2024.0,"Vice President, Corporate Program Managment",linkedin_2024,0.08,"Executive program-management role coordinating vendors, reports, budgets, and meetings; little explicit AI work, low routine-task share.",1,gpt-5.4,openai,0.12,"Program management, reporting, meetings, and vendor tracking; no AI/ML or data-science work mentioned.",1,gpt-5.4-mini,openai,0,0
3905333482,legal_services,Legal Services,2024.0,Legal Counsel - Customers & Commercial,linkedin_2024,0.08,"Commercial legal counseling, negotiation, and compliance review in a data-driven department; little direct AI work, low routine automability.",1,gpt-5.4,openai,0.18,"Commercial legal counsel role; mentions technology-enabled, data-driven department but no direct AI/ML work. Core tasks are judgment-heavy, though some review is routine.",1,gpt-5.4-mini,openai,0,0
3885109725,legal_services,Legal Services,2024.0,Business Development Manager,linkedin_2024,0.01,"Relationship-driven sales role with prospecting, presentations, planning, and trust-building; little direct AI use, limited full automation.",1,gpt-5.4,openai,0.18,Pure sales/business development role; mentions marketing data but no AI work. Relationship-building and presentations limit full automation.,1,gpt-5.4-mini,openai,0,0
3902806593,legal_services,Legal Services,2024.0,Mergers and Acquisitions Associate Attorney,linkedin_2024,0.01,"Corporate M&A legal work; no AI/data-science duties mentioned, and tasks require complex judgment and negotiation.",1,gpt-5.4,openai,0.12,"Corporate M&A attorney role; no AI work mentioned, and legal judgment limits full automation.",1,gpt-5.4-mini,openai,0,0
3888975657,legal_services,Legal Services,2024.0,Associate Attorney - Personal Injury (Plaintiff),linkedin_2024,0.03,"Litigation, negotiation, client counseling, and court preparation are human-intensive; posting mentions no AI or data-science work.",1,gpt-5.4,openai,0.22,"Traditional legal advocacy role; no AI/ML work mentioned. Some drafting/research is routine, but negotiation and hearings remain human-centered.",1,gpt-5.4-mini,openai,0,0
3901380021,legal_services,Legal Services,2024.0,Associate Attorney,linkedin_2024,0.01,"Trial advocacy, depositions, negotiation, and client representation are human-intensive; no AI or data-science duties mentioned.",1,gpt-5.4,openai,0.12,"No AI/ML duties mentioned; some drafting and admin are automatable, but litigation, trials, deposits, and client negotiation are not routine.",1,gpt-5.4-mini,openai,0,0
3889709873,legal_services,Legal Services,2024.0,Legal Assistant,linkedin_2024,0.02,"Legal assistant duties mention case handling and Microsoft Office, not AI; many administrative tasks are structured but legal support remains partly judgment-based.",1,gpt-5.4,openai,0.62,"No AI/ML work mentioned; routine legal support, document handling, and office tasks suggest moderate automation potential.",1,gpt-5.4-mini,openai,0,1
3901372398,legal_services,Legal Services,2024.0,Insurance Defense Attorney,linkedin_2024,0.01,"Traditional litigation tasks; no AI/data-science mentioned. Legal drafting and research are partly automatable, but advocacy and judgment remain central.",1,gpt-5.4,openai,0.12,"No AI/ML duties mentioned; legal research and drafting are partly automatable, but litigation and discovery require human judgment.",1,gpt-5.4-mini,openai,0,0
3905254318,legal_services,Legal Services,2024.0,Paralegal- Contracts- Hedge Fund,linkedin_2024,0.02,"Contract drafting, coordination, document management, and follow-ups are administrative/legal tasks; no explicit AI or data-science work mentioned.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; tasks are document-heavy, repetitive contract administration and drafting, which software can partly automate.",1,gpt-5.4-mini,openai,0,1
3900982140,legal_services,Legal Services,2024.0,Litigation Paralegal,linkedin_2024,0.08,"Uses e-discovery software, not AI-specific; many document and scheduling tasks are structured, but legal judgment and communication remain important.",1,gpt-5.4,openai,0.42,"Relativity is e-discovery software, not AI work; tasks are document-heavy and repetitive, but legal judgment limits full automation.",1,gpt-5.4-mini,openai,0,0
3902800095,legal_services,Legal Services,2024.0,Associate Attorney Civil-Employment SAN DIEGO,linkedin_2024,0.03,"Traditional litigation role; no AI/data-science duties mentioned, and core tasks require legal judgment, advocacy, and client representation.",1,gpt-5.4,openai,0.18,"No AI/ML duties mentioned; work is legal research, drafting, and courtroom advocacy, which is partly automatable but heavily judgment-based.",1,gpt-5.4-mini,openai,0,0
3905300100,legal_services,Legal Services,2024.0,Consumer Warranty & Lemon Law Associate Attorney,linkedin_2024,0.01,"Litigation attorney role focused on legal analysis, advocacy, and drafting; no AI/data-science duties, only partially routine paperwork.",1,gpt-5.4,openai,0.08,"Litigation attorney role with drafting, discovery, and court work; no AI/ML mention and tasks are largely judgment-based.",1,gpt-5.4-mini,openai,0,0
3898174586,legal_services,Legal Services,2024.0,PERM Attorney,linkedin_2024,0.01,"Traditional legal research, writing, and client advising; no AI/data-science duties, and core work requires judgment and client interaction.",1,gpt-5.4,openai,0.08,"Legal research tools mentioned, but no AI/ML work; attorney judgment and client-facing tasks limit automation.",1,gpt-5.4-mini,openai,0,0
3902747559,legal_services,Legal Services,2024.0,Compliance Specialist,linkedin_2024,0.02,Inbound customer-service compliance work shows no AI use; call handling and routine support tasks are fairly automatable.,1,gpt-5.4,openai,0.72,"Customer-service compliance work; no AI/ML mentioned, and tasks appear routine inbound-call handling.",1,gpt-5.4-mini,openai,0,1
3898170769,legal_services,Legal Services,2024.0,Associate Attorney,linkedin_2024,0.03,"Traditional legal research, drafting, and court/client advocacy; no explicit AI use, and core work requires judgment.",1,gpt-5.4,openai,0.18,"Traditional litigation role; no AI/ML duties mentioned. Some drafting/research is automatable, but legal judgment remains central.",1,gpt-5.4-mini,openai,0,0
3894612324,legal_services,Legal Services,2024.0,"Assistant, Talent Acquisition",linkedin_2024,0.03,"Recruiting coordination and scheduling dominate; little AI/data-science work, but many administrative tasks are routine and software-amenable.",1,gpt-5.4,openai,0.72,"No AI/ML work described; mostly scheduling, coordination, correspondence, and feedback collection, which are highly routine.",1,gpt-5.4-mini,openai,0,1
3891077259,legal_services,Legal Services,2024.0,Paralegal,linkedin_2024,0.01,"Legal pre-suit coordination and document handling; no AI/data-science duties mentioned, many structured administrative tasks are automatable.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; tasks are document-heavy, repetitive legal support and coordination.",1,gpt-5.4-mini,openai,0,1
3902879396,legal_services,Legal Services,2024.0,Litigation Executive Assistant $130K,linkedin_2024,0.01,"Administrative scheduling and coordination dominate; no AI/data-science duties mentioned, though many tasks are routine and software-automatable.",1,gpt-5.4,openai,0.72,"Pure executive-assistant legal support; no AI/ML work mentioned, and calendars/coordination are highly routine.",1,gpt-5.4-mini,openai,0,1
3905336596,legal_services,Legal Services,2024.0,Fund Accountant,linkedin_2024,0.02,"Accounting, NAV, reporting, and calculations are structured and repetitive; no AI/ML or data-science duties mentioned.",1,gpt-5.4,openai,0.35,"Accounting and client-service role; advanced Excel, but no AI/ML work. Many calculations are structured, though judgment and reporting remain important.",1,gpt-5.4-mini,openai,0,0
3901183154,legal_services,Legal Services,2024.0,Professional Development Coordinator,linkedin_2024,0.03,"Training coordination, scheduling, research, and admin support; little AI work, but many tasks are structured and partially automatable.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; mostly calendar, database, coordination, and administrative tasks that are highly routine.",1,gpt-5.4-mini,openai,0,1
3905339304,legal_services,Legal Services,2024.0,Corporate Paralegal,linkedin_2024,0.02,"Legal document prep and record maintenance use standard software, not AI; some routine tasks, but judgment-heavy transactional support remains.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; tasks are document-heavy, repetitive, and rule-based with some judgment and client coordination.",1,gpt-5.4-mini,openai,0,1
3891015476,legal_services,Legal Services,2024.0,Attorney- Civil Litigation- Associate Attorney,linkedin_2024,0.01,"Civil litigation attorney role uses legal judgment, advocacy, and complex casework; no AI/data-science duties mentioned.",1,gpt-5.4,openai,0.18,"Pure litigation attorney role; no AI/ML mention. Some routine legal work exists, but core advocacy remains human-driven.",1,gpt-5.4-mini,openai,0,0
3884924054,legal_services,Legal Services,2024.0,Discovery Attorney,linkedin_2024,0.03,"Litigation attorney role; no AI/data-science duties mentioned, and core legal judgment, advocacy, and strategy are not routine.",1,gpt-5.4,openai,0.18,Traditional litigation role; no AI/data-science duties mentioned. Some discovery work is document-heavy and partially automatable.,1,gpt-5.4-mini,openai,0,0
3901631342,legal_services,Legal Services,2024.0,Labor & Employment Associate Attorney,linkedin_2024,0.02,"Employment litigation, counseling, training, and client relationship work are non-AI-specific and require substantial human judgment.",1,gpt-5.4,openai,0.08,"Legal counseling and litigation work; no AI/ML mention. Some routine policy review, but core tasks are judgment-heavy and client-facing.",1,gpt-5.4-mini,openai,0,0
3890894250,legal_services,Legal Services,2024.0,Litigation Paralegal,linkedin_2024,0.02,"Administrative legal support; no AI/data-science duties. Many filing, scheduling, intake, and document-handling tasks are routine.",1,gpt-5.4,openai,0.34,"No AI/ML work mentioned; mostly scheduling, file management, document drafting, and discovery support with some judgment.",1,gpt-5.4-mini,openai,0,0
3901341715,legal_services,Legal Services,2024.0,Senior Associate Attorney (100% REMOTE),linkedin_2024,0.03,"Senior litigation work is specialized, judgment-heavy legal practice; posting mentions virtual tech support, not AI-specific duties.",1,gpt-5.4,openai,0.12,"No AI/ML duties mentioned; legal judgment and client work dominate, though some admin tasks are virtualized.",1,gpt-5.4-mini,openai,0,0
3905820304,legal_services,Legal Services,2024.0,"Senior Litigation Paralegal, White Collar",linkedin_2024,0.03,"Legal support role with document management, scheduling, drafting, and research; no AI duties, but substantial judgment-heavy litigation support.",1,gpt-5.4,openai,0.42,"No AI/ML duties listed; mostly document review, drafting, scheduling, and data entry with some judgment-heavy legal work.",1,gpt-5.4-mini,openai,0,0
3901390783,legal_services,Legal Services,2024.0,Junior Attorney - Real Estate Transactions,linkedin_2024,0.02,"Legal real-estate transaction work is specialized, judgment-heavy, and posting mentions no AI or data-science duties.",1,gpt-5.4,openai,0.12,Real estate attorney work shows no AI/ML focus; some document-heavy transactional tasks are partially automatable.,1,gpt-5.4-mini,openai,0,0
3903805425,legal_services,Legal Services,2024.0,Administrative Assistant,linkedin_2024,0.02,"Administrative support uses standard office software, not AI; many scheduling, data entry, and reporting tasks are routine.",1,gpt-5.4,openai,0.78,"No AI/ML work mentioned; mostly routine scheduling, data entry, scanning, expense reports, and office coordination.",1,gpt-5.4-mini,openai,0,1
3901378560,legal_services,Legal Services,2024.0,Litigation Attorney,linkedin_2024,0.02,"Litigation attorney role emphasizes legal writing and casework; no AI/data duties, and core judgment-heavy tasks resist automation.",1,gpt-5.4,openai,0.12,"Litigation attorney role; no AI or data-science duties mentioned, but some drafting/review tasks are partially automatable.",1,gpt-5.4-mini,openai,0,0
3902831812,legal_services,Legal Services,2024.0,Corporate Paralegal - Technology,linkedin_2024,0.08,"Legal contract review, compliance, and research in tech context; little direct AI work, but some document tasks are automatable.",1,gpt-5.4,openai,0.18,"Legal paralegal work mentions technology law, but no AI/ML duties; some drafting and research are routine, yet judgment-heavy.",1,gpt-5.4-mini,openai,0,0
3903832220,legal_services,Legal Services,2024.0,Associate Attorney - Trust and Estates,linkedin_2024,0.01,"Legal counseling, drafting, and client-specific judgment dominate; no AI/data-science duties mentioned.",1,gpt-5.4,openai,0.18,"Traditional legal drafting and client counseling; little AI/ML work, though some document preparation is somewhat automatable.",1,gpt-5.4-mini,openai,0,0
3905286473,legal_services,Legal Services,2024.0,Talent Business Partner & Business Management,linkedin_2024,0.08,"HR business partner role focused on strategy, consulting, employee relations, and change management; limited analytics, low routine automation.",1,gpt-5.4,openai,0.18,"HR/talent partner role with metrics and policy work; no AI/ML focus, but some routine coordination and reporting.",1,gpt-5.4-mini,openai,0,0
3889711731,legal_services,Legal Services,2024.0,Investigative Associate,linkedin_2024,0.05,"FOIA research, drafting, tracking, and reporting use databases but no AI; many administrative/document-review tasks are partly automatable.",1,gpt-5.4,openai,0.35,"No AI/ML work mentioned; research, drafting, tracking, and reporting are partly routine but still judgment-heavy.",1,gpt-5.4-mini,openai,0,0
3903845792,legal_services,Legal Services,2024.0,Legal Counsel,linkedin_2024,0.03,"Primarily legal judgment, negotiation, litigation, and counsel work; little explicit AI/data-science use, limited routinizable core tasks.",1,gpt-5.4,openai,0.18,"Traditional legal counsel work; no AI/ML duties mentioned. Some drafting/review tasks are partially automatable, but litigation judgment remains human.",1,gpt-5.4-mini,openai,0,0
3899533246,legal_services,Legal Services,2024.0,Plaintiffs' Civil Litigation Attorney,linkedin_2024,0.02,"Litigation attorney role centers on legal analysis, strategy, and persuasive writing; little explicit AI use, limited full automation.",1,gpt-5.4,openai,0.12,"Litigation attorney role centers on legal reasoning and writing, not AI work; some drafting/research is partially automatable.",1,gpt-5.4-mini,openai,0,0
3900952600,legal_services,Legal Services,2024.0,Criminal Defense Attorney,linkedin_2024,0.01,"Criminal defense litigation is human judgment-intensive; posting mentions no AI, data science, or highly routine tasks.",1,gpt-5.4,openai,0.03,"No AI, ML, or data-science work mentioned; core legal advocacy is judgment-heavy and not routine.",1,gpt-5.4-mini,openai,0,0
3884809264,legal_services,Legal Services,2024.0,Labor and employment litigation associate,linkedin_2024,0.01,"Litigation associate role centers on legal research, analysis, writing, and advocacy; no AI duties, and work is judgment-intensive.",1,gpt-5.4,openai,0.08,"Pure litigation associate role; no AI/ML work mentioned. Some research and drafting are routine, but core legal judgment limits automation.",1,gpt-5.4-mini,openai,0,0
3902350601,legal_services,Legal Services,2024.0,Corporate Paralegal,linkedin_2024,0.03,Legal document preparation and filings are structured and repetitive; posting mentions no AI/ML work beyond basic equity-tracking software.,1,gpt-5.4,openai,0.42,"No AI/ML work mentioned; tasks are document-heavy, standardized legal support with moderate automation potential.",1,gpt-5.4-mini,openai,0,0
3903803837,legal_services,Legal Services,2024.0,Legal Receptionist,linkedin_2024,0.01,"Front-desk, scheduling, stocking, and clerical duties; no AI/data work mentioned, but many tasks are routine.",1,gpt-5.4,openai,0.78,"No AI work mentioned; routine reception, scheduling, and clerical tasks are highly automatable.",1,gpt-5.4-mini,openai,0,1
3891017385,legal_services,Legal Services,2024.0,Attorney/Lawyer,linkedin_2024,0.02,"Traditional litigation tasks; no AI/data-science duties mentioned. Some drafting/research are automatable, but court advocacy and client judgment are not.",1,gpt-5.4,openai,0.18,"No AI/ML work mentioned; legal drafting and research are partly automatable, but court appearances and client communication reduce it.",1,gpt-5.4-mini,openai,0,0
3906261780,legal_services,Legal Services,2024.0,Municipal Attorney - Lateral,linkedin_2024,0.02,"Municipal attorney role emphasizes legal research, writing, analysis, and client/government judgment; no AI/data-science duties mentioned.",1,gpt-5.4,openai,0.12,"Traditional municipal law role; posting emphasizes research, writing, analysis, and client work, with no AI or data-science duties.",1,gpt-5.4-mini,openai,0,0
3903495672,legal_services,Legal Services,2024.0,Senior Legal Counsel,linkedin_2024,0.02,"Transactional legal advising and negotiation; no AI/data-science duties mentioned, and core work requires judgment and bespoke analysis.",1,gpt-5.4,openai,0.12,"Transactional legal counsel role; no AI/ML work mentioned, and judgment-heavy drafting/negotiation limits automation.",1,gpt-5.4-mini,openai,0,0
3901349861,legal_services,Legal Services,2024.0,Social Security Case Manager,linkedin_2024,0.01,"Client communication and case coordination dominate; no AI/data-science tasks mentioned, though some document handling is routine.",1,gpt-5.4,openai,0.42,"No AI/ML work described; tasks are document handling, calls, status checks, and routine case coordination.",1,gpt-5.4-mini,openai,0,0
3901397014,legal_services,Legal Services,2024.0,Corporate Lawyer,linkedin_2024,0.01,"Corporate legal advisory in M&A and estate planning; no AI mentioned, and work is specialized, judgment-heavy, client-specific.",1,gpt-5.4,openai,0.12,"Corporate legal work; no AI/ML mention. Some drafting/review is automatable, but client-specific judgment remains.",1,gpt-5.4-mini,openai,0,0
3901350903,legal_services,Legal Services,2024.0,Legal Sales - 6-Figure Income - Experienced Closers,linkedin_2024,0.03,"Legal sales closer role; no AI/data-science duties mentioned. Sales persuasion and client advising are partly automatable, but relationship-heavy.",1,gpt-5.4,openai,0.18,"Pure legal sales role; no AI, ML, or data-science work mentioned. Some outreach and persuasion tasks may be partially automatable.",1,gpt-5.4-mini,openai,0,0
3906261755,legal_services,Legal Services,2024.0,Paralegal/Legal Assistant,linkedin_2024,0.02,"Administrative, drafting, calendaring, filing, and basic research dominate; no AI/data-science duties mentioned.",1,gpt-5.4,openai,0.62,"No AI/ML work mentioned; many routine document, scheduling, filing, and basic research tasks are partially automatable.",1,gpt-5.4-mini,openai,0,1
3902356351,legal_services,Legal Services,2024.0,Insurance Defense Litigation Associate Attorney,linkedin_2024,0.01,"Traditional litigation tasks; no AI/data-science duties mentioned. Legal judgment, negotiation, and court advocacy limit automation.",1,gpt-5.4,openai,0.18,"Traditional litigation role; no AI/ML duties mentioned. Some research and drafting are automatable, but courtroom advocacy is not.",1,gpt-5.4-mini,openai,0,0
3886897277,legal_services,Legal Services,2024.0,Document Automation Consultant,linkedin_2024,0.08,"Focuses on document-template automation and proofreading, not AI/ML; many core tasks are structured and software-executable.",1,gpt-5.4,openai,0.42,"Document automation and legal templates, but no AI/ML work; some routine drafting and proofreading could be automated.",1,gpt-5.4-mini,openai,0,0
3902932111,legal_services,Legal Services,2024.0,Paralegal,linkedin_2024,0.02,"Traditional family-law paralegal duties; software use only. Many drafting/filing tasks are structured, but client interaction and case judgment remain.",1,gpt-5.4,openai,0.42,"No AI/ML work mentioned; many drafting, filing, and records tasks are structured but still require human judgment and client interaction.",1,gpt-5.4-mini,openai,0,0
3884497893,legal_services,Legal Services,2024.0,Contract Litigation Attorneys,linkedin_2024,0.03,"Litigation writing and research are substantive, judgment-heavy legal tasks; posting mentions no AI, ML, or data-science work.",1,gpt-5.4,openai,0.18,"No AI/ML mentioned; legal writing and research are partly automatable, but complex litigation work remains judgment-heavy.",1,gpt-5.4-mini,openai,0,0
3901979634,legal_services,Legal Services,2024.0,Attorney,linkedin_2024,0.02,"Civil-litigation attorney role emphasizes legal research, writing, hearings, and depositions; little AI use mentioned, substantial judgment and advocacy required.",1,gpt-5.4,openai,0.08,"Civil-litigation attorney role emphasizes legal research, writing, hearings, and depositions; no AI or data-science work mentioned.",1,gpt-5.4-mini,openai,0,0
3884804979,legal_services,Legal Services,2024.0,Client Sales & Intake Coordinator,linkedin_2024,0.01,"Sales intake, scheduling, phones, correspondence, and office tasks are routine; no AI, ML, or data-science work mentioned.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; duties are routine intake, scheduling, phone handling, correspondence, and office administration.",1,gpt-5.4-mini,openai,0,1
3901667916,legal_services,Legal Services,2024.0,Commercial Litigation Attorney,linkedin_2024,0.02,"Litigation attorney role centers on legal judgment, advocacy, depositions, and court appearances; posting mentions no AI or data-science work.",1,gpt-5.4,openai,0.08,"Pure litigation role; no AI/ML work mentioned. Tasks are judgment-heavy, client-facing, and court-dependent, limiting automation.",1,gpt-5.4-mini,openai,0,0
3902834189,legal_services,Legal Services,2024.0,Corporate Paralegal - Financial Services,linkedin_2024,0.03,"Legal/compliance research and coordination role; little explicit AI use, but some document management and filings are partly automatable.",1,gpt-5.4,openai,0.42,"No AI/ML work mentioned; tasks are document-heavy, research/compliance-oriented, with some routine filing and coordination.",1,gpt-5.4-mini,openai,0,0
3901348258,legal_services,Legal Services,2024.0,Corporate Finance Associate Attorney,linkedin_2024,0.01,"Corporate finance legal work involves complex judgment, negotiation, and advising; no AI, ML, or data-science duties mentioned.",1,gpt-5.4,openai,0.12,"Corporate finance legal work; no AI/ML mention. Tasks are specialized, judgment-heavy, and not routine enough for full automation.",1,gpt-5.4-mini,openai,0,0
3891247863,legal_services,Legal Services,2024.0,Paralegal,linkedin_2024,0.01,"Litigation attorney role; posting mentions no AI/data work, and core legal advocacy tasks are judgment-intensive, not routine.",1,gpt-5.4,openai,0.18,Litigation associate work; no AI/ML mentioned. Some routine legal casework may be partially automatable.,1,gpt-5.4-mini,openai,0,0
3888972946,legal_services,Legal Services,2024.0,Commercial Litigation Attorney,linkedin_2024,0.03,"Litigation attorney role emphasizes legal analysis, advocacy, and judgment; no AI duties mentioned, limited routine automatable work.",1,gpt-5.4,openai,0.12,No AI/ML duties mentioned; legal research and litigation are partly routine but still require judgment and advocacy.,1,gpt-5.4-mini,openai,0,0
3901377680,legal_services,Legal Services,2024.0,Legal Assistant,linkedin_2024,0.01,"Administrative litigation support; no AI/data-science duties mentioned, and many scheduling, filing, and document tasks are routine.",1,gpt-5.4,openai,0.78,"No AI work mentioned; mostly routine document, scheduling, filing, and time-entry tasks.",1,gpt-5.4-mini,openai,0,1
3903479594,legal_services,Legal Services,2024.0,Litigation Paralegal,linkedin_2024,0.02,"Legal case support and record summarization; no AI/data-science duties, but some document-processing tasks are partly automatable.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; tasks are document review, case management, and records processing, which are highly routine.",1,gpt-5.4-mini,openai,0,1
3904402904,legal_services,Legal Services,2024.0,Legal Analyst (Subpoena),linkedin_2024,0.03,"Legal review, database research, and correspondence dominate; little AI use, but many tasks are structured and partially automatable.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; tasks are document review, database searches, correspondence, and record production, which are fairly routine.",1,gpt-5.4-mini,openai,0,1
3904993823,legal_services,Legal Services,2024.0,Mid-Level Associate - Labor & Employment Practice Group,linkedin_2024,0.01,"Legal litigation, research, drafting, and client interaction show minimal AI use and substantial non-routine professional judgment.",1,gpt-5.4,openai,0.08,"Pure labor/employment law associate role; no AI/ML work mentioned. Some drafting and research are routine, but litigation and client work limit automation.",1,gpt-5.4-mini,openai,0,0
3894299343,legal_services,Legal Services,2024.0,Legal Administrative Assistant,linkedin_2024,0.01,"Clerical legal support with scanning, filing, mail, phones; no AI/data-science duties, and tasks are largely routine.",1,gpt-5.4,openai,0.93,"Purely clerical legal support; no AI/ML work mentioned, and scanning, filing, mail, copying, and phones are highly routine.",1,gpt-5.4-mini,openai,0,1
3901945690,legal_services,Legal Services,2024.0,Associate Attorney,linkedin_2024,0.02,"Legal counseling, client meetings, and case-specific Medicaid strategy require human judgment; no AI or data-science duties mentioned.",1,gpt-5.4,openai,0.12,"Legal counseling and Medicaid planning are human-centered; no AI/ML or data-science work is mentioned, and tasks are only partly routine.",1,gpt-5.4-mini,openai,0,0
3885111467,legal_services,Legal Services,2024.0,Legal Secretary,linkedin_2024,0.02,"Administrative legal support tasks dominate; no AI/data-science work mentioned, and many duties are routine and software-amenable.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; mostly routine clerical, scheduling, filing, and document-processing tasks.",1,gpt-5.4-mini,openai,0,1
3884918457,legal_services,Legal Services,2024.0,Paralegal,linkedin_2024,0.04,"Legal research and document drafting use software, but role is not AI-focused; many tasks are structured yet require judgment.",1,gpt-5.4,openai,0.42,No AI/ML work mentioned; legal research and document drafting are partly routine but still require judgment.,1,gpt-5.4-mini,openai,0,0
3906098108,legal_services,Legal Services,2024.0,Billing Coordinator #36284,linkedin_2024,0.03,"Billing, invoicing, data entry, and follow-ups are software-driven routine tasks; no AI/ML or data-science work mentioned.",1,gpt-5.4,openai,0.72,"No AI/ML work mentioned; billing, invoicing, reporting, and follow-ups are structured, repetitive administrative tasks.",1,gpt-5.4-mini,openai,0,1
3905868245,legal_services,Legal Services,2024.0,Legal Assistant,linkedin_2024,0.02,"Administrative legal support uses standard software, not AI; many routine tasks are automatable, but client communication and legal judgment remain.",1,gpt-5.4,openai,0.62,"No AI/ML work mentioned; tasks are document, intake, and administrative support, which are partly routine and software-assisted.",1,gpt-5.4-mini,openai,0,1
3904972009,legal_services,Legal Services,2024.0,Employment Counsel,linkedin_2024,0.02,"Legal counseling, litigation, and strategy are human-intensive; posting mentions no AI, ML, or data-science work.",1,gpt-5.4,openai,0.08,"Pure employment-law counsel role; no AI/ML work mentioned. Some drafting and research are routine, but litigation and strategic advice limit automation.",1,gpt-5.4-mini,openai,0,0
3905294665,legal_services,Legal Services,2024.0,General Liability Associate Attorney,linkedin_2024,0.01,"Litigation attorney role centers on legal judgment, advocacy, hearings, depositions, and trials; no AI or data-science duties mentioned.",1,gpt-5.4,openai,0.18,"Pure litigation attorney role; no AI/ML work mentioned. Some research/writing is automatable, but hearings, depositions, and trials are not.",1,gpt-5.4-mini,openai,0,0
3902740192,legal_services,Legal Services,2024.0,2024 Summer Attorney Internship,linkedin_2024,0.02,"Legal research and drafting use standard legal tools, not AI; core work is varied, judgment-heavy, and interpersonal.",1,gpt-5.4,openai,0.18,"Legal internship; mentions case management/electronic resources, but no AI/ML work. Core tasks include research, drafting, interviews, and hearings.",1,gpt-5.4-mini,openai,0,0
3891070838,legal_services,Legal Services,2024.0,Employment Attorneys,linkedin_2024,0.02,"Litigation attorney role emphasizes advocacy, client interaction, hearings, depositions, trials; no AI/data-science duties mentioned.",1,gpt-5.4,openai,0.08,"Employment litigation work emphasizes client interaction, writing, research, hearings, and trials; no AI or data-science duties mentioned.",1,gpt-5.4-mini,openai,0,0
3884436762,legal_services,Legal Services,2024.0,Associate,linkedin_2024,0.03,"Legal research and drafting use judgment-heavy, client-facing work; no AI/data-science duties mentioned.",1,gpt-5.4,openai,0.18,"Standard legal associate work; no AI/ML mention. Some research and drafting are partially automatable, but core judgment remains human.",1,gpt-5.4-mini,openai,0,0
3901171787,legal_services,Legal Services,2024.0,Business Professional Recruiter,linkedin_2024,0.03,"Recruiting and training role; no AI/data-science duties mentioned. Many administrative tasks are automatable, but relationship-heavy judgment remains central.",1,gpt-5.4,openai,0.42,"Recruiting and onboarding role; no AI/ML work mentioned. Many screening and scheduling tasks are routine, but relationship-building limits automation.",1,gpt-5.4-mini,openai,0,0
3903834110,legal_services,Legal Services,2024.0,Senior Tax Accountant,linkedin_2024,0.03,"Tax compliance and review role; no AI/data-science duties. Some routine filing work, but judgment-heavy regulations and coordination reduce automatability.",1,gpt-5.4,openai,0.28,"Tax compliance and partnership accounting dominate; no AI/ML work mentioned, but some routine return-preparation tasks are partially automatable.",1,gpt-5.4-mini,openai,0,0
3898161467,legal_services,Legal Services,2024.0,Litigation Associate - Construction,linkedin_2024,0.01,"Litigation attorney role emphasizes legal research, writing, judgment, and case handling; no AI/data-science duties, limited full automation.",1,gpt-5.4,openai,0.12,"Traditional litigation role with research and writing; no AI/ML work mentioned, but some routine legal tasks are partially automatable.",1,gpt-5.4-mini,openai,0,0
3901944802,legal_services,Legal Services,2024.0,Director of Business Development,linkedin_2024,0.08,"Business development and relationship-selling role using software demos/CRM; little direct AI work, low routine automability.",1,gpt-5.4,openai,0.18,"Sales/business development role with software demos and Salesforce use, but no AI/ML work; relationship-heavy tasks limit automation.",1,gpt-5.4-mini,openai,0,0
3901981170,legal_services,Legal Services,2024.0,Contract Attorney,linkedin_2024,0.03,"Legal drafting and negotiation use software but not AI-specific; core work requires judgment, negotiation, and stakeholder conflict resolution.",1,gpt-5.4,openai,0.12,"Legal contract drafting role; mentions standard software, not AI/ML. Work is judgment-heavy, though some review tasks are partially automatable.",1,gpt-5.4-mini,openai,0,0
3898155802,legal_services,Legal Services,2024.0,Partner,linkedin_2024,0.01,"Corporate law partner role emphasizes client generation, networking, judgment, and practice development; no AI/data-science duties, low routine automation.",1,gpt-5.4,openai,0.02,"Senior partner role focused on client development, networking, and business generation; no AI or routine machine-executable tasks described.",1,gpt-5.4-mini,openai,0,0
