p_exposure,p_automatable,rationale,raw_ok,job_id,model,provider,construct_target
0.08,0.62,"No AI work required; mostly administrative support, coordination, and routine firm operations.",1,3891253191,gpt-5.4-mini,openai,automatability
0.02,0.18,"Internal auditing is not AI-focused; some repetitive review work exists, but senior judgment and judgment-heavy analysis dominate.",1,3902828748,gpt-5.4-mini,openai,automatability
0.08,0.12,"Litigation work is not AI-focused; tasks rely on judgment, writing, research, and persuasive advocacy.",1,3906096157,gpt-5.4-mini,openai,automatability
0.02,0.78,"No AI work mentioned; tasks are document handling, routine drafting, scheduling, reminders, and legal research.",1,3902809024,gpt-5.4-mini,openai,automatability
0.01,0.78,"Administrative legal support role; no AI/ML work mentioned. Many scheduling, triage, database, and drafting tasks are routine.",1,3903832507,gpt-5.4-mini,openai,automatability
0.01,0.88,"Administrative, mail, copy, hospitality, and courier tasks; no AI/ML work mentioned, and duties are highly routine.",1,3906258352,gpt-5.4-mini,openai,automatability
0.02,0.18,"No AI/ML work described; mostly people management, planning, client relations, and process oversight with some routine coordination.",1,3905359544,gpt-5.4-mini,openai,automatability
0.02,0.12,"Corporate attorney work shows no AI/ML focus; some drafting is automatable, but legal judgment and negotiation dominate.",1,3905254361,gpt-5.4-mini,openai,automatability
0.02,0.18,"Litigation attorney role; no AI/ML work mentioned. Some drafting/research is automatable, but trial and legal judgment remain human.",1,3903454074,gpt-5.4-mini,openai,automatability
0.03,0.12,"No AI/ML work described; core duties are judgment, advocacy, negotiation, and client counseling, only partly automatable.",1,3901175485,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML duties mentioned; litigation support work appears document-heavy, procedural, and partly routine.",1,3887707709,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work described; tasks are procedural, rule-based filing, docketing, and troubleshooting, which software could largely automate.",1,3898164442,gpt-5.4-mini,openai,automatability
0.01,0.18,General summer associate law role; no AI/ML mention. Some routine legal research/writing may be partially automatable.,1,3891072744,gpt-5.4-mini,openai,automatability
0.01,0.12,No AI/ML work mentioned; legal drafting and negotiation are partly routine but still require judgment.,1,3901177431,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; mostly routine document prep, scheduling, filing, and phone/admin tasks.",1,3901394425,gpt-5.4-mini,openai,automatability
0.02,0.12,Pure litigation attorney role; no AI/ML work mentioned. Some routine case management and document-heavy tasks are partially automatable.,1,3889756479,gpt-5.4-mini,openai,automatability
0.01,0.72,"Pure conference-center support role; no AI/ML work mentioned. Many tasks are routine, repetitive, and procedural.",1,3887490541,gpt-5.4-mini,openai,automatability
0.01,0.12,"Traditional litigation associate role; no AI/ML work mentioned. Some drafting/research is automatable, but legal judgment limits full automation.",1,3898179010,gpt-5.4-mini,openai,automatability
0.08,0.22,"Infrastructure support role; mentions monitoring, planning, and projects, but no AI/ML work and only partly routine.",1,3901694999,gpt-5.4-mini,openai,automatability
0.03,0.62,"No AI/ML work mentioned; billing, invoicing, data entry, and routine collections are software-assisted and partly automatable.",1,3903472792,gpt-5.4-mini,openai,automatability
0.02,0.18,"No AI/ML work mentioned; litigation tasks are judgment-heavy, though some drafting and discovery are partially automatable.",1,3901936779,gpt-5.4-mini,openai,automatability
0.18,0.22,"Data analysis and strategic insights role; no explicit AI/ML work, and leadership-facing judgment reduces routine automatable content.",1,3889113785,gpt-5.4-mini,openai,automatability
0.02,0.08,"Traditional litigation attorney role; no AI/ML or data-science work mentioned, and core tasks require judgment, research, drafting, and advocacy.",1,3902359195,gpt-5.4-mini,openai,automatability
0.01,0.42,"Recruiting and relationship management show little AI work; sourcing, scheduling, and admin tasks are moderately automatable.",1,3895489734,gpt-5.4-mini,openai,automatability
0.01,0.18,"No AI/ML work mentioned; tasks are client communication, records handling, document prep, and negotiation, only partly routine.",1,3902751109,gpt-5.4-mini,openai,automatability
0.02,0.62,"No AI/ML work mentioned; tasks are coordination, reporting, and administrative processes with substantial routine components.",1,3904982668,gpt-5.4-mini,openai,automatability
0.03,0.42,"No AI/ML work mentioned; many document, research, and drafting tasks are structured but still require legal judgment.",1,3902864814,gpt-5.4-mini,openai,automatability
0.01,0.72,"Administrative legal support; no AI/ML work mentioned. Many routine document, calendar, billing, and filing tasks are software-automatable.",1,3901656262,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML work mentioned; duties are mostly routine legal admin, scheduling, filing, calls, and basic drafting.",1,3905849253,gpt-5.4-mini,openai,automatability
0.02,0.12,"Human services coordination and advocacy; no AI/ML work mentioned, though some intake and referral tasks are somewhat routine.",1,3884436002,gpt-5.4-mini,openai,automatability
0.02,0.12,"Pure litigation attorney role; no AI/ML or data-science work mentioned. Core tasks are judgment-heavy, though some routine legal work is automatable.",1,3889756383,gpt-5.4-mini,openai,automatability
0.08,0.34,"Mentions financial systems and data analysis, but no AI/ML work; many billing tasks are structured, though leadership and dispute resolution remain human.",1,3894400072,gpt-5.4-mini,openai,automatability
0.03,0.18,No AI/ML work described; legal interviews and case management are partly routine but still require human judgment.,1,3905350116,gpt-5.4-mini,openai,automatability
0.08,0.42,"Marketing/business development work; mentions social media analytics, but no AI/ML building. Many coordination and content tasks are partly routine.",1,3891266028,gpt-5.4-mini,openai,automatability
0.18,0.22,"Business intelligence and reporting focus, with analytics and data integration; little explicit AI/ML work, and leadership tasks are not highly routine.",1,3905213470,gpt-5.4-mini,openai,automatability
0.01,0.12,"Pure legal advocacy role; no AI/ML or data-science work mentioned. Some routine advice and paperwork, but trials and negotiation limit automation.",1,3884436199,gpt-5.4-mini,openai,automatability
0.02,0.35,"Business development and pitch strategy are human-facing; no AI/ML work mentioned, but some drafting tasks are partially automatable.",1,3889722120,gpt-5.4-mini,openai,automatability
0.01,0.08,"Traditional litigation role; no AI/ML work mentioned. Core tasks are judgment-heavy, though some research and drafting are partially automatable.",1,3905299157,gpt-5.4-mini,openai,automatability
0.02,0.08,"Litigation attorney role; posting emphasizes legal analysis, writing, research, and client defense, not AI or routine machine-executable tasks.",1,3894404033,gpt-5.4-mini,openai,automatability
0.08,0.22,"Finance analytics and software use, but no AI/ML work; many tasks are judgment-heavy, though reporting and modeling are partly automatable.",1,3904991559,gpt-5.4-mini,openai,automatability
0.03,0.12,"Legal product counsel role; mentions technology transactions, not AI/ML work. Drafting and counseling are partly template-based but still judgment-heavy.",1,3900070982,gpt-5.4-mini,openai,automatability
0.02,0.18,No AI/ML work mentioned; legal drafting and due diligence are partly routine but still judgment-heavy.,1,3891075754,gpt-5.4-mini,openai,automatability
0.02,0.18,No AI/ML work mentioned; legal drafting and court work are partly routine but require substantial human judgment.,1,3904409522,gpt-5.4-mini,openai,automatability
0.02,0.62,"No AI/ML work mentioned; many monitoring, recordkeeping, and payment-follow-up tasks are structured and software-assisted.",1,3901351010,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work mentioned; mostly clerical, document handling, and routine case-management tasks.",1,3902877540,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML work mentioned; billing, reporting, and file maintenance are structured, repetitive administrative tasks.",1,3899525345,gpt-5.4-mini,openai,automatability
0.02,0.08,"No AI or data-science work mentioned; legal judgment and client-specific strategy reduce automation, though some drafting/review is routine.",1,3891076389,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML work mentioned; mostly routine drafting, filing, calendaring, and document management tasks.",1,3902880089,gpt-5.4-mini,openai,automatability
0.02,0.18,Contracts attorney role; no AI/ML work mentioned. Drafting and negotiation are partly routine but still require legal judgment.,1,3884804188,gpt-5.4-mini,openai,automatability
0.01,0.42,No AI/ML work mentioned; paralegal litigation support has some routine document and case-management tasks.,1,3888816821,gpt-5.4-mini,openai,automatability
0.01,0.88,"No AI/ML work mentioned; duties are routine administrative, reception, copying, mail, and facilities tasks.",1,3894865804,gpt-5.4-mini,openai,automatability
0.02,0.72,"Administrative scheduling role; no AI/ML work mentioned. Core tasks are routine coordination, communication, and appointment management.",1,3904925056,gpt-5.4-mini,openai,automatability
0.02,0.72,"Legal administrative support role; no AI/ML work mentioned. Many tasks are routine scheduling, billing, proofreading, and reporting.",1,3894293999,gpt-5.4-mini,openai,automatability
0.08,0.42,"Research and competitive intelligence role; little explicit AI/ML work, but some research and reporting tasks are partially automatable.",1,3905839999,gpt-5.4-mini,openai,automatability
0.01,0.18,"No AI/ML work mentioned; legal support tasks are partly routine but require judgment, organization, and client-specific handling.",1,3906071677,gpt-5.4-mini,openai,automatability
0.02,0.12,"Litigation attorney role with research/writing, not AI/ML work; core tasks are judgment-heavy and client-facing, limiting automation.",1,3894980642,gpt-5.4-mini,openai,automatability
0.03,0.72,"No AI/ML work described; mostly scheduling, document handling, reporting, and other routine administrative tasks.",1,3904094319,gpt-5.4-mini,openai,automatability
0.02,0.18,"Pure legal administrative support; no AI/ML work mentioned. Some document, billing, and scheduling tasks are routine but still human-dependent.",1,3891083104,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work mentioned; tasks are mostly document editing, billing, scheduling, and coordination, which are highly routine.",1,3905283993,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI work mentioned; mostly routine legal admin, drafting, calendaring, filing, and scheduling tasks.",1,3902357253,gpt-5.4-mini,openai,automatability
0.01,0.12,"Pure plaintiff litigation role; no AI/ML mentioned. Work is judgment-heavy, though some routine caseload management may be automatable.",1,3905248514,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; mostly clerical, document, scheduling, and filing tasks that software can largely automate.",1,3901936774,gpt-5.4-mini,openai,automatability
0.01,0.03,"Traditional labor attorney role; no AI/ML or data-science work mentioned, and core tasks are judgment-heavy, not routine.",1,3906264232,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML work mentioned; tasks are document, file, and communication heavy, with substantial routine administrative components.",1,3905217036,gpt-5.4-mini,openai,automatability
0.01,0.08,"No AI/ML duties mentioned; litigation work is judgment-heavy, though some drafting and discovery are partially routine.",1,3894889860,gpt-5.4-mini,openai,automatability
0.03,0.18,"Benefits administration and compliance role; no AI/ML work, but some routine reporting and mailbox/process tasks are automatable.",1,3905263595,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML work mentioned; mostly routine legal admin, drafting, scheduling, billing, and document handling.",1,3898177152,gpt-5.4-mini,openai,automatability
0.01,0.08,"Family law attorney role shows no AI/ML work; tasks are judgment-heavy, client-facing, and case-specific, limiting automation.",1,3901350512,gpt-5.4-mini,openai,automatability
0.02,0.18,"Legal writing and research role; no AI/ML mention. Some drafting/research is automatable, but judgment and advice remain human.",1,3891006259,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; clerical, document, calendar, and transcription tasks are highly routine.",1,3902362308,gpt-5.4-mini,openai,automatability
0.03,0.12,"Litigation attorney role; no AI/ML work mentioned. Core tasks are judgment-heavy, though some drafting and discovery are partially automatable.",1,3903489635,gpt-5.4-mini,openai,automatability
0.08,0.34,"Governance, compliance, privacy, and ESG work; little explicit AI/ML use, but some record-keeping and reporting are partially automatable.",1,3904411256,gpt-5.4-mini,openai,automatability
0.02,0.35,"No AI/ML work mentioned; tasks are coordination-heavy, but resume review and scheduling are partly automatable.",1,3904934491,gpt-5.4-mini,openai,automatability
0.02,0.08,"Traditional labor-law practice; no AI/ML work mentioned. Tasks are judgment-heavy legal advising, drafting, and negotiation, not highly routine.",1,3906081948,gpt-5.4-mini,openai,automatability
0.02,0.12,"No AI/ML work mentioned; legal research and drafting are partly automatable, but hearings and client advocacy remain human-heavy.",1,3899523356,gpt-5.4-mini,openai,automatability
0.01,0.88,"Document formatting and basic Excel tasks; no AI/ML work mentioned, and duties are highly routine and repetitive.",1,3906226216,gpt-5.4-mini,openai,automatability
0.02,0.08,"Civil litigation attorney work; no AI/ML duties mentioned, and core legal judgment is not highly routine.",1,3884811053,gpt-5.4-mini,openai,automatability
0.03,0.18,"No AI/ML work mentioned; role is stakeholder coordination and requirements management, partly routine but still judgment-heavy.",1,3898158809,gpt-5.4-mini,openai,automatability
0.03,0.42,"No AI/ML work mentioned; tasks are legal search, document handling, and correspondence, partly routine but still judgment-heavy.",1,3901941438,gpt-5.4-mini,openai,automatability
0.02,0.72,"Administrative trademark support; no AI/ML work mentioned. Many routine docketing, correspondence, forms, and invoice tasks are software-automatable.",1,3894282890,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML work mentioned; mostly clerical, scheduling, e-filing, document prep, and routine administrative support.",1,3904083208,gpt-5.4-mini,openai,automatability
0.03,0.12,"Litigation and IP law role; no AI/ML work mentioned. Some drafting and research are automatable, but core legal judgment remains human.",1,3905340504,gpt-5.4-mini,openai,automatability
0.03,0.18,"Regulatory and patent coordination role; no AI/ML work mentioned. Some document tracking is routine, but legal/regulatory judgment limits automation.",1,3884439240,gpt-5.4-mini,openai,automatability
0.08,0.12,"Patent litigation role; no AI/ML work mentioned. Legal analysis is partly routine, but core advocacy and judgment remain human.",1,3895484767,gpt-5.4-mini,openai,automatability
0.02,0.88,"Administrative IP clerical work; no AI/ML duties mentioned. Tasks are repetitive document handling, filing, scanning, and form processing.",1,3901697658,gpt-5.4-mini,openai,automatability
0.02,0.78,"No AI/ML work mentioned; tasks are structured correspondence review, data entry, and deadline reconciliation, which are highly routine.",1,3905286579,gpt-5.4-mini,openai,automatability
0.08,0.18,"No AI/ML/data-science work mentioned; mostly technical manufacturing, documentation, and process support with some routine elements.",1,3886835801,gpt-5.4-mini,openai,automatability
0.03,0.72,"No AI/ML work described; tasks are mostly research, data entry, communications, and document prep, which are highly automatable.",1,3902355929,gpt-5.4-mini,openai,automatability
0.02,0.78,"No AI/ML work described; tasks are document handling, filing, tracking deadlines, and routine correspondence.",1,3905818355,gpt-5.4-mini,openai,automatability
0.02,0.08,"Legal IP work; no AI/ML duties mentioned. Core tasks are specialized judgment, drafting, and litigation, not routine enough for full automation.",1,3901392759,gpt-5.4-mini,openai,automatability
0.08,0.22,"Patent-focused legal role; mentions AR products but no AI/ML work. Core tasks likely analytical and document-heavy, only partly automatable.",1,3906248706,gpt-5.4-mini,openai,automatability
0.08,0.18,"Patent law role; mentions computer science background but no AI/ML work. Core tasks are specialized legal judgment, not highly routine.",1,3904927018,gpt-5.4-mini,openai,automatability
0.08,0.18,"Patent attorney work is legal drafting and docket management; no AI/ML duties stated, and tasks are judgment-heavy rather than routine.",1,3887709530,gpt-5.4-mini,openai,automatability
0.02,0.08,"Senior partner role in traditional legal practice; no AI/ML work mentioned, and tasks are relationship-driven, strategic, and non-routine.",1,3884921825,gpt-5.4-mini,openai,automatability
0.02,0.42,"Trademark paralegal work is legal filing/search/docketing, with no AI/ML duties; many tasks are structured but still require judgment and client coordination.",1,3889715518,gpt-5.4-mini,openai,automatability
0.02,0.08,Patent law role with chemistry/biology patent prosecution; little indication of AI/ML work and core tasks are largely specialized legal judgment.,1,3899527043,gpt-5.4-mini,openai,automatability
0.02,0.78,"No AI/ML work described; docketing, filings, document prep, and deadline monitoring are highly routine and software-driven.",1,3902952219,gpt-5.4-mini,openai,automatability
0.08,0.12,"Senior legal/policy role; no AI/ML work described. Tasks are strategic, interpersonal, and judgment-based, not routine.",1,3905253017,gpt-5.4-mini,openai,automatability
0.08,0.22,"Systems administration and simulation networking; no explicit AI/ML work, but some routine IT tasks are partially automatable.",1,3887882942,gpt-5.4-mini,openai,automatability
0.03,0.18,"Mechanical patent law role; no AI/ML work mentioned, but some drafting and prosecution tasks are partially automatable.",1,3905299244,gpt-5.4-mini,openai,automatability
0.08,0.34,"No AI/ML duties mentioned; technical support and intelligence-system work may include some routine, partially automatable tasks.",1,3905664643,gpt-5.4-mini,openai,automatability
0.03,0.12,"Patent/IP biology role; no AI or data-science work mentioned. Core work is specialized legal analysis, not highly routine.",1,3899539127,gpt-5.4-mini,openai,automatability
0.03,0.18,"Patent agent role; posting mentions biotech patents and USPTO registration, not AI/ML work. Core tasks likely specialized legal drafting, only partly automatable.",1,3900083258,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work mentioned; document review, filing, correspondence, and typing are fairly routine and software-automatable.",1,3886889316,gpt-5.4-mini,openai,automatability
0.02,0.08,"Patent prosecution role; no AI/ML duties mentioned. Work is specialized legal analysis, not routine enough for full automation.",1,3905255318,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML work mentioned; mostly routine legal admin, research, filing, calendaring, and data entry.",1,3905318127,gpt-5.4-mini,openai,automatability
0.05,0.15,"Patent litigation work is legal advocacy, not AI/ML-focused; tasks are specialized but partly document-driven and routine.",1,3899540094,gpt-5.4-mini,openai,automatability
0.02,0.35,"Posting is about patent/history writing and volunteer coordination, with no AI/ML work; some document-based tasks are routine.",1,3905654276,gpt-5.4-mini,openai,automatability
0.08,0.12,"General IP law role; no AI/ML work mentioned. Core tasks are research, counsel, advocacy, and negotiation, which are not highly routine.",1,3886471794,gpt-5.4-mini,openai,automatability
0.05,0.18,"Project management and legal/risk coordination dominate; no AI/ML work mentioned, though some routine tracking could be automated.",1,3905331222,gpt-5.4-mini,openai,automatability
0.08,0.18,"Patent prosecution and strategy work; no explicit AI/ML duties, and tasks are mostly specialized but partly document-driven.",1,3885111423,gpt-5.4-mini,openai,automatability
0.03,0.18,"Patent prosecution role; no AI/ML work mentioned. Writing-heavy legal-technical tasks are partly automatable, but require judgment.",1,3901990352,gpt-5.4-mini,openai,automatability
0.03,0.18,Patent counsel role; no AI/ML work mentioned. Some due diligence and document review may be partially automatable.,1,3902788330,gpt-5.4-mini,openai,automatability
0.08,0.18,"Patent prosecution role; no AI/ML work mentioned. Some drafting and legal analysis are repetitive, but not fully routine.",1,3888956564,gpt-5.4-mini,openai,automatability
0.03,0.18,SAP CRM/IPM configuration role; no AI/ML work mentioned. Tasks are specialized but largely rule-based implementation and support.,1,3902366890,gpt-5.4-mini,openai,automatability
0.02,0.35,"Patent prosecution role; no AI/ML mentioned. Work is document-heavy and procedural, but requires legal judgment and chemistry expertise.",1,3900088095,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work described; mostly document preparation, deadline tracking, and routine patent filing tasks.",1,3886457801,gpt-5.4-mini,openai,automatability
0.03,0.42,"No AI/ML work mentioned; systems, workflows, troubleshooting, and data integrity suggest moderate automation potential.",1,3905694001,gpt-5.4-mini,openai,automatability
0.03,0.12,"Patent law role; no AI/ML work mentioned. Core tasks are legal judgment and IP protection, only partly routine.",1,3895807207,gpt-5.4-mini,openai,automatability
0.03,0.18,"No AI/ML work mentioned; legal judgment dominates, though some trademark and contract tasks are partly routine.",1,3889718673,gpt-5.4-mini,openai,automatability
0.02,0.72,"No AI/ML work described; mostly document preparation, filing, docketing, file management, and routine coordination.",1,3905397457,gpt-5.4-mini,openai,automatability
0.01,0.72,"No AI/ML work described; tasks are docketing, document prep, compliance review, and standardized patent filings.",1,3894921920,gpt-5.4-mini,openai,automatability
0.34,0.18,"Mentions software, AI, and machine learning experience, but core work is patent drafting, prosecution, and client communication.",1,3903476700,gpt-5.4-mini,openai,automatability
0.02,0.12,"Patent litigation law role; no AI/ML work mentioned. Some drafting/research is routine, but judgment-heavy legal work limits automation.",1,3887868736,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work mentioned; tasks are structured correspondence review, data entry, and docket reconciliation, which are highly routine.",1,3894906623,gpt-5.4-mini,openai,automatability
0.01,0.18,"No AI/ML work mentioned; mostly legal case management, drafting, cite-checking, and document preparation with some routine components.",1,3884808282,gpt-5.4-mini,openai,automatability
0.02,0.78,"No AI/ML work mentioned; tasks are mostly repetitive docketing, recordkeeping, and deadline management.",1,3888956633,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work mentioned; duties are routine patient care and assistance, which are highly standardized.",1,3901697648,gpt-5.4-mini,openai,automatability
0.03,0.22,"Patent prosecution role; no AI/ML mention. Work is specialized legal analysis, partly routine but not mostly machine-doable.",1,3886459420,gpt-5.4-mini,openai,automatability
0.03,0.18,"Pure sales/business development role; no AI/ML work mentioned. Some outreach and qualification tasks are partially automatable, but relationship selling remains human.",1,3905363699,gpt-5.4-mini,openai,automatability
0.08,0.18,"Patent licensing work is legal/technical, not AI-focused; tasks require judgment, negotiation, and analysis beyond routine automation.",1,3885112302,gpt-5.4-mini,openai,automatability
0.03,0.62,"No AI/ML duties listed; work is mostly drafting, coordination, campaign planning, and routine marketing support.",1,3906229818,gpt-5.4-mini,openai,automatability
0.02,0.18,"Legal paralegal work; mentions research and document prep, but no AI/ML duties. Some routine drafting and cite-checking are partially automatable.",1,3901636016,gpt-5.4-mini,openai,automatability
0.08,0.12,"Patent law role; mentions computer science background, but posting centers on legal prosecution and business development, not AI work.",1,3905882812,gpt-5.4-mini,openai,automatability
0.03,0.42,"Patent prosecution and scientific analysis are not AI-focused; many drafting, search, and docketing tasks are partly routine and document-based.",1,3904362764,gpt-5.4-mini,openai,automatability
0.05,0.12,"Patent attorney work is legal/IP-focused; posting mentions automated testing systems, not AI/ML or routine machine-executable tasks.",1,3906258372,gpt-5.4-mini,openai,automatability
0.03,0.42,"Traditional network engineering and documentation; no AI/ML mentioned. Some routine design, configuration, and record-keeping could be partially automated.",1,3903477273,gpt-5.4-mini,openai,automatability
0.02,0.62,"No AI/ML work described; mostly routine patent filing, docketing, database research, and document preparation.",1,3901993846,gpt-5.4-mini,openai,automatability
0.02,0.18,"No AI/ML work mentioned; mostly implementation, training, validation, and troubleshooting with some routine process steps.",1,3903431490,gpt-5.4-mini,openai,automatability
0.01,0.08,"Clinical psychiatric care role; no AI/ML work mentioned. Core tasks are judgment-based, not highly routine or easily automated.",1,3905376537,gpt-5.4-mini,openai,automatability
0.01,0.08,"Psychiatrist role centers on clinical judgment and interpersonal care; only mentions EMR and documentation, not AI work.",1,3902754765,gpt-5.4-mini,openai,automatability
0.08,0.72,"Medical coding uses software, not AI development; standardized coding and audit queues are highly automatable.",1,3905239437,gpt-5.4-mini,openai,automatability
0.03,0.12,"Patent litigation role; no AI/ML work mentioned. Core tasks are legal analysis and advocacy, only partly routine.",1,3904704943,gpt-5.4-mini,openai,automatability
0.01,0.12,"Direct patient care and documentation; no AI/ML work described, though some routine records may be automatable.",1,3906255396,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work mentioned; docketing, database searches, calendaring, and standard reports are highly routine and software-driven.",1,3905818736,gpt-5.4-mini,openai,automatability
0.03,0.18,"Sales/account management role; mentions IP portfolio and technical proposals, but no AI/ML work and core tasks are relationship-driven.",1,3901942329,gpt-5.4-mini,openai,automatability
0.08,0.22,"Patent prosecution and scientific analysis are legal-technical, not AI-focused; some drafting and docketing are routine but still judgment-heavy.",1,3904365689,gpt-5.4-mini,openai,automatability
0.03,0.12,"Senior IP lawyer role; no AI/ML work mentioned. Core tasks are judgment-heavy legal advising, not highly routine.",1,3902932319,gpt-5.4-mini,openai,automatability
0.02,0.78,"No AI/ML work described; tasks are mostly document, filing, billing, calendar, and data-entry routines.",1,3905813873,gpt-5.4-mini,openai,automatability
0.03,0.42,"No AI/ML work described; onboarding, coordination, training, and customer support are partly routine but still human-facing.",1,3904365545,gpt-5.4-mini,openai,automatability
0.01,0.42,"No AI/ML work mentioned; many document, docketing, and administrative tasks are routine but still require legal judgment.",1,3899594219,gpt-5.4-mini,openai,automatability
0.03,0.18,"Patent prosecution uses legal/technical analysis, not AI work; some drafting is routine, but judgment and examiner interaction remain substantial.",1,3906097395,gpt-5.4-mini,openai,automatability
0.18,0.08,"Patent litigation uses technical knowledge, but posting emphasizes legal advocacy, not AI/ML work or routine machine-executable tasks.",1,3904512281,gpt-5.4-mini,openai,automatability
0.02,0.18,"Patent prosecution and scientific analysis, not AI/ML work; some drafting, searching, and docketing are partially routine but still judgment-heavy.",1,3904962199,gpt-5.4-mini,openai,automatability
0.08,0.22,"Strategy-heavy IP operations role; no explicit AI/ML work, but some workflow and program tasks are partially automatable.",1,3905681920,gpt-5.4-mini,openai,automatability
0.03,0.08,"Patent/IP attorney role; no AI/ML work described, and tasks are legal judgment and support rather than routine machine-executable work.",1,3901670559,gpt-5.4-mini,openai,automatability
0.03,0.12,"Patent prosecution and licensing legal work; no AI/ML duties mentioned, but some drafting and review tasks are partially automatable.",1,3899532836,gpt-5.4-mini,openai,automatability
0.01,0.78,"No AI/ML work described; mostly repetitive calendaring, database updates, correspondence handling, and deadline monitoring.",1,3884440113,gpt-5.4-mini,openai,automatability
0.02,0.18,"Network engineering role; no AI/ML mentioned. Work is technical but includes troubleshooting, testing, and coordination, limiting full automation.",1,3903476353,gpt-5.4-mini,openai,automatability
0.08,0.18,"IP attorney work is legal drafting and advising, not AI-focused; some routine document work is partially automatable.",1,3890892681,gpt-5.4-mini,openai,automatability
0.08,0.12,"Litigation partner role; mentions technology clients, but no AI/ML work. Core tasks are high-skill, judgment-heavy, not routine.",1,3884443144,gpt-5.4-mini,openai,automatability
0.01,0.12,No AI/ML work mentioned; assessment and crisis counseling are human-centered but partly standardized.,1,3894289282,gpt-5.4-mini,openai,automatability
0.02,0.12,"Patent law role with technical background, but no mention of AI/ML work; core tasks likely specialized legal analysis, not highly routine.",1,3905860874,gpt-5.4-mini,openai,automatability
0.03,0.12,"Trademark law work shown; no AI/ML duties. Some routine prosecution tasks are partially automatable, but counseling and enforcement are not.",1,3905366551,gpt-5.4-mini,openai,automatability
0.18,0.12,"ASIC IP pre-sales and implementation role; mentions AI industry context, but no direct AI/ML work and tasks appear specialized, not routine.",1,3905865142,gpt-5.4-mini,openai,automatability
0.02,0.78,"No AI/ML work described; mostly repetitive filing, tracking, drafting, and document-processing tasks.",1,3905815732,gpt-5.4-mini,openai,automatability
0.02,0.08,"Trademark litigation associate; no AI/ML or data-science duties mentioned, and work centers on judgment, writing, client counseling, and case management.",1,3890887462,gpt-5.4-mini,openai,automatability
0.03,0.02,"Senior law-firm partner role focused on client relationships, strategy, and business development; no AI or routine machine-like tasks.",1,3904572369,gpt-5.4-mini,openai,automatability
0.03,0.08,"Clinical therapy role; mentions advanced technology/robotics, but core work is hands-on patient care and treatment planning.",1,3905340015,gpt-5.4-mini,openai,automatability
0.08,0.12,"IP summer associate role; mentions computer science background but no AI/ML work, and tasks are legal, mentoring, client-service oriented.",1,3887882930,gpt-5.4-mini,openai,automatability
0.03,0.18,"Network engineering role; mentions design, configuration, documentation, not AI/ML. Some routine tasks are automatable, but many require judgment.",1,3903473827,gpt-5.4-mini,openai,automatability
0.02,0.78,"Accounting and reconciliation work is routine; no AI, ML, or data-science duties are mentioned.",1,3895538726,gpt-5.4-mini,openai,automatability
0.01,0.72,"Warehouse shipping/receiving role; no AI/ML work mentioned. Core tasks are routine logistics and inventory handling, highly automatable.",1,3905337929,gpt-5.4-mini,openai,automatability
0.02,0.78,"No AI/ML work mentioned; mostly routine production, cleaning, and basic reporting tasks.",1,3904998177,gpt-5.4-mini,openai,automatability
0.01,0.35,"No AI/ML duties mentioned; mostly routine clinical and front-office support, though patient interaction limits full automation.",1,3904728333,gpt-5.4-mini,openai,automatability
0.02,0.42,"No AI/ML mentioned; mostly logistics, recordkeeping, and scheduling with some judgment and coordination.",1,3900979151,gpt-5.4-mini,openai,automatability
0.08,0.34,"Demand planning and analytics role; little explicit AI/ML work, but some forecasting tasks are partially automatable.",1,3886835648,gpt-5.4-mini,openai,automatability
0.18,0.22,"Digital systems support and Power BI/Power Automate suggest some tech exposure, but no AI/ML work; tasks seem partly administrative and support-oriented.",1,3906094556,gpt-5.4-mini,openai,automatability
0.03,0.18,"Analytical chemistry role uses instruments and lab methods, not AI; some routine analysis is automatable, but oversight and validation remain human.",1,3899519649,gpt-5.4-mini,openai,automatability
0.03,0.22,Marketing strategy role; no AI/ML work mentioned. Some routine campaign and KPI tasks could be partially automated.,1,3904388188,gpt-5.4-mini,openai,automatability
