p_exposure,p_automatable,rationale,raw_ok,job_id,model
0.03,0.34,"Pure sales/marketing role with reports; little AI or data-science work, though some routine outreach is partially automatable.",1,3889443479,gpt-5.4-mini
0.07,0.44,"No AI/ML work described; mostly field inspections, claims assessment, reporting, and compliance-driven repetitive procedures.",1,3894285499,gpt-5.4-mini
0.02,0.78,Customer-facing inside sales and lead processing; no AI/ML work mentioned. Routine calls and standardized lead handling are highly automatable.,1,3902922510,gpt-5.4-mini
0.02,0.65,"No AI/ML or data work mentioned; duties are standard customer service, claims processing, and recordkeeping.",1,3902359225,gpt-5.4-mini
0.02,0.58,"Portfolio management and reporting role; no AI/ML work mentioned, but many coordination and metrics tasks are software-automatable.",1,3901360661,gpt-5.4-mini
0.02,0.55,"No AI/ML work listed; tasks are mostly routine clinical admin and data entry, somewhat automatable.",1,3905862226,gpt-5.4-mini
0.02,0.12,"Web/software integration role; no AI/ML mention. Some routine coding and support, but includes complex design, testing, and monitoring.",1,3886881050,gpt-5.4-mini
0.02,0.18,"Clinical care coordination and assessments; no AI/ML work mentioned. Some documentation/scheduling is routine, but core nursing judgment limits automation.",1,3903890231,gpt-5.4-mini
0.04,0.28,"Claims adjusting work; no AI/ML duties mentioned. Some routine information processing, but substantial judgment and customer interaction remain.",1,3895550603,gpt-5.4-mini
0.96,0.22,"Explicit ML, GLMs, SQL, Python/R, and process automation; senior actuarial work is specialized and managerial.",1,3904576777,gpt-5.4-mini
0.12,0.61,"Data engineering and ETL/SQL work; little explicit AI/ML, but many routine database integration tasks are automatable.",1,3886885164,gpt-5.4-mini
0.02,0.72,"Posting describes in-person auto appraisal/inspection work, with no AI, ML, or data-science duties mentioned.",1,3901357011,gpt-5.4-mini
0.02,0.14,"Project-management and client-coordination role; no AI/ML work mentioned, and tasks are moderately administrative but relationship-heavy.",1,3904369126,gpt-5.4-mini
0.01,0.18,"Insurance agency ownership, sales and marketing focused; no AI or data-science work described, moderate routine automation risk.",1,3901944486,gpt-5.4-mini
0.05,0.78,"No AI or data science work described; mostly repetitive accounting, processing, and compliance tasks.",1,3903825337,gpt-5.4-mini
0.01,0.22,"Pure sales/relationship-building role; no AI, analytics, or model work mentioned. Some repetitive sales support tasks could be automated.",1,3889111458,gpt-5.4-mini
0.01,0.12,"Pure sales/relationship management role; no AI, data science, or model-building mentioned. Some outreach tasks are routine but mostly human-driven.",1,3901362247,gpt-5.4-mini
0.03,0.72,"Sales and client-service insurance role; no AI/ML work, but many routine information, pricing, and coverage tasks are automatable.",1,3902363671,gpt-5.4-mini
0.02,0.46,"Claims adjusting work is administrative and investigative, with little AI/ML use; many repetitive documentation and phone-based tasks could be automated.",1,3905813943,gpt-5.4-mini
0.03,0.32,"No AI/ML work described; mostly routine account servicing, documentation, quotes, and reconciliation tasks.",1,3905364704,gpt-5.4-mini
0.08,0.55,"Cyber advisory and client service role; little AI/ML work, but some routine policy and proposal tasks are automatable.",1,3904700847,gpt-5.4-mini
0.02,0.56,"Pure accounting role; no AI/ML work. Many recurring reporting, reconciliation, and posting tasks are software-automatable.",1,3894949279,gpt-5.4-mini
0.97,0.08,"Explicit data science, predictive modeling, AI/ML, Azure ML, and generative AI; core work is analytical, not routine automation-prone.",1,3903811108,gpt-5.4-mini
0.22,0.14,"Data engineering role; supports data science projects but posting emphasizes pipelines, SQL, Python, and maintenance rather than AI/ML or routine clerical work.",1,3886881338,gpt-5.4-mini
0.01,0.72,Customer service and sales role; no AI/ML work mentioned. Many tasks are routine member support and information handling.,1,3904707446,gpt-5.4-mini
0.15,0.35,"Uses data analysis tools, but role is mainly client-facing benefits consulting and relationship management, not AI work.",1,3902352616,gpt-5.4-mini
0.02,0.18,"No AI/ML work mentioned; mostly human coordination, portfolio oversight, communication, and routine project-management tasks.",1,3894917583,gpt-5.4-mini
0.01,0.95,"No AI/ML work mentioned; duties are highly routine, supervised safety monitoring and rule enforcement.",1,3904719000,gpt-5.4-mini
0.02,0.72,Sales and client advising; no AI/ML work mentioned. Scripted lead calls and plan selection are largely routine and automatable.,1,3904931995,gpt-5.4-mini
0.02,0.18,"Claims handling role; no AI/ML work mentioned. Some routine document and case management tasks, but complex judgment limits automation.",1,3904392379,gpt-5.4-mini
0.02,0.72,"No AI/ML or data work mentioned; mostly routine customer service, quoting, payments, and scheduling.",1,3885106039,gpt-5.4-mini
0.05,0.41,"Claims inspection and adjustment work; little AI/ML use, but some routine reporting and audits are computerizable.",1,3894283852,gpt-5.4-mini
0.03,0.58,No AI/ML duties mentioned; insurance/customer-support style work seems partly routine and process-driven.,1,3903843288,gpt-5.4-mini
0.05,0.25,"Client consulting and presentation drafting; little evidence of AI/ML work, moderate routine analysis and project support.",1,3904363550,gpt-5.4-mini
0.02,0.32,"No AI/ML work described; some coordination tasks are standardized, but many require judgment and human communication.",1,3894609016,gpt-5.4-mini
0.02,0.88,"No AI/ML work described; mainly repetitive policy processing, correspondence handling, and standardized customer service tasks.",1,3904956595,gpt-5.4-mini
0.95,0.32,"Explicitly supports AI-driven software and complex data use; role is analytical and design-heavy, not mostly routine.",1,3894297157,gpt-5.4-mini
0.08,0.18,"Consulting and client interaction; mentions analysis and insights, but no clear AI/ML work or highly routine tasks.",1,3894563104,gpt-5.4-mini
0.02,0.12,"No AI/ML duties listed; mostly contractor management, monitoring, prioritization, and pricing research.",1,3904061258,gpt-5.4-mini
0.12,0.18,"Product design role; mentions user research and strategy, but no direct AI/ML work and core tasks are not highly routine.",1,3895806568,gpt-5.4-mini
0.14,0.56,"Uses risk adjustment models, but mainly chart coding and audit review; repetitive clerical coding tasks are moderately automatable.",1,3901379418,gpt-5.4-mini
0.01,0.65,"Pure inbound sales role; no AI/ML work mentioned. Repetitive calls, pitching, and standard inquiries make it fairly automatable.",1,3904428685,gpt-5.4-mini
0.02,0.35,"Sales/insurance account executive role; little evidence of AI/ML work, but some repetitive prospecting and option analysis could be automated.",1,3891077221,gpt-5.4-mini
0.08,0.32,"Mostly brokerage operations, reviews, and mentoring; some data interpretation, but no clear AI/ML or highly routine task focus.",1,3904363642,gpt-5.4-mini
0.04,0.18,"Engineering leadership and product delivery role; no AI/ML work mentioned. Mostly coordination and strategic management, only modestly automatable.",1,3905325920,gpt-5.4-mini
0.72,0.34,Explicit ML/GLMs and SQL suggest AI/data methods; actuarial judgment and client advising reduce automation risk.,1,3901940491,gpt-5.4-mini
0.04,0.41,"Investment operations, reconciliations, settlements, and workflow coordination; no explicit AI, ML, or data-science work.",1,3904720631,gpt-5.4-mini
0.01,0.18,Sales/customer service role with basic computer use; no AI/ML or data-science work described.,1,3894873241,gpt-5.4-mini
0.01,0.3,"No AI/ML work described; tasks are customer service, scheduling, quoting, calls, and routine transactions, partly automatable.",1,3902365119,gpt-5.4-mini
0.01,0.12,"Relationship-driven financial advising; no AI/ML mention. Core work is human client interaction, though some routine advice tasks are partially automatable.",1,3887489526,gpt-5.4-mini
0.06,0.34,"No AI/ML work mentioned; role is systems analysis and coordination, but some requirements/problem-solving tasks are partly automatable.",1,3886876765,gpt-5.4-mini
0.08,0.67,"Standard FP&A reporting and modeling; little evidence of AI/ML work, but many routine analytical tasks are automatable.",1,3901340418,gpt-5.4-mini
0.03,0.62,"Sales/insurance development role; no AI or data-science work mentioned. Core tasks appear client-facing and lead-driven, somewhat automatable.",1,3885111333,gpt-5.4-mini
0.08,0.22,"Uses planning software and financial models, not AI/ML; some reporting work is structured, but stakeholder-driven FP&A limits automation.",1,3888824177,gpt-5.4-mini
0.03,0.72,"Client service and application processing; no AI/ML work mentioned. Core tasks are repetitive liaison, forms, and account approval.",1,3901940324,gpt-5.4-mini
0.02,0.63,"Client service and submission assembly; no AI/ML work mentioned, and tasks appear moderately routine and process-driven.",1,3904363562,gpt-5.4-mini
0.02,0.12,"Contract attorney work is legal drafting and negotiation, not AI/ML; some document review is somewhat automatable.",1,3902733623,gpt-5.4-mini
0.01,0.35,"No AI/ML work described; mostly document drafting, filing, research, and routine compliance tasks with some judgment.",1,3903423817,gpt-5.4-mini
0.03,0.18,"Client-facing financial advising role; no AI/ML work mentioned. Some repetitive analysis and communication, but relationship-driven tasks limit automation.",1,3904724541,gpt-5.4-mini
0.01,0.82,"Administrative sales support; no AI/ML work described. Many routine scheduling, quoting, paperwork, and notices are highly automatable.",1,3905344957,gpt-5.4-mini
0.01,0.12,"Direct nursing care role; no AI/ML work mentioned. Some documentation/coordination is routine, but core care tasks are hands-on and less automatable.",1,3888478337,gpt-5.4-mini
0.02,0.72,"Pure sales/service role; no AI or data work mentioned, and tasks appear largely scripted, repetitive, and customer-facing.",1,3903444840,gpt-5.4-mini
0.03,0.32,"Insurance account management is client-facing and manual; posting contains no AI/ML work, though some paperwork is routine.",1,3898163720,gpt-5.4-mini
0.09,0.34,"FinOps and cloud cost management, not AI/ML work; some reporting is routine, but stakeholder judgment keeps automation moderate.",1,ebc93119d739,gpt-5.4-mini
0.92,0.18,"Role directly supports AI training via human conversations; tasks are interactive and language-based, not highly routine.",1,83206009197c,gpt-5.4-mini
0.03,0.18,"Policy support role; no AI/ML or data-science duties mentioned. Some documentation work is routine, but much is advisory and contextual.",1,f94838e4b5b1,gpt-5.4-mini
0.01,0.12,"Traditional underwriting and relationship management; no AI, ML, or data-science work described.",1,7d869e305f66,gpt-5.4-mini
0.02,0.12,"Posting is for regional sales/distribution; no AI, ML, or data science work described. Core duties appear mostly relationship and product sales, not highly routine.",1,7e953af3f3b6,gpt-5.4-mini
0.02,0.89,"Routine custodial cleaning; no mention of AI, data, or analytical work.",1,089100db3975,gpt-5.4-mini
0.12,0.48,"Compliance/GRC role with no direct AI work; many tasks are process-driven, documentation-heavy, and partially automatable.",1,ebad20eb6e69,gpt-5.4-mini
0.06,0.22,"Quality engineering and process validation are central; no indication of AI, ML, or data-science work. Some tasks are structured, but not highly routine.",1,d54fd4f740cb,gpt-5.4-mini
0.03,0.61,"Sales/insurance brokerage role; no AI/ML work mentioned. Core activities sound routine, scripted, and system-driven.",1,237834494ad4,gpt-5.4-mini
0.03,0.62,Customer service/admin role; no AI or data work mentioned. Routine paperwork and support tasks are fairly automatable.,1,03138b9fae8c,gpt-5.4-mini
0.07,0.12,"Role focuses on asset management, energy usage review, O&M oversight, and mentoring; no explicit AI, ML, or data-science work.",1,21ee23384eac,gpt-5.4-mini
0.03,0.18,"Quality assurance/vendor management role; no AI or data-science work mentioned, but some compliance tasks are partly routine.",1,f1e2c634e535,gpt-5.4-mini
0.05,0.32,"Real estate acquisition analyst; mentions financial modeling and board presentations, not AI/ML work. Some routine analysis may be automatable.",1,e64fa984d9e1,gpt-5.4-mini
0.03,0.12,"Financial business partner role; emphasizes budgeting, analysis, and stakeholder coordination, with no AI/ML work and limited routine automation.",1,1644a2770f45,gpt-5.4-mini
0.02,0.45,Sales and customer service dominate; no AI/ML work mentioned. Some routine lead handling and policy matching could be automated.,1,77f7abbfb7d9,gpt-5.4-mini
0.97,0.12,"AI product manager role centered on agent-enabled products; strategy-heavy, not routine or easily automated.",1,10f47c5edd61,gpt-5.4-mini
0.02,0.31,"No AI/ML work mentioned; tasks are relationship-driven, though some credit analysis and portfolio monitoring are partially routine.",1,0da76255c624,gpt-5.4-mini
0.07,0.45,"Policy analyst role; no AI/ML duties shown. Tasks likely research, writing, and review, partly routine but not highly automatable.",1,3883eea3b2ef,gpt-5.4-mini
0.02,0.12,"Insurance portfolio management; no AI, data science, or repetitive clerical task detail appears in the posting.",1,e629254cc4ab,gpt-5.4-mini
0.01,0.32,"Credit underwriting and negotiations dominate; no AI/ML work described, though some routine risk analysis is partially automatable.",1,9df5cccd3762,gpt-5.4-mini
0.18,0.08,"Insurance underwriting leadership mentions data-driven innovation, but no AI/ML work; strategic judgment makes it hard to automate.",1,989f28775547,gpt-5.4-mini
0.01,0.05,"Pure pickleball coaching role; no AI, ML, data science, or routine computerizable tasks described.",1,0fd1bee9289f,gpt-5.4-mini
0.02,0.12,"Wildfire risk reduction and policy/community outreach, not AI/ML work; tasks are judgment-heavy, field-based, and policy-oriented.",1,02db4703f333,gpt-5.4-mini
0.04,0.72,"Posting is hands-on composite fabrication, not AI work; trimming and drilling are repetitive and machine-friendly.",1,278b16baabcb,gpt-5.4-mini
0.02,0.72,"Payroll processing is administrative and rule-based; no indication of AI/ML work, though many tasks are software-automatable.",1,6aebc9e57d61,gpt-5.4-mini
0.08,0.16,"Rail consulting/analysis role; no explicit AI/ML work, and tasks seem specialized judgment-based rather than highly routine.",1,eceaa2cedb15,gpt-5.4-mini
0.01,0.05,"Pediatrician role: direct patient care, not AI/ML work; clinical judgment limits automation despite routine visits.",1,56f2768a796a,gpt-5.4-mini
0.01,0.15,Teacher role; no evidence of AI/ML work. Some routine administrative tasks may be partially automatable.,1,aa5463a7ee7e,gpt-5.4-mini
0.02,0.35,"Sales/insurance role; no AI, ML, or data work mentioned. Some routine sales tasks exist, but human interaction remains central.",1,01eabdf0175b,gpt-5.4-mini
0.02,0.32,"Credit recovery/loan restructuring role; no AI or data science work, but some repetitive analysis and collection tasks are partially automatable.",1,ba305d9bfd76,gpt-5.4-mini
0.02,0.22,"Compensation/benefits legal associate; no AI/ML work mentioned. Tasks are specialized but largely document and analysis-heavy, partly automatable.",1,5905faa978fb,gpt-5.4-mini
0.03,0.12,"Policy support and technical assistance only; no clear AI, ML, data science, or highly routine task description.",1,69e01d406105,gpt-5.4-mini
0.05,0.12,"Security engineering in federal IT; posting emphasizes operations and program support, not AI/ML or highly routine tasks.",1,ac20b89b8f8d,gpt-5.4-mini
0.02,0.78,Patient service/admin role with no AI or data-science duties; mostly routine customer service and scheduling work.,1,ab66cd3067a1,gpt-5.4-mini
0.08,0.34,"Client-facing financial advising; mentions digital technology but no AI/ML work. Advice tasks are partly routine, yet relationship-heavy.",1,15dfab2ae352,gpt-5.4-mini
0.03,0.84,"Operational finance work; no AI/ML mention. Reconciliation, collateral optimization, and settlement are highly routine.",1,54c0dc325c90,gpt-5.4-mini
0.03,0.28,"Insurance underwriting role with no AI/ML duties; some analysis is judgment-based, though quotation work is partially routine.",1,c1f5d0ddfa0d,gpt-5.4-mini
0.01,0.35,"Automotive finance role; no AI/ML duties mentioned, but some routine financial paperwork and processing may be automatable.",1,cbedc3ee5434,gpt-5.4-mini
0.02,0.18,"Clinical documentation supervision; no AI or data-science work described, though some planning/administrative tasks may be automatable.",1,4316f1040ea7,gpt-5.4-mini
0.06,0.28,"Traditional equity research support role; mentions topical research, not AI/ML. Some analysis is routine and data-driven, but not highly automatable.",1,f8531b08236f,gpt-5.4-mini
0.03,0.72,"Traditional banking analysis, modeling, research, and materials prep; no AI/ML duties mentioned, but many tasks are computer-assisted and routine.",1,3719e7f73b9a,gpt-5.4-mini
0.28,0.54,"Uses Power BI/SQL and large-data analysis, but role is FP&A reporting and forecasting rather than AI/ML work; tasks are fairly routine.",1,56f41004fe73,gpt-5.4-mini
0.05,0.12,"Underwriting strategy role; mentions tools and frameworks, but no clear AI/ML, and core work appears judgment-heavy rather than routine.",1,6f1659bc9bd7,gpt-5.4-mini
0.05,0.68,"Requirements-focused business analyst role; no AI/ML work mentioned. Mostly document, coordinate, and specify rules-driven workflows.",1,3f938fff1991,gpt-5.4-mini
0.08,0.45,"Budget analysis and decision support, with no AI/ML mention; moderate routine reporting and planning tasks.",1,10c410460b2c,gpt-5.4-mini
0.03,0.34,"Credit underwriting and team leadership, with no mention of AI/ML; analysis is partly judgment-based but some tasks are routine.",1,a06c7a17b05a,gpt-5.4-mini
0.01,0.08,"Safety director in painting/construction; no AI or data work mentioned, and duties appear mostly human oversight and compliance.",1,9fb16d343d10,gpt-5.4-mini
0.03,0.27,"Policy and reimbursement analysis; no AI/ML work. Some routine information gathering, but judgment-heavy healthcare policy tasks limit automation.",1,50f3a26fc46f,gpt-5.4-mini
0.05,0.55,"Insurance underwriting uses analysis, but posting mentions no AI/ML; routine policy assessment suggests moderate automation risk.",1,b03e9322edf2,gpt-5.4-mini
0.08,0.43,"Financial analyst in supplier risk management; no AI/ML mention. Some repetitive analysis, but human judgment and collaboration remain significant.",1,f6b49a77bd9d,gpt-5.4-mini
0.03,0.72,Generic financial analyst posting; no AI/ML mention. Core finance/reporting work appears largely routine and software-driven.,1,a3497b5957f9,gpt-5.4-mini
0.02,0.58,"No AI or data work mentioned; underwriting follows rules and guidelines, suggesting moderate routine decision automation.",1,8adcf62ccfef,gpt-5.4-mini
0.03,0.32,"No AI/data-science duties stated; mostly relationship-building and business support, with some potentially routine sales-administrative work.",1,a12a00a555bf,gpt-5.4-mini
0.02,0.83,"No AI/ML work mentioned; high-volume appeals review and queue handling are mostly standardized, repetitive tasks.",1,d675754c44d6,gpt-5.4-mini
0.88,0.22,"AI-native product, AI-scored mock interviews, live AI support, and built-in resume checker suggest direct AI work; content creation itself is less automatable.",1,98d2fd7face0,gpt-5.4-mini
0.02,0.68,"Underwriter role shows no AI/ML work; tasks appear rule-based, repetitive, and largely information-processing.",1,de28f0b8dcc4,gpt-5.4-mini
0.01,0.28,Resident-focused operations and communication role; no AI/ML work mentioned. Some administrative coordination is software-assisted and partly routine.,1,83f596c2f627,gpt-5.4-mini
0.01,0.77,"Outdoor landscaping labor; no AI/ML work mentioned. Tasks are routine physical maintenance, making automation moderately high.",1,852abbfa4c4e,gpt-5.4-mini
0.12,0.41,"Credit analysis and risk judgment use data, but no AI/ML work is described; some repetitive loan evaluation is potentially automatable.",1,2401db1698da,gpt-5.4-mini
0.18,0.41,"Primarily financial systems/reporting work; mentions data analysis and new technologies, but no explicit AI/ML use.",1,4c5539abeb72,gpt-5.4-mini
0.03,0.35,No AI/ML work described; customer inquiry resolution and transaction reconciliation are partly standardized and automatable.,1,2604025f0a65,gpt-5.4-mini
0.03,0.62,"Benefits administration role; little AI/ML work mentioned, but many routine administrative tasks are software-automatable.",1,c4fc1d2564ca,gpt-5.4-mini
0.08,0.18,"Insurance underwriter role; no AI/ML work mentioned. Some judgment-based review, but parts may be partially automated.",1,aea76f7bcfa6,gpt-5.4-mini
0.03,0.55,"Life underwriter role; no AI/ML duties mentioned. Core underwriting decisions appear rules-based and repetitive, though some judgment remains.",1,98d49003d664,gpt-5.4-mini
0.12,0.31,"Compensation analysis uses data but not AI/ML; some standardized tasks exist, though judgment and consulting reduce automation.",1,fb764e77abe1,gpt-5.4-mini
0.03,0.42,"Insurance underwriting uses analysis but no AI/ML work is described; many tasks are judgment-based, though some routine assessment could be automated.",1,74067665f0a7,gpt-5.4-mini
0.84,0.18,"Explicit LLM and applied AI interest; role centers on policy research and project coordination, not routine automatable work.",1,3794821633b6,gpt-5.4-mini
0.01,0.05,"Leadership program in property management; no AI, ML, data science, or technical analysis mentioned.",1,aa3d2d99cb51,gpt-5.4-mini
0.01,0.78,No AI/ML or data work described; mostly routine inventory coordination and issue notification tasks.,1,8301d48b99f2,gpt-5.4-mini
0.01,0.18,"Sales/marketing field role; no AI, ML, or data-science work mentioned. Some repetitive retail-driving tasks are only partly automatable.",1,cd8d3443205b,gpt-5.4-mini
0.02,0.35,Insurance claims management; no AI/ML work mentioned. Some routine adjusting tasks could be partly automated.,1,dd9780bc526e,gpt-5.4-mini
0.03,0.18,"Generic delivery management role; no AI/ML work described, but some coordination tasks may be partially automatable.",1,d3c2269a0c11,gpt-5.4-mini
0.03,0.72,Sales outreach role; no AI/ML or data-science work described. Core tasks like calls and introductions are partly routine and scriptable.,1,2de5c7ff618e,gpt-5.4-mini
0.08,0.72,"Uses software and data tools for credit analysis, but no AI/ML work; many standardized underwriting tasks are routine and repeatable.",1,ad8c3f82b4f5,gpt-5.4-mini
0.82,0.34,"Analyst role with pricing analytics suggests data/quant methods, but strategic human judgment reduces automation risk.",1,19d1849c1989,gpt-5.4-mini
0.02,0.08,"Compliance role focused on laws, risks, and governance; no AI/ML work and tasks are largely judgment-based.",1,bb3d69eb8069,gpt-5.4-mini
0.05,0.28,"Workday HCM configuration/support role; little AI/ML work, but some routine system tasks are partially automatable.",1,8bd90feaefe3,gpt-5.4-mini
0.01,0.88,Pure inside sales/calling role with no AI or data-science duties; tasks are highly repetitive and structured.,1,270344fee3e5,gpt-5.4-mini
0.02,0.12,"Insurance underwriting role; no AI/ML mention. Some document review is routine, but complex judgment and communication reduce automation.",1,1419d49d3fc3,gpt-5.4-mini
0.03,0.12,"Banking role with no AI, ML, or data-science duties described; likely relationship- and judgment-based rather than routine.",1,5554176f1f27,gpt-5.4-mini
0.01,0.18,Security guard role; no AI/ML duties mentioned. Some routine patrol/monitoring tasks are partially automatable.,1,f67ac45838ed,gpt-5.4-mini
0.05,0.32,"Policy analysis and literature review role; no AI/ML work, though some document and data tasks are partially routine.",1,9ea9c6792b83,gpt-5.4-mini
0.01,0.82,"Cleaning role with no AI/ML work; tasks are largely routine, repetitive, and physically procedural.",1,6b6793f20f29,gpt-5.4-mini
0.07,0.44,"Policy/governance work with risk and compliance assessments; no mention of AI/ML, but some drafting and coordination are routine.",1,ca2a10ad447b,gpt-5.4-mini
0.02,0.18,"Sales/relationship-focused insurance role; no AI, data science, or modeling duties mentioned. Some routine outreach tasks may be partially automatable.",1,49d9d3d1e12d,gpt-5.4-mini
0.03,0.62,Administrative patient-navigation role; no AI/ML work mentioned. Many tasks appear routine coordination and record handling.,1,f0949e04e0bf,gpt-5.4-mini
0.02,0.22,"Escrow support and settlement tasks; no AI/ML work described, though some clerical processing could be automated.",1,155e0b863b6c,gpt-5.4-mini
0.02,0.2,"Traditional life underwriting; analyzes applications by established policies, with no AI/ML or data-science work mentioned.",1,2a184235a06d,gpt-5.4-mini
0.02,0.62,"Pricing/bid analyst sounds spreadsheet- and process-driven, with no mention of AI, ML, or data science work.",1,f34175ec17fe,gpt-5.4-mini
0.02,0.77,"No AI/ML work described; mostly repetitive HR benefits processing, reporting, and system data entry.",1,bff42fb75eb9,gpt-5.4-mini
0.05,0.42,"Business analyst role centered on requirements translation and stakeholder coordination, not AI/ML work; some analysis tasks are partially automatable.",1,378e5cb4f8b5,gpt-5.4-mini
0.05,0.18,"FP&A financial analyst role; posting mentions AI company but job tasks are budgeting, forecasting, reporting, and analysis.",1,6dd6c0a1727e,gpt-5.4-mini
0.99,0.07,"Explicit prompt engineering, data analytics, LLMs, and workflow automation; role is analytical and AI-building, not routine enough to automate.",1,6089a4c6b8a2,gpt-5.4-mini
0.2,0.12,"Underwriting role with actuarial analysis and data use, but no explicit AI/ML work; judgment-heavy, relationship-driven tasks reduce automation risk.",1,41b7c630308f,gpt-5.4-mini
0.01,0.12,"Standard RN posting; no AI/ML or data-science work described, and nursing tasks are mostly hands-on and judgment-based.",1,7d4e17dd6c4a,gpt-5.4-mini
0.08,0.48,"Financial analyst posting shows standard analytical work, not AI/ML; many core tasks appear routine and spreadsheet-based.",1,6bb7bb0b6df7,gpt-5.4-mini
0.02,0.78,"Shift supervision and routine performance monitoring; no indication of AI, ML, or data-science work.",1,5673a969d1ef,gpt-5.4-mini
0.02,0.81,"Leasing/customer service role with no AI or data-science duties; tasks sound routine, standardized, and potentially automatable.",1,bb16bb855334,gpt-5.4-mini
0.02,0.28,"Legal litigation role; no AI/ML duties mentioned. Some research/document tasks are routine, but core attorney work is judgment-heavy.",1,d7f77515cdb1,gpt-5.4-mini
0.01,0.72,"No AI/ML work mentioned; mainly rule-based account review, calculations, and routine processing tasks.",1,192eb5bcb63b,gpt-5.4-mini
0.01,0.77,"No AI/ML duties listed; mostly routine reception, message handling, document organization, and scripted public-facing tasks.",1,12075aab44c6,gpt-5.4-mini
0.04,0.31,"Policy and legislative analysis role; no AI/ML work mentioned, but some routine support tasks may be partially automatable.",1,7ce207516b2b,gpt-5.4-mini
0.02,0.35,"Financial analysis internship; no AI/ML mention. Some analytical work, but likely involves semi-routine proposal and funding calculations.",1,b1240f07bc77,gpt-5.4-mini
0.01,0.84,"Pure retail stocking role; no AI/ML duties mentioned. Tasks appear routine, physical, and highly standardized.",1,be801776964b,gpt-5.4-mini
0.01,0.18,No AI/ML work described; hands-on maintenance is partly routine but includes physical troubleshooting and repairs.,1,eebb8f1cd9c5,gpt-5.4-mini
0.01,0.28,"Clinical assistant role mentions patient care and technical procedures, with no AI, ML, or data-science work.",1,f1f134061591,gpt-5.4-mini
0.02,0.64,Posting only names a Quality Engineer role; no AI/ML work mentioned. Quality tasks may be procedural and partly automatable.,1,7ff30b90a15e,gpt-5.4-mini
0.03,0.26,"Insurance underwriting and policy interpretation; no AI/ML work mentioned. Some routine screening, but substantial judgment remains.",1,f9fb8eb42ec7,gpt-5.4-mini
0.68,0.34,"Role supports AI-powered care and technical escalations, but tasks are mainly operational investigation and coordination, not routine enough to automate fully.",1,7b44e2c171c8,gpt-5.4-mini
0.02,0.28,"Policy, contracts, and coordination role; no mention of AI, analytics, or repetitive machine-executable tasks.",1,ad899b732c8c,gpt-5.4-mini
0.02,0.28,"Fraud operations management; reviews alerts and cases, with no explicit AI/ML work. Some monitoring and queue handling are partially automatable.",1,9e2eb2f53f33,gpt-5.4-mini
0.02,0.85,"No AI/ML work mentioned; duties are routine merchandising, stocking, and display maintenance, highly automatable.",1,2c7238b32dda,gpt-5.4-mini
0.02,0.08,"Clinical nursing role; no AI/ML work mentioned. Tasks are hands-on patient care, though some admin work is automatable.",1,35fb69e3e0e3,gpt-5.4-mini
0.02,0.45,"No AI/ML work mentioned; underwriting and account servicing are partly rule-based, but still require judgment and exceptions.",1,df39164c7257,gpt-5.4-mini
0.03,0.52,"Sanctions CDD analyst role: compliance review and documentation, with no AI/ML or data-science work mentioned.",1,c66e9df2afac,gpt-5.4-mini
0.03,0.34,Traditional loan underwriting and client support; no AI work mentioned. Some repetitive risk-review tasks are partially automatable.,1,ba199d9a8051,gpt-5.4-mini
0.03,0.52,"Policy and reimbursement analysis, not AI/ML work; core coordination and information-gathering tasks are moderately routine.",1,1970b05d9d04,gpt-5.4-mini
0.05,0.15,"No AI/ML work described; tasks are analytical but client-facing, judgment-heavy, and only partly routine.",1,b4fc44beb1f2,gpt-5.4-mini
0.03,0.18,"Senior dental leadership role; posting shows management/recruitment, not AI work, with some routine admin potentially automatable.",1,479b4818e9c3,gpt-5.4-mini
0.03,0.7,"Policy compliance work, gap analyses, and coordination are described; no AI/ML methods mentioned, and tasks look largely routine.",1,3a8dff736d20,gpt-5.4-mini
0.02,0.27,"Sales, training, and retail relationship management; no AI/ML/data-science work mentioned. Some routine outreach is automatable.",1,a8e1f4f8fdc9,gpt-5.4-mini
0.03,0.55,"Uses estimation software and claims review, not AI/ML; tasks are structured, document-heavy, and partly routine.",1,e2f67a180a6a,gpt-5.4-mini
0.01,0.02,"Clinical gastroenterology role; no AI, data science, or routine codifiable tasks mentioned in the posting.",1,7501cff24a0f,gpt-5.4-mini
0.02,0.73,"Claims processing role; no AI/data work mentioned, and tasks appear routine, detail-heavy, and rule-based.",1,93da31693e4e,gpt-5.4-mini
0.02,0.35,Pure insurance agent role; no AI/ML work mentioned. Some routine customer and policy tasks may be partially automatable.,1,436d44f7a99c,gpt-5.4-mini
0.02,0.18,"Sourcing/procurement role; no AI, ML, or data-science duties mentioned. Some routine RFQ, contract, and supplier management tasks are partially automatable.",1,926e6975e933,gpt-5.4-mini
0.02,0.71,"Administrative underwriting support; no AI/ML work mentioned, but data checking, coordination, and workflow tasks are fairly routine.",1,0486143f74ec,gpt-5.4-mini
0.05,0.08,"Leadership and governance role focused on financial, regulatory, and stakeholder management; little evidence of AI/ML use or routine automation.",1,386d9d87dc1e,gpt-5.4-mini
0.01,0.72,"Inspection and maintenance are routine; no evidence of AI, ML, or data-science work in the posting.",1,53beaa24361c,gpt-5.4-mini
0.12,0.44,"Mostly market research, underwriting, presentations, and database upkeep; little evidence of AI/ML work, but some tasks are partly automatable.",1,5a6741d54fdd,gpt-5.4-mini
