p_exposure,p_automatable,rationale,raw_ok,job_id,model,provider,construct_target
0.01,0.12,"Litigation practice involves legal advocacy, judgment, and court appearances; posting mentions no AI, ML, or data-science work.",1,3889756479,gpt-5.4,openai,exposure
0.01,0.18,"Hospitality and conference support role; no AI/data tasks, and core work requires in-person service, coordination, and facility upkeep.",1,3887490541,gpt-5.4,openai,exposure
0.01,0.18,"Litigation associate role centers on legal analysis, writing, advocacy; no AI/data-science duties mentioned, and core work is nonroutine.",1,3898179010,gpt-5.4,openai,exposure
0.06,0.18,"Infrastructure engineering and project work; mentions monitoring and research, not AI/ML. Core tasks are technical, varied, and nonroutine.",1,3901694999,gpt-5.4,openai,exposure
0.02,0.78,"Billing, invoicing, collections, data entry, and administrative tasks are software-driven and repetitive; no AI/ML work mentioned.",1,3903472792,gpt-5.4,openai,exposure
0.01,0.08,"Strategic litigation leadership and legal judgment; no AI/data-science duties mentioned, and core tasks are nonroutine.",1,3901936779,gpt-5.4,openai,exposure
0.42,0.18,"Data analysis and strategic insights role; advisory, leadership-facing, and non-routine work lowers automatable core tasks.",1,3889113785,gpt-5.4,openai,exposure
0.02,0.18,"Litigation attorney role uses legal judgment, strategy, advocacy, and client communication; no AI/data-science duties mentioned.",1,3902359195,gpt-5.4,openai,exposure
0.03,0.46,"Recruiting and relationship-building role; little AI/data-science work, but many administrative sourcing and scheduling tasks are partly automatable.",1,3895489734,gpt-5.4,openai,exposure
0.01,0.34,"Legal case management uses negotiation, empathy, and judgment; little explicit AI/data-science work, though some documentation tasks are automatable.",1,3902751109,gpt-5.4,openai,exposure
0.03,0.42,"HR coordination, onboarding, reporting, and reviews use standard office tools; little direct AI work, but many tasks are process-driven.",1,3904982668,gpt-5.4,openai,exposure
0.06,0.58,"Legal support and e-discovery software use, but no AI work; many document-heavy tasks are structured yet require judgment.",1,3902864814,gpt-5.4,openai,exposure
0.02,0.72,"Administrative legal support uses standard office tools, not AI; many scheduling, billing, correspondence, and filing tasks are routine.",1,3901656262,gpt-5.4,openai,exposure
0.02,0.72,"Uses standard legal/admin software, not AI; many clerical tasks are structured and repetitive, though some legal judgment remains.",1,3905849253,gpt-5.4,openai,exposure
0.01,0.12,"Human-centered case management, assessments, advocacy, and trauma-informed support; no AI/data-science duties mentioned.",1,3884436002,gpt-5.4,openai,exposure
0.02,0.12,"Senior litigation attorney role centers on complex legal judgment, advocacy, and client counseling; no AI/data-science duties mentioned.",1,3889756383,gpt-5.4,openai,exposure
0.08,0.34,"Finance operations leadership role using billing systems and data analysis; many tasks require judgment, strategy, and stakeholder management.",1,3894400072,gpt-5.4,openai,exposure
0.03,0.12,"Legal advocacy, interviews, and case strategy dominate; uses legal software but no AI/data-science work.",1,3905350116,gpt-5.4,openai,exposure
0.08,0.56,"Marketing coordination uses analytics and research, but mainly administrative, content, and event-support tasks with moderate automatable routine work.",1,3891266028,gpt-5.4,openai,exposure
0.42,0.08,"BI leadership, analytics, reporting, and data integration imply moderate AI/data-science exposure; strategic leadership tasks are not routine.",1,3905213470,gpt-5.4,openai,exposure
0.01,0.08,"Litigation, negotiation, legal advice, and court representation are human-centered; posting shows no AI or data-science work.",1,3884436199,gpt-5.4,openai,exposure
0.03,0.28,"Business development in law firm: strategic pitches, attorney coordination, and relationship work; little explicit AI, limited full automation.",1,3889722120,gpt-5.4,openai,exposure
0.01,0.12,"Litigation attorney role; no AI/data-science duties mentioned, and core work requires legal judgment, advocacy, and courtroom interaction.",1,3905299157,gpt-5.4,openai,exposure
0.03,0.18,"Litigation attorney role emphasizes legal analysis, writing, advocacy, and case management; no AI/data-science duties, limited automatable judgment work.",1,3894404033,gpt-5.4,openai,exposure
0.12,0.18,"Finance leadership role using analytics/reporting software, but centered on strategic judgment, management, and cross-department decision-making.",1,3904991559,gpt-5.4,openai,exposure
0.06,0.28,"Legal product counsel drafting and advising on tech agreements; little direct AI work, but some templated tasks are automatable.",1,3900070982,gpt-5.4,openai,exposure
0.02,0.28,"Legal drafting, negotiation, due diligence, and counsel coordination show little AI use and substantial judgment limits automation.",1,3891075754,gpt-5.4,openai,exposure
0.02,0.18,"Traditional litigation attorney role; no AI/data-science duties. Core work requires legal judgment, advocacy, client interaction, and court appearances.",1,3904409522,gpt-5.4,openai,exposure
0.02,0.72,"No AI/data-science duties mentioned; collections tasks are structured, repetitive, and software-supportable, though negotiation and dispute handling remain human-heavy.",1,3901351010,gpt-5.4,openai,exposure
0.01,0.72,"Administrative legal support with filing, scanning, records, and communications; no AI/data-science duties mentioned.",1,3902877540,gpt-5.4,openai,exposure
0.03,0.78,"Billing coordination uses standard software, not AI; core invoicing, reporting, and file-maintenance tasks are structured and repetitive.",1,3899525345,gpt-5.4,openai,exposure
0.03,0.22,"Legal review, strategy, drafting, and hearings are human judgment-heavy; no AI/data-science duties mentioned.",1,3891076389,gpt-5.4,openai,exposure
0.03,0.62,"Administrative litigation support; no AI/data-science duties mentioned. Many scheduling, filing, and document tasks are structured and partly automatable.",1,3902880089,gpt-5.4,openai,exposure
0.01,0.18,"Contracts attorney role centers on legal negotiation and drafting; no AI/data-science duties, limited automatable judgment-heavy work.",1,3884804188,gpt-5.4,openai,exposure
0.01,0.42,Insurance-defense paralegal work shows no AI use; some document and case-support tasks are structured but not mostly automatable.,1,3888816821,gpt-5.4,openai,exposure
0.01,0.72,"Administrative, mail, reception, copying, and facilities tasks; no AI/data work mentioned, many duties are routine but physical.",1,3894865804,gpt-5.4,openai,exposure
0.02,0.72,"Administrative scheduling and communication role; no AI/data-science duties mentioned, but many coordination tasks are routine and software-manageable.",1,3904925056,gpt-5.4,openai,exposure
0.03,0.62,"Legal administrative support uses standard office tools; tasks are clerical, repetitive, and partly automatable, with little explicit AI involvement.",1,3894293999,gpt-5.4,openai,exposure
0.08,0.34,"Research, synthesis, and stakeholder coordination dominate; little explicit AI/data-science work, and analysis is only partly automatable.",1,3905839999,gpt-5.4,openai,exposure
0.01,0.42,"Family-law support role; no AI/data-science duties mentioned. Some document and case-management tasks are automatable, but client-specific legal work limits it.",1,3906071677,gpt-5.4,openai,exposure
0.03,0.18,"Litigation work is human-intensive, requiring legal judgment, advocacy, depositions, client communication, and court appearances; no AI duties mentioned.",1,3894980642,gpt-5.4,openai,exposure
0.04,0.72,"Administrative legal support uses standard office tools, not AI; many scheduling, filing, travel, and document tasks are routine.",1,3904094319,gpt-5.4,openai,exposure
0.02,0.72,"Legal administrative support uses standard office tools, not AI; many document, scheduling, billing, and filing tasks are routine.",1,3891083104,gpt-5.4,openai,exposure
0.01,0.72,"Administrative legal support uses standard office tools, not AI; many scheduling, billing, and document tasks are routine.",1,3905283993,gpt-5.4,openai,exposure
0.01,0.72,"Legal clerical support with drafting, filing, calendaring, and scheduling; no AI/data-science duties mentioned.",1,3902357253,gpt-5.4,openai,exposure
0.01,0.18,"Litigation advocacy and client representation dominate; no AI/data-science duties mentioned, and core work is complex, judgment-heavy.",1,3905248514,gpt-5.4,openai,exposure
0.01,0.72,"Administrative legal support with calendaring, filing, transcription, and document handling; no AI/data-science duties mentioned.",1,3901936774,gpt-5.4,openai,exposure
0.01,0.08,"Legal counseling, negotiations, litigation, and investigations are human judgment-heavy; no AI or data-science duties mentioned.",1,3906264232,gpt-5.4,openai,exposure
0.02,0.42,"Legal research, document prep, and admin are partly automatable; posting shows no AI or data-science duties.",1,3905217036,gpt-5.4,openai,exposure
0.01,0.12,"Litigation work is human-intensive, requiring legal judgment, advocacy, depositions, and court appearances; no AI or data-science mentioned.",1,3894889860,gpt-5.4,openai,exposure
0.08,0.34,"Benefits administration and compliance role; minimal analytics, substantial supervision, judgment, vendor coordination, and employee support.",1,3905263595,gpt-5.4,openai,exposure
0.03,0.72,"Administrative legal support uses little AI directly; many core tasks are repetitive scheduling, drafting, invoicing, and document handling.",1,3898177152,gpt-5.4,openai,exposure
0.01,0.12,"Family law litigation, court advocacy, negotiation, and complex case management show minimal AI use and low automatable core tasks.",1,3901350512,gpt-5.4,openai,exposure
0.02,0.18,"Legal research and writing role; no AI mentioned. Core work requires expert judgment, advice, and negotiation.",1,3891006259,gpt-5.4,openai,exposure
0.03,0.72,"Clerical scheduling, transcription, and document support dominate; no AI/ML duties mentioned, though many tasks are routine.",1,3902362308,gpt-5.4,openai,exposure
0.02,0.12,"Litigation, depositions, motion practice, investigations, and trial work are human-intensive; no AI/data-science duties mentioned.",1,3903489635,gpt-5.4,openai,exposure
0.03,0.28,"Legal governance, compliance, privacy, and ESG coordination; mentions metrics/reporting but no AI or data-science work.",1,3904411256,gpt-5.4,openai,exposure
0.02,0.46,"Recruiting coordination uses standard office tools; little AI/data-science work, but many scheduling and administrative tasks are partly automatable.",1,3904934491,gpt-5.4,openai,exposure
0.01,0.18,"Legal advising, negotiation, litigation, and client interaction dominate; little explicit AI use, limited routine document drafting.",1,3906081948,gpt-5.4,openai,exposure
0.02,0.12,"Legal research and drafting appear, but core work is specialized advocacy, judgment, hearings, and client counseling.",1,3899523356,gpt-5.4,openai,exposure
0.03,0.82,"Document formatting and basic Excel tasks are routine; posting mentions no AI, ML, or data-science work.",1,3906226216,gpt-5.4,openai,exposure
0.02,0.12,"Civil litigation attorney role; no AI/data-science duties mentioned, and core legal judgment/advocacy tasks are not mostly routine.",1,3884811053,gpt-5.4,openai,exposure
0.08,0.22,"General SaaS product management liaison role; no AI/data-science duties mentioned, and core stakeholder coordination is not highly routine.",1,3898158809,gpt-5.4,openai,exposure
0.03,0.34,"Legal IP portfolio management and analysis; no AI/data-science duties. Some drafting/search tasks are routine, but judgment-heavy work limits automation.",1,3901941438,gpt-5.4,openai,exposure
0.02,0.72,"Administrative trademark support uses standard office tools, not AI; many docketing, forms, scheduling, and correspondence tasks are routine.",1,3894282890,gpt-5.4,openai,exposure
0.01,0.62,"Administrative legal support; no AI/data-science duties. Many clerical, scheduling, filing tasks are structured and partly automatable.",1,3904083208,gpt-5.4,openai,exposure
0.02,0.18,"Litigation and IP legal work; no AI/data-science duties mentioned, and core tasks require judgment, advocacy, and client interaction.",1,3905340504,gpt-5.4,openai,exposure
0.02,0.28,"Regulatory coordination, filings, legal interactions, and cross-functional judgment dominate; some documentation tracking is automatable.",1,3884439240,gpt-5.4,openai,exposure
0.08,0.12,"Patent litigation attorney role; legal advocacy needs specialized judgment, with no explicit AI or data-science duties.",1,3895484767,gpt-5.4,openai,exposure
0.01,0.84,"Administrative IP filing, document handling, scanning, uploads, and form preparation; no AI/ML duties mentioned.",1,3901697658,gpt-5.4,openai,exposure
0.03,0.78,"Uses docketing/database tools, not AI; core work is structured correspondence review, data entry, reconciliation, and deadline tracking.",1,3905286579,gpt-5.4,openai,exposure
0.08,0.18,"Manufacturing/process-development role uses experimental design and technical judgment; tasks are scientific, variable, and not primarily AI-focused.",1,3886835801,gpt-5.4,openai,exposure
0.03,0.58,"Legal assistant duties are administrative and document-focused; no AI/ML mentioned, but many tasks are structured and partly automatable.",1,3902355929,gpt-5.4,openai,exposure
0.01,0.62,"Patent prosecution paralegal work is legal-administrative, not AI-related; many filing, tracking, drafting, and correspondence tasks are structured and repeatable.",1,3905818355,gpt-5.4,openai,exposure
0.02,0.18,"Legal drafting, advising, litigation, and client judgment dominate; no AI/data-science duties mentioned.",1,3901392759,gpt-5.4,openai,exposure
0.08,0.18,"Patent engineering on legal/IP matters; posting mentions AR products but no AI work. Core tasks likely specialized, non-routine analysis.",1,3906248706,gpt-5.4,openai,exposure
0.08,0.18,"Patent prosecution and business development are specialized, judgment-heavy legal tasks; posting mentions no AI-related duties.",1,3904927018,gpt-5.4,openai,exposure
0.08,0.28,"Patent attorney role centers on legal drafting/prosecution and docket management, not AI; tasks require specialized judgment, limiting automation.",1,3887709530,gpt-5.4,openai,exposure
0.01,0.08,"Senior law partner role centers on client counsel, business development, and relationship management; no AI tasks, low routine automation.",1,3884921825,gpt-5.4,openai,exposure
0.02,0.46,"Trademark prosecution, filings, docketing, and client coordination use legal workflows, not AI; many tasks are structured but require judgment.",1,3889715518,gpt-5.4,openai,exposure
0.03,0.18,"Patent prosecution is specialized legal analysis and client-facing work; posting mentions no AI, and core tasks are not mostly routine.",1,3899527043,gpt-5.4,openai,exposure
0.01,0.72,"Patent filing, docketing, forms, and deadline tracking are procedural; posting shows no AI/data-science work.",1,3902952219,gpt-5.4,openai,exposure
0.08,0.12,"Senior legal strategy, policy, stakeholder management, and budgeting; mentions cybersecurity policy but not AI or routine automatable tasks.",1,3905253017,gpt-5.4,openai,exposure
0.08,0.22,"Systems administration for simulation/training networks and security; little explicit AI, substantial hands-on technical integration limits automation.",1,3887882942,gpt-5.4,openai,exposure
0.06,0.18,"Patent prosecution and legal analysis in mechanical technologies; little AI use mentioned, work requires specialized judgment and client collaboration.",1,3905299244,gpt-5.4,openai,exposure
0.12,0.18,"Technical intelligence support role; no explicit AI/ML duties, and core work appears specialized, human-driven, nonroutine.",1,3905664643,gpt-5.4,openai,exposure
0.06,0.18,"Patent prosecution and IP analysis in biological sciences; specialized legal-scientific judgment, little explicit AI or routine work.",1,3899539127,gpt-5.4,openai,exposure
0.03,0.18,"Patent prosecution in biotech law; no AI/data-science duties stated, and work appears specialized, judgment-heavy, nonroutine.",1,3900083258,gpt-5.4,openai,exposure
0.01,0.72,"Legal document review, filing, correspondence, and typing are administrative and repetitive; no AI, ML, or data-science duties mentioned.",1,3886889316,gpt-5.4,openai,exposure
0.03,0.18,"Patent prosecution and due diligence are specialized legal-technical tasks; posting mentions no AI, and core work requires expert judgment.",1,3905255318,gpt-5.4,openai,exposure
0.03,0.72,"Paralegal duties are clerical, scheduling, filing, and research; no AI/ML work mentioned, many tasks are routine.",1,3905318127,gpt-5.4,openai,exposure
0.03,0.12,"Patent litigation associate role is legal advocacy; posting mentions technical arts, not AI work, and tasks require nuanced human judgment.",1,3899540094,gpt-5.4,openai,exposure
0.03,0.42,"Patent research and article writing; no AI/data-science duties mentioned. Some research/writing is automatable, but legal judgment remains important.",1,3905654276,gpt-5.4,openai,exposure
0.08,0.12,"IP legal counsel, advocacy, and strategic research are human-intensive; CS/EE background preference doesn’t imply AI work.",1,3886471794,gpt-5.4,openai,exposure
0.08,0.28,Legal/risk project management across teams; no explicit AI work. Coordination and judgment-heavy tasks limit automation.,1,3905331222,gpt-5.4,openai,exposure
0.06,0.18,"Patent prosecution and strategy role in biotech; no AI duties mentioned, and core work requires expert legal judgment.",1,3885111423,gpt-5.4,openai,exposure
0.08,0.28,"Patent prosecution and technical legal drafting; no AI duties mentioned, and core work requires specialized judgment.",1,3901990352,gpt-5.4,openai,exposure
0.03,0.28,"Patent counsel role centers on legal/IP judgment and due diligence, with no explicit AI or data-science duties.",1,3902788330,gpt-5.4,openai,exposure
0.08,0.34,Patent prosecution/legal drafting role; no explicit AI work. Some document-heavy tasks are structured but require specialized judgment.,1,3888956564,gpt-5.4,openai,exposure
0.03,0.18,SAP CRM/IPM implementation and integration consulting; enterprise customization is not AI-focused and only partly automatable.,1,3902366890,gpt-5.4,openai,exposure
0.03,0.18,"Patent prosecution requires specialized legal-scientific judgment; posting mentions no AI, and core tasks are not mostly routine.",1,3900088095,gpt-5.4,openai,exposure
0.01,0.72,"Legal filing, document prep, deadline tracking, and correspondence are structured; no AI/data-science duties mentioned.",1,3886457801,gpt-5.4,openai,exposure
0.08,0.42,"IP systems administration and workflow support; no explicit AI/data-science work, but some routine systems/process tasks are automatable.",1,3905694001,gpt-5.4,openai,exposure
0.06,0.18,"Patent prosecution/legal counseling with inventors; little explicit AI work, and core judgment-heavy legal tasks resist automation.",1,3895807207,gpt-5.4,openai,exposure
0.03,0.18,"Legal/IP counseling and contract negotiation are specialized, client-facing tasks; posting mentions technology use but no AI-specific work.",1,3889718673,gpt-5.4,openai,exposure
0.02,0.72,"Administrative legal filing, docket review, file management, and travel coordination; no AI/data-science duties mentioned.",1,3905397457,gpt-5.4,openai,exposure
0.02,0.58,"Patent prosecution support uses legal filing systems, not AI; many docketing/compliance tasks are structured but require judgment.",1,3894921920,gpt-5.4,openai,exposure
0.42,0.12,"Patent prosecution role; AI/ML technical background preferred, but core work is legal drafting, inventor interviews, and judgment-heavy advocacy.",1,3903476700,gpt-5.4,openai,exposure
0.03,0.18,"Patent litigation associate role centers on legal judgment, advocacy, and client work; no AI/data-science duties mentioned.",1,3887868736,gpt-5.4,openai,exposure
0.03,0.72,"Legal docketing and data entry use standard software, not AI; tasks are structured, repetitive, and rules-based.",1,3894906623,gpt-5.4,openai,exposure
0.02,0.34,"Legal case management, drafting, discovery, and trial support; no AI/data-science duties, but some document tasks are partly automatable.",1,3884808282,gpt-5.4,openai,exposure
0.02,0.78,"Administrative patent docketing and deadline tracking in databases; no AI work mentioned, many structured repetitive tasks.",1,3888956633,gpt-5.4,openai,exposure
0.01,0.08,"Hands-on bedside care and interpersonal support; no AI/data tasks mentioned, and core duties require physical presence and empathy.",1,3901697648,gpt-5.4,openai,exposure
0.03,0.18,"Patent prosecution and legal-biotech analysis; little explicit AI use, substantial expert judgment limits automation.",1,3886459420,gpt-5.4,openai,exposure
0.06,0.28,Sales/business development role; no AI/ML duties stated. Relationship-building and strategy reduce automability despite routine outreach tasks.,1,3905363699,gpt-5.4,openai,exposure
0.08,0.18,"Patent licensing/legal analysis in wireless tech; little direct AI work, and tasks require specialized judgment, advocacy, and technical interpretation.",1,3885112302,gpt-5.4,openai,exposure
0.03,0.34,"Business development and marketing coordination; no AI/data-science duties, but some drafting and planning tasks are partially automatable.",1,3906229818,gpt-5.4,openai,exposure
0.03,0.28,"Legal research and document prep use software, but role centers on complex litigation support, judgment, confidentiality, and in-person trial work.",1,3901636016,gpt-5.4,openai,exposure
0.08,0.18,"Patent prosecution and business development are specialized, judgment-heavy legal tasks; posting mentions no AI or data-science work.",1,3905882812,gpt-5.4,openai,exposure
0.03,0.18,"Patent prosecution and scientific legal analysis dominate; little explicit AI use, with substantial expert judgment limiting automation.",1,3904362764,gpt-5.4,openai,exposure
0.08,0.18,"Patent counseling and portfolio strategy are specialized, judgment-heavy legal tasks; posting mentions diagnostics automation, not AI work.",1,3906258372,gpt-5.4,openai,exposure
0.03,0.28,"Network engineering, documentation, and coordination tasks; no AI/ML work mentioned, with substantial hands-on design and implementation.",1,3903477273,gpt-5.4,openai,exposure
0.03,0.62,"Patent prosecution paralegal work uses legal databases and document workflows, not AI; many filing, docketing, and form tasks are routine.",1,3901993846,gpt-5.4,openai,exposure
0.03,0.34,"Implementation, onboarding, training, testing, and troubleshooting are technical but not AI-related; tasks are partly structured yet require human coordination.",1,3903431490,gpt-5.4,openai,exposure
0.01,0.06,"Direct inpatient psychiatric care, assessments, treatment planning, and emergency call; little AI use and low routine automability.",1,3905376537,gpt-5.4,openai,exposure
0.03,0.08,"Clinical psychiatric care and judgment dominate; EMR use only, little direct AI work, low routine automatable content.",1,3902754765,gpt-5.4,openai,exposure
0.08,0.72,Medical coding uses specialized software but not AI-building; core coding/audit queue tasks are structured and partly automatable.,1,3905239437,gpt-5.4,openai,exposure
0.04,0.12,"Patent litigation associate role; legal research/writing in life sciences, no AI duties, substantial judgment and advocacy limit automation.",1,3904704943,gpt-5.4,openai,exposure
0.01,0.08,"Hands-on patient treatment and education dominate; no AI/data-science duties mentioned, limited automatable documentation tasks.",1,3906255396,gpt-5.4,openai,exposure
0.03,0.78,"Administrative docketing, calendaring, filing, and database searches; no AI/ML work mentioned, many tasks are structured and repetitive.",1,3905818736,gpt-5.4,openai,exposure
0.03,0.22,"Technical sales role for silicon IP; no AI work mentioned, and core tasks require relationship-building, strategy, and negotiation.",1,3901942329,gpt-5.4,openai,exposure
0.08,0.22,"Patent prosecution and scientific legal analysis; requires expert judgment, drafting, and litigation support, not AI-specific work.",1,3904365689,gpt-5.4,openai,exposure
0.02,0.08,"Senior IP law partnership role emphasizes client counsel, office building, autonomy; little AI use and low routine-task automability.",1,3902932319,gpt-5.4,openai,exposure
0.03,0.78,"Administrative legal support uses standard software, not AI; many filing, billing, scheduling, and document tasks are routine.",1,3905813873,gpt-5.4,openai,exposure
0.03,0.28,"Customer onboarding, training, coordination, and client communication dominate; no explicit AI/data-science work, and tasks require human judgment.",1,3904365545,gpt-5.4,openai,exposure
0.02,0.58,"Trademark prosecution and legal support; no AI/data-science duties. Many filing, docketing, correspondence tasks are structured but legal judgment remains.",1,3899594219,gpt-5.4,openai,exposure
0.06,0.18,"Patent prosecution/legal drafting in aerospace; analytical, writing-heavy, specialized work, not AI-focused and only partly automatable.",1,3906097395,gpt-5.4,openai,exposure
0.12,0.08,"Patent litigation attorney role; requires legal strategy and technical literacy, but no direct AI work and low routine automability.",1,3904512281,gpt-5.4,openai,exposure
0.06,0.28,"Patent prosecution and scientific legal analysis; little explicit AI use, but some drafting/search tasks are partially automatable.",1,3904962199,gpt-5.4,openai,exposure
0.08,0.18,"Strategic cross-functional anti-piracy program management; little explicit AI/data-science work, and core tasks are non-routine leadership.",1,3905681920,gpt-5.4,openai,exposure
0.03,0.18,"IP counsel role supporting patents and R&D teams; legal judgment is central, with little explicit AI or routine automation.",1,3901670559,gpt-5.4,openai,exposure
0.03,0.18,"Patent prosecution and IP agreements are specialized legal work; posting mentions no AI, ML, or data-science duties.",1,3899532836,gpt-5.4,openai,exposure
0.01,0.82,"Administrative docketing, calendaring, filing, and report generation are routine; no AI/ML or data-science work mentioned.",1,3884440113,gpt-5.4,openai,exposure
0.03,0.28,"Network engineering, testing, troubleshooting, and coordination; no AI/ML duties, and substantial hands-on, nonroutine work.",1,3903476353,gpt-5.4,openai,exposure
0.02,0.18,"IP legal practice involves specialized judgment and drafting; posting mentions no AI, ML, or data-science work.",1,3890892681,gpt-5.4,openai,exposure
0.08,0.09,"Senior IP litigation partner role; legal strategy and client advocacy dominate, with no explicit AI/data-science duties.",1,3884443144,gpt-5.4,openai,exposure
0.01,0.08,"Clinical crisis assessment, coordination, and disposition decisions are human-intensive; no AI, ML, or data-science duties mentioned.",1,3894289282,gpt-5.4,openai,exposure
0.08,0.18,"Patent law associate role; legal analysis and writing dominate, with no explicit AI work and limited routine automatable tasks.",1,3905860874,gpt-5.4,openai,exposure
0.02,0.18,"Trademark legal work involves specialized judgment and advocacy; posting mentions no AI, data science, or routine clerical tasks.",1,3905366551,gpt-5.4,openai,exposure
0.08,0.12,"Pre-sales ASIC IP engineering role; mentions AI only as customer domain, with complex human technical discussions and implementation support.",1,3905865142,gpt-5.4,openai,exposure
0.01,0.62,"Patent filing, tracking, correspondence, and document prep are procedural; no AI, ML, or data-science duties mentioned.",1,3905815732,gpt-5.4,openai,exposure
0.02,0.12,"Litigation associate work is human judgment-intensive; posting mentions no AI, data science, or routine clerical tasks.",1,3890887462,gpt-5.4,openai,exposure
0.03,0.08,"Senior law partner role emphasizes client counsel, business development, and relationship management; little AI use, low routine automatable work.",1,3904572369,gpt-5.4,openai,exposure
0.08,0.06,"Direct patient therapy role; mentions advanced technology/robotics, but core work is hands-on, individualized clinical care.",1,3905340015,gpt-5.4,openai,exposure
0.12,0.18,"IP summer associate role emphasizes legal analysis, writing, client service; technical background preferred but no direct AI work mentioned.",1,3887882930,gpt-5.4,openai,exposure
0.03,0.18,"Network engineering design, configuration, troubleshooting, and cross-team implementation; little AI involvement and substantial non-routine technical judgment.",1,3903473827,gpt-5.4,openai,exposure
0.03,0.72,"Accounting analysis and reconciliations dominate; no AI/ML duties mentioned, and many tasks are structured and repetitive.",1,3895538726,gpt-5.4,openai,exposure
0.01,0.78,"Warehouse shipping/receiving tasks; no AI/data-science duties mentioned, and core work is fairly routine and automatable.",1,3905337929,gpt-5.4,openai,exposure
0.03,0.72,Machine operation in meat processing uses little AI directly; repetitive production and reporting tasks are fairly automatable.,1,3904998177,gpt-5.4,openai,exposure
0.03,0.18,"Clinical patient care and front-office support; no AI/data-science duties mentioned, and hands-on care limits automation.",1,3904728333,gpt-5.4,openai,exposure
0.03,0.62,"Freight procurement, scheduling, tracking, and recordkeeping are logistics/admin tasks; no AI, ML, or data-science duties mentioned.",1,3900979151,gpt-5.4,openai,exposure
0.18,0.34,"Demand planning uses forecasting, analytics, KPIs, and reporting, but role emphasizes cross-functional process leadership and strategy.",1,3886835648,gpt-5.4,openai,exposure
0.08,0.28,"EHS systems support using digital tools/BI, but no explicit AI/ML; coordination and stakeholder support limit automation.",1,3906094556,gpt-5.4,openai,exposure
0.03,0.22,"Wet-lab analytical chemistry, equipment calibration, training, scheduling, and data review; little explicit AI/data-science use, limited routine automatable work.",1,3899519649,gpt-5.4,openai,exposure
0.03,0.34,"Strategic segment marketing role; no AI/data-science duties mentioned, but some campaign and KPI tasks are partially automatable.",1,3904388188,gpt-5.4,openai,exposure
0.03,0.18,"Field therapeutic specialist role in psychiatry sales/education; posting shows no AI work, and core interpersonal tasks resist automation.",1,3887993777,gpt-5.4,openai,exposure
0.06,0.58,"Supply-chain planning using MRP, forecasting, and coordination; analytical but not AI-focused, with many structured repetitive tasks.",1,3900067243,gpt-5.4,openai,exposure
0.03,0.18,"Chemistry R&D lab internship on mRNA synthesis; hands-on experimental work, not AI-related and not mostly routine-computable.",1,3889103917,gpt-5.4,openai,exposure
0.01,0.03,"Clinical pediatrics posting shows direct patient care; no AI/data tasks, and core work requires human medical judgment.",1,3888960120,gpt-5.4,openai,exposure
0.01,0.12,"Hands-on masonry and repair from drawings/instructions; little AI involvement, low automability due to varied physical skilled work.",1,3904924934,gpt-5.4,openai,exposure
0.03,0.18,"Pharma sales and market education role; little AI/data-science work, and core relationship-building tasks are not easily automated.",1,3901377683,gpt-5.4,openai,exposure
0.03,0.08,"Medical device development leadership; no AI/data-science duties mentioned, and core work is complex, judgment-heavy, nonroutine.",1,3904369445,gpt-5.4,openai,exposure
0.03,0.72,"Administrative audit coordination and data entry; no AI/ML duties mentioned, many routine tracking and filing tasks.",1,3904404712,gpt-5.4,openai,exposure
0.08,0.12,"Senior strategic sales leadership focused on pricing, contracts, market reporting, and account growth; little explicit AI, low routine automation.",1,3904396164,gpt-5.4,openai,exposure
0.03,0.62,"LMS administration and support role; no AI/ML tasks mentioned. Many tracking, assignment, and troubleshooting tasks are structured and partly automatable.",1,3904393150,gpt-5.4,openai,exposure
0.02,0.28,"Maintenance craftsperson mechanic role; posting shows hands-on mechanical work, not AI-related, with varied physical tasks limiting automation.",1,3884808843,gpt-5.4,openai,exposure
0.08,0.12,"Leadership, strategy, coaching, and cross-functional medical affairs work; mentions data analysis/metrics but no direct AI use.",1,3887478696,gpt-5.4,openai,exposure
0.08,0.18,"Manufacturing technical leadership and team coordination; little explicit AI/data-science work, and core tasks are managerial, judgment-heavy, nonroutine.",1,3888961948,gpt-5.4,openai,exposure
0.03,0.18,"Process engineering for GMP equipment, troubleshooting, optimization, and technical ownership; little AI use, low routine automability.",1,3905307834,gpt-5.4,openai,exposure
0.03,0.12,"Chemical process safety, compliance, hazard analysis, and cross-functional leadership; little AI use, low routine automability.",1,3903499738,gpt-5.4,openai,exposure
0.03,0.18,"Field pharmaceutical sales and clinician education; no AI/data-science duties, and core work is relationship-driven, nonroutine.",1,3902737513,gpt-5.4,openai,exposure
0.08,0.18,"Wet-lab assay development and compound screening; computational platform mentioned, but role centers on experimental biology.",1,3904370319,gpt-5.4,openai,exposure
0.08,0.34,"Supervisory patient-financial role with collections, issue resolution, and data analysis; little explicit AI, moderate routine administrative work.",1,3903849115,gpt-5.4,openai,exposure
0.03,0.34,"Biomanufacturing cleanroom role with manual aseptic processing and documentation; little AI/data-science content, limited automation due to hands-on work.",1,3898161353,gpt-5.4,openai,exposure
0.02,0.72,"Customer service front-line role; no AI/data-science duties mentioned, and many interactions/processes are routine and scriptable.",1,3898178195,gpt-5.4,openai,exposure
